CODIGO_PRODUTO;DESCRICAO_PRODUTO;PRECO_PRATICADO_LOJA3;PRECO_PRATICADO_LOJA11
28539;BR MUS GUITAR R.2621;23,5;23,5
28540;BR MUS TAMBOR+5 ITENS;20,5;20,5
28541;BR MUS TY118004;79,9;79,9
28542;BR MUSIKEY TECL MAGICO;224,5;224,5
28543;BR MY LITTLE PONY POP CUTIE M.MAGIC;26,9;26,9
28544;BR MY LITTLE PONY ZECORA C/ACESS;53,5;53,5
28545;BR NA HORA DO CHAZINHO ENCANTADO;19,9;19,9
28546;BR NARIZ PALHACO C/25;11,9;11,9
28547;BR NINJA COMBATE LEPLASTIC RF879;20,99;20,99
28548;BR NINJA GRUDA GRUDA R.TS39753;7,15;7,15
28549;BR NUBY CITY CAR NILLO R.3009;52,5;52,5
28550;BR NUBY DREAMS NILLO R.3010;62,5;62,5
28551;BR NUBY KITCHENS NILLO R.3003;78,5;78,5
28552;BR NUBY TOBO AGUA NILLO R.3007;93,5;93,5
28553;BR NUMEROS DO 1 AO 10;41,9;41,9
28554;BR O PEQUENO EMPRESARIO R.2796;27,5;27,5
28555;BR OCEANIA MANIA CASA DAS FERIAS 2560;76,9;76,9
28556;BR OCEANIA MANIA PARQUE CORAIS 2561;216,9;216,9
28557;BR OCEANO MANIA R.2558;36,5;36,5
28558;BR OCEANO MANIA R.2559;14,5;14,5
28559;BR OCTOGONO UFC R.2942;134,5;134,5
28560;BR OCULOS RETROVISOR SPYNET R.2526;38,9;38,9
28561;BR ONIBUS DIDATICO R.6136;90,5;90,5
28562;BR ONIBUS FRIC TY116998;16,5;16,5
28563;BR ONIBUS FRIC WBU2321;17,5;17,5
28564;BR ONIBUS PEQUENO TY113051;4,95;4,95
28565;BR ONIBUS PQ TY113051;3,89;3,89
28566;BR OVELHA ARCO IRIS R.524;54,9;54,9
28567;BR OVO SURPRESA BEN 10 R.2780;4,65;4,65
28568;BR OVO SURPRESA CARS R.2546;4,95;4,95
28569;BR OVO SURPRESA PASTIL.BAKUGAN R.2509;3,15;3,15
28570;BR OVO SURPRESA PASTILHAS HELLO KITTY;4,85;4,85
28571;BR OVO TOY STORY R.2502;4,65;4,65
28573;BR PA GRANDE GGB SERIE ESP;8,49;8,49
28574;BR PA+ESC ASH-65.0581;10,5;10,5
28575;BR PAGODINHO PAI FILHO TIC-TOC;11,9;11,9
28576;BR PAN 3PC R.2400;5,29;5,29
28577;BR PAN C/TAMPA 3PC R.2401;4,79;4,79
28578;BR PAN CIA MINHAS PANEL R514PCMP;59,9;59,9
28579;BR PAN SAMBA TROYS COOKING R;21,9;21,9
28580;BR PANDEIRO INF TY83496;11,9;11,9
28581;BR PANELINHA ESPERTA R 75;3,85;3,85
28582;BR PANELINHA PRESSAO R.2445;4,79;4,79
28583;BR PASTILHAS AGITA GERAL SHREK R.2415;13,5;13,5
28584;BR PASTILHAS FADA SURPRESA R.2514;4,85;4,85
28585;BR PASTILHAS HELLO KITTY R.2745;10,9;10,9
28586;BR PASTILHAS PULA SABOR BEN 10 ALIE;2,59;2,59
28587;BR PASTILHAS TOY STORY R.2485;16,5;16,5
28588;BR PATA MAE R.7709;29,9;29,9
28589;BR PATATI PATATA CADEIRINHA 578-PPC;72,9;72,9
28590;BR PATATI PATATA JG DA MEMORIA 576PPJ;57,9;57,9
28591;BR PATINETE BIC SKATE DEDO;21,9;21,9
28592;BR PATINETE INF BELFIX 3RODAS PTO;313,9;313,9
28593;BR PATINETE PREMIUM BELFIX ALUM SPORT;237,9;237,9
28594;BR PATINHO 3 FILHOTES;17,99;17,99
28595;BR PATINHO FILHOTES C/3;14,99;14,99
28596;BR PATINHO MUS C/LUZ/SOM COLORID;47,22;47,23
28597;BR PATRULHA POL C/4 TRANSPORT;9,05;9,05
28598;BR PATRULHA SOLDIER FORCE AR/TERRA;45,9;45,9
28599;BR PATRULHA SOLDIER FORCE MAR/TERRA;121,5;121,5
28600;BR PEAO C/LUZ R.15.1377;12,5;12,5
28601;BR PEAO C/LUZ R.15.1378;12,5;12,5
28602;BR PEBOLIM C/PLACAR 35CM 6688A;72,9;72,9
28603;BR PEGA BOL PEQ SORTTY24222;13,9;13,9
28604;BR PEGA BOL TY20756;5,49;5,49
28605;BR PEGA PEIXE 1018;47,9;47,9
28606;BR PEGA PEIXE 1020CA;56,9;56,9
28607;BR PEGA PEIXE 5 PECAS WBU2405;16,5;16,5
28608;BR PEGA PEIXE CART 04 PC 15CM;7,45;7,45
28609;BR PEGA PEIXE DIV WBU2887;10,9;10,9
28610;BR PEGA PEIXE TY199358;19,5;19,5
28611;BR PEGA PEIXE WBU2872;38,9;38,9
28612;BR PEGA VARETA MINI TOYS C/21 R.001;2,85;2,85
28613;BR PELUCIA 17CM BURRO;12,99;12,99
28614;BR PELUCIA 17CM COELHO;12,99;12,99
28615;BR PELUCIA 23CM GIRAFA;12,99;12,99
28616;BR PELUCIA 26CM RAPOSA;12,99;12,99
28617;BR PELUCIA 30CM TUBARAO;12,99;12,99
28618;BR PELUCIA C/TOQUINHA TP11038;61,5;61,5
28619;BR PENTEADEIRA BEAUTY C/ACESSO WB7671;42,9;42,9
28620;BR PENTEADEIRA MADEIRA DEC;7,59;7,59
28621;BR PENTEADEIRA/BATOM/ACESS;5,09;5,09
28622;BR PEQUENO ENCANTO;32,5;32,5
28623;BR PEQUENO PODEROSOS DMT2606;2,99;2,99
28624;BR PERF/MAQUIAGEM/BATOM R.1302;6,15;6,15
28625;BR PESCA MANIA R.93;74,5;74,5
28626;BR PET FASHION BARBIE PUPPE RF1259;125,5;125,5
28627;BR PET QUEIJO C/RATO PS5463;7,78;7,78
28628;BR PET SHOP TAF PUPPE RF1257;125,5;125,5
28629;BR PIANO ANIMAL PH5393;46,9;46,9
28630;BR PIANO PILHA REF.1824;15,9;15,9
28631;BR PIAO C/LANCADOR 5 PC;13,9;13,9
28632;BR PIAO C/LANCADOR ARENA WB3050;14,9;14,9
28633;BR PIAO C/LANCADOR METAL WB3061;8,45;8,45
28634;BR PIAO C/LUZ SOM WBU2401 CRT;9,45;9,45
28635;BR PIAO C/LUZ TY199426;13,9;13,9
28636;BR PIAO COLOR C/LUZ TY47987;15,5;15,5
28637;BR PIAO DIVERTIDO TY268515D;12,9;12,9
28638;BR PIAO LASER TOP DMT2494;15,5;15,5
28639;BR PIAO PEG TOP HP839;22,5;22,5
28640;BR PIAO TORRE DMT1465;14,9;14,9
28641;BR PIAZINHA R.2421;5,99;5,99
28642;BR PICAPE MAX 20CM FRIC MX202;37,5;37,5
28643;BR PICAPE POL 23CM FRIC MX;55,9;55,9
28644;BR PICAPE THUNDER 19CM C/SOM/LUZ;21,9;21,9
28645;BR PICK-UP BOMB;24,99;24,99
28646;BR PICK-UP C/JET SKY FIRE SUPER R.463;43,5;43,5
28647;BR PICK-UP COL RESG SS BOM R.124;26,9;26,9
28648;BR PICK-UP COL RESG SS EXE R.125;26,9;26,9
28649;BR PICK-UP COL RESG SS POL R.126;26,9;26,9
28650;BR PICK-UP COL RESG SS RES R.127;26,9;26,9
28651;BR PICK-UP OFF ROAD;21,9;21,9
28652;BR PICK-UP OFF ROAD 4X2 RALLY 344;42,9;42,9
28653;BR PICK-UP POL;14,9;14,9
28654;BR PICK-UP POLL;1000;1000
28655;BR PICK-UP RATTAM 4WD R.112;23,5;23,5
28656;BR PICK-UP RODEIO;12,5;12,5
28657;BR PICK-UP TEXAS 154;85,5;85,5
28658;BR PIKOKOS;100,9;100,9
28659;BR PINBALL SORT TY51302DS;6,35;6,35
28660;BR PINTINHO CORDA TY102145;3,35;3,35
28661;BR PINTINHO CORDA TY199500;2,79;2,79
28662;BR PINYPON BASICA;29,9;29,9
28663;BR PINYPON BOUTIQUE;89,5;89,5
28664;BR PINYPON FANTASIAS;43,9;43,9
28665;BR PINYPON HAMBURQUERIA;256,9;256,9
28666;BR PINYPON PET SHOP;108,5;108,5
28667;BR PIPA PLAST HOMEN ARANHA;18,5;18,5
28668;BR PIPA REAL;4,99;4,99
28669;BR PIPOQUEIRA TORCEDOR;51,5;51,5
28670;BR PIRUL BOL FOGO R.1509;7,79;7,79
28671;BR PIRUL DOCURA HELLO KITTY R.2783;23,5;23,5
28672;BR PISCINA BOL AVENGERS;257,9;257,9
28673;BR PISCINA BOL FROZEN;257,9;257,9
28674;BR PISCINA BOL PEPPA;257,9;257,9
28675;BR PISCINA BOL PRINCESAS;257,9;257,9
28676;BR PISCINA BOL SPIDERMAN;257,9;257,9
28677;BR PISTA C/CAR R.6002;29,9;29,9
28678;BR PISTA C/LANCADOR 2 CARS CXA;27,9;27,9
28679;BR PISTA C/LANCADOR 2 CARS CXA;50,5;50,5
28680;BR PISTA CITY FUNNY LUZ 84 PC;111,9;111,9
28681;BR PISTA LANCADOR 1 CAR CAMIN;16,9;16,9
28682;BR PISTA TRACK RACING 1 LOOPING D;57,5;57,5
28683;BR PISTA TRACK RACING 2 LOOP.DMT1466;60,9;60,9
28684;BR PISTOLA AGUA 0488;9,49;9,49
28685;BR PISTOLA AGUA 0490CA;6,09;6,09
28686;BR PISTOLA AGUA 1142;7,39;7,39
28687;BR PISTOLA AGUA 1149;7,19;7,19
28688;BR PISTOLA AGUA 1151;12,5;12,5
28689;BR PISTOLA AGUA 1152;16,9;16,9
28690;BR PISTOLA AGUA 33X16X7CM WG9K2;24,9;24,9
28691;BR PISTOLA AGUA 34CM TY27829;36,5;36,5
28692;BR PISTOLA AGUA 42CM;36,9;36,9
28693;BR PISTOLA AGUA 47CM;46,5;46,5
28694;BR PISTOLA AGUA C/BOLO RESE.TY105760;32,9;32,9
28695;BR PISTOLA AGUA C/BOLO RESE.TY105761;29,5;29,5
28696;BR PISTOLA AGUA G TY117527;20,9;20,9
28697;BR PISTOLA AGUA G TY117533;38,9;38,9
28698;BR PISTOLA AGUA G TY20645;10,5;10,5
28699;BR PISTOLA AGUA G TY80260;11,9;11,9
28700;BR PISTOLA AGUA GD TY125357;73,5;73,5
28701;BR PISTOLA AGUA GD TY99774;15,9;15,9
28702;BR PISTOLA AGUA MD TY117537;12,5;12,5
28703;BR PISTOLA AGUA MOD.DMS2589;22,5;22,5
28704;BR PISTOLA AGUA MOD.DMS2593;14,5;14,5
28705;BR PISTOLA AGUA R.1144;4,09;4,09
28706;BR PISTOLA AGUA R.1255;58,9;58,9
28707;BR PISTOLA AGUA R.1257;81,5;81,5
28708;BR PISTOLA AGUA R.1258;48,9;48,9
28709;BR PISTOLA AGUA R.8831-D;8,65;8,65
28710;BR PISTOLA AGUA SOAKER SCATTER BLAST;157,5;157,5
28711;BR PISTOLA AGUA SOAKER THUNDERSTORM;236,5;236,5
28712;BR PISTOLA AGUA SOAKER TORNADO STRIKE;294,9;294,9
28713;BR PISTOLA AGUA TY51667;2,29;2,29
28714;BR PISTOLA AQUA DMS1865;6,39;6,39
28715;BR PISTOLA ARCO/FLECHA TS52125;32,5;32,5
28716;BR PISTOLA ATIRA BOL R.TY199153;13,5;13,5
28717;BR PISTOLA BOL SABAO TS53411;31,9;31,9
28718;BR PISTOLA BOLHA SABAO BATIKI;29,5;29,5
28719;BR PISTOLA BOLHA SABAO MEGAFON WB5634;20,9;20,9
28720;BR PISTOLA BOLHA SABAO PEIXE WB5636;15,5;15,5
28721;BR PISTOLA C/2 BALAS VENTOSA 20CM;37,5;37,5
28722;BR PISTOLA C/3 BALAS ESPUMA 40CM;82,5;82,5
28723;BR PISTOLA C/6 BALAS C/VENTOSA 24CM;49,9;49,9
28724;BR PISTOLA C/BOL R.TY39137;15,9;15,9
28725;BR PISTOLA C/BOL TY152933;21,5;21,5
28726;BR PISTOLA C/BOL TY98428;13,5;13,5
28727;BR PISTOLA C/KIT BOLICHE TY116509;32,9;32,9
28728;BR PISTOLA C/LUZ COLOR COM;35,5;35,5
28729;BR PISTOLA C/LUZ TY127939;23,5;23,5
28730;BR PISTOLA C/LUZ/SOM TY28069;20,5;20,5
28731;BR PISTOLA C/OCULOS TS51567;11,5;11,5
28732;BR PISTOLA C/REFIL 27X26CM TS52134;30,9;30,9
28733;BR PISTOLA C/SOM LUZ;51,9;51,9
28734;BR PISTOLA D AGUA 34CM TS46100;18,9;18,9
28735;BR PISTOLA DAGUA 53CM R.TS46104;92,5;92,5
28736;BR PISTOLA DAGUA GD TY99776;24,5;24,5
28737;BR PISTOLA DAGUA PLAST 1200IJET;8,25;8,25
28738;BR PISTOLA DAGUA PLAST 21CM SD6120;9,89;9,89
28739;BR PISTOLA DAGUA RESTORIO DUPLO;15,9;15,9
28740;BR PISTOLA DAGUA SPLASH GUN 21CM;12,9;12,9
28741;BR PISTOLA GD C/LUZ TY127941;88,5;88,5
28742;BR PISTOLA LANCA AGUA 27X15 SD2529;18,5;18,5
28743;BR PISTOLA LANCA AGUA 32X17 SD1229;24,5;24,5
28744;BR PISTOLA LANCA AGUA 40X17 SD11300;46,5;46,5
28745;BR PISTOLA LANCA AGUA 43X23 SD7670;68,9;68,9
28746;BR PISTOLA LANCA AGUA GD;1000;1000
28747;BR PISTOLA LANCA AGUA WBU2478;3,35;3,35
28748;BR PISTOLA LANCA AGUA WBU2479;11,5;11,5
28749;BR PISTOLA LANCA AGUA WBU2486;31,5;31,5
28750;BR PISTOLA LANCA AGUA WBU2487;40,9;40,9
28751;BR PISTOLA LANCA BOL TS32187;10,9;10,9
28752;BR PISTOLA LANCA BOL TS32464;5,69;5,69
28753;BR PISTOLA LANCA BOL TS45179;41,9;41,9
28754;BR PISTOLA LANCA BOLHA SABAO R2012;26,9;26,9
28755;BR PISTOLA LANCA BOLHA SABAO WBU2771;39,9;39,9
28756;BR PISTOLA LANCA DARDOS 03 DARD 03 BO;15,5;15,5
28757;BR PISTOLA LANCA DARDOS 20PC;120,34;120,35
28758;BR PISTOLA LANCA DARDOS BOL C 2 P;22,5;22,5
28759;BR PISTOLA LANCA DARDOS C/MASC WB4211;136,5;136,5
28760;BR PISTOLA LANCA DARDOS WB5285;20,9;20,9
28761;BR PISTOLA LANCA DISCO C/2 WBU2453;4,29;4,29
28762;BR PISTOLA LANCA DISCO MINI X2 DISCOS;2,95;2,95
28763;BR PISTOLA LANCA DISCO/PIAO C/LUZ WBU;15,5;15,5
28764;BR PISTOLA LANCA VENTOSA 28CM TS48627;7,75;7,75
28765;BR PISTOLA LANCA VENTOSA ESPUMA;31,5;31,5
28766;BR PISTOLA LANCADOR BARRICADE;196,9;196,9
28767;BR PISTOLA LANCADOR DEPLOY;294,9;294,9
28768;BR PISTOLA LANCADOR MAVERICK;137,9;137,9
28769;BR PISTOLA LANCADOR NITE FINDER;98,5;98,5
28770;BR PISTOLA LANCADORA C/OCULOS TS42271;71,5;71,5
28771;BR PISTOLA MUS SG9K2201162;28,9;28,9
28772;BR PISTOLA PLAST LANCA BOLHA SD7473;14,5;14,5
28773;BR PISTOLA PLAST LANCA FLECHA PK1498;6,55;6,55
28774;BR PISTOLA VENTOSA TS48680;6,55;6,55
28775;BR PISTOLA X2 C/BOL TY116529;71,9;71,9
28776;BR PISTOLA XSHOT MICRO X3 DOUBLE;122,9;122,9
28777;BR PIZZA DA BARBIE;159,9;159,9
28778;BR PLAINER PATROL R 184;109,5;109,5
28779;BR PLASUTIL CADEIRA INF FROZEN;65,5;65,5
28780;BR PLASUTIL MESA INF FROZEN;130,9;130,9
28781;BR PLAY BALL AVENGERS;165,9;165,9
28782;BR PLAYDOH COMIDINHA SORT R.20608;67,9;67,9
28783;BR PLAYS CACHORRINHO R.24367;120,5;120,5
28784;BR POL 0647;47,5;47,5
28785;BR POLICIFRIC TY119996;13,9;13,9
28786;BR POLIPLAC AGROMAX;39,9;39,9
28787;BR POLIPLAC ANDADOR DIDATICO;224,9;224,9
28788;BR POLIPLAC BATEDEIRA;10,5;10,5
28789;BR POLIPLAC BITREM BOIAD;34,5;34,5
28790;BR POLIPLAC BITREM BOIAD CROMAX;61,9;61,9
28791;BR POLIPLAC BITREM GRANELEIRO;31,9;31,9
28792;BR POLIPLAC BOMB RESGATE;84,5;84,5
28793;BR POLIPLAC CACAMBAO DIDATICO;44,5;44,5
28794;BR POLIPLAC CAIXA FERRAMENTAS;76,9;76,9
28795;BR POLIPLAC CAMIN BOIAD;14,5;14,5
28796;BR POLIPLAC CAMIN CACAMBA;13,9;13,9
28797;BR POLIPLAC CAMIN COFRE FORTE;47,9;47,9
28798;BR POLIPLAC CAMIN ENTULHO;14,9;14,9
28799;BR POLIPLAC CAR FUSCA;12,9;12,9
28800;BR POLIPLAC CASINHA DIDATICA;82,9;82,9
28801;BR POLIPLAC CASINHA MUS DIDATICA;78,5;78,5
28802;BR POLIPLAC CIRCUITO BOIAD;53,9;53,9
28803;BR POLIPLAC CITYCAR;16,5;16,5
28804;BR POLIPLAC ENGETRAF;35,5;35,5
28805;BR POLIPLAC FERRINHO;10,9;10,9
28806;BR POLIPLAC FOGAO BIG CHEF;111,5;111,5
28807;BR POLIPLAC JIPE MONSTER;86,5;86,5
28808;BR POLIPLAC KIT FASHION;26,9;26,9
28809;BR POLIPLAC LIQUIDIFICADOR;10,5;10,5
28810;BR POLIPLAC MASTER FOGAO BIG CHEFF;166,5;166,5
28811;BR POLIPLAC MEGA BASCULANTE;48,9;48,9
28812;BR POLIPLAC MEGA CIRCUITO BOIAD;71,9;71,9
28813;BR POLIPLAC MEGAFRIX PICAPE;83,9;83,9
28814;BR POLIPLAC MEGAFRIX SURF;79,5;79,5
28815;BR POLIPLAC MINI FOGAO BIG CHEF;67,5;67,5
28816;BR POLIPLAC MINIFROTA BOIAD;34,5;34,5
28817;BR POLIPLAC MINIFROTA BOMB;33,9;33,9
28818;BR POLIPLAC MINIFROTA CACAMBA;29,5;29,5
28819;BR POLIPLAC MINIFROTA RESGATE;38,9;38,9
28820;BR POLIPLAC PENTEADEIRA FASHION;94,9;94,9
28821;BR POLIPLAC PLATAFORMA;80,5;80,5
28822;BR POLIPLAC POLIPOSTO;156,9;156,9
28823;BR POLIPLAC SPORTCAR;29,5;29,5
28824;BR POLIPLAC SPORTCAR POL;31,9;31,9
28825;BR POLIPLAC TABUINHA PASSAR;56,9;56,9
28826;BR POLIPLAC TRANSTORAS;61,9;61,9
28827;BR POLIPLAC TRATOR AGRICOLA;27,9;27,9
28828;BR POLIPLAC TRATOR ARADO;100,9;100,9
28829;BR POLIPLAC TRATOR CACAMBA;124,9;124,9
28830;BR POLIPLAC TRATOR CARREGADEIRA;10,5;10,5
28831;BR POLIPLAC TRATOR DIDATICO;42,9;42,9
28832;BR POLIPLAC TRATOR TORAS;128,5;128,5
28833;BR POLIPLAC TRENZINHO DIDATICO;83,9;83,9
28834;BR POLIPOSTO BOMBS R.5894;110,9;110,9
28835;BR POLIPOSTO POL R.5900;110,9;110,9
28836;BR POLL ATICULADO TRF9K201524;7,05;7,05
28837;BR POP SURPRISE PET UNICORNIO;69,9;69,9
28838;BR PORTA BALAS HELLO KITTY R.2776;4,85;4,85
28839;BR PORTA MANTIMENTOS R.2440;5,09;5,09
28840;BR POTES BACKYARDIGANS R.451;22,5;22,5
28841;BR POTES PEQUENOS BOB ESPONJA R.478;7,75;7,75
28842;BR POWER BLASTER COTIPLAS R.1794;330,9;330,9
28843;BR POWER TRUCK;44,9;44,9
28844;BR PRIMEIRAS CONTAS;41,9;41,9
28845;BR PRIMEIRAS PALAVRAS R.1095;4,99;4,99
28846;BR PRINCESA DISNEY MY SIZE ANNA;1000;1000
28847;BR PRINCESA DISNEY MY SIZE ELSA;1000;1000
28848;BR PRINCESA DISNEY MY SIZE RAPUNZEL;1000;1000
28849;BR PROJETOR TRACO BAKUGAN R.2223;19,9;19,9
28850;BR PULA PULA CARS;104,5;104,5
28851;BR PULA PULA PRINCESA;98,5;98,5
28852;BR PULCORDA HELLO KITTY;26,9;26,9
28853;BR PULSEIRA FINA C/50;9,29;9,29
28854;BR PULSEIRA FLOR C/50;9,99;9,99
28855;BR PUXA PUXA SLIME BALCAO MAG 125G;4,49;4,49
28856;BR PUXA PUXA SLIME GLITTER 180G;6,59;6,59
28857;BR Q.CAB 200PC DINO;17,99;17,99
28858;BR Q.CAB 200PC PRINCESA;17,99;17,99
28859;BR Q.CAB 3 PORQUINHOS 30PC;21,5;21,5
28860;BR Q.CAB 300PC DEFENSORES;17,99;17,99
28861;BR Q.CAB ARCA NOE 60PC;21,5;21,5
28862;BR Q.CAB ARCA NOE MAD 60PC;41,9;41,9
28863;BR Q.CAB BCA NEVE 150PC;18,9;18,9
28864;BR Q.CAB BCA NEVE 30PC;21,5;21,5
28865;BR Q.CAB CAMIN;11,9;11,9
28866;BR Q.CAB CAR;11,9;11,9
28867;BR Q.CAB CASAMENTO PRINCESA 100PC;23,5;23,5
28868;BR Q.CAB CHAPEUZINHO VERM;18,9;18,9
28869;BR Q.CAB CHAPEUZINHO VM.30PC;21,5;21,5
28870;BR Q.CAB DESCOBR.A MATEMATICA;17,5;17,5
28871;BR Q.CAB DESCOBRI.AS PALAVRAS;17,5;17,5
28872;BR Q.CAB DESCOBRINDO INGLES;17,5;17,5
28873;BR Q.CAB DINOSSAUROS 100PC;21,5;21,5
28874;BR Q.CAB DISNEY SORT TY197723;6,09;6,09
28875;BR Q CAB ESCOLA P CACHORRO 60;15,5;15,5
28876;BR Q.CAB ESPORTES 150P R.2864;22,5;22,5
28877;BR Q.CAB FAST MACHINE 100PC;18,9;18,9
28878;BR Q.CAB FAZENDA;5,75;5,75
28879;BR Q.CAB FAZENDINHA MAD 60PC;37,9;37,9
28880;BR Q.CAB GALINHA PINTADINHA;45,5;45,5
28881;BR Q.CAB GIGAN.EVA BIC 20P;62,9;62,9
28882;BR Q.CAB GIGAN.EVA F.MAR 20PC;62,9;62,9
28883;BR Q.CAB JOANINHA 30/45/56 PC;21,5;21,5
28884;BR Q.CAB MAPA 38X26CM TY24773;3,69;3,69
28885;BR Q.CAB MENINA;11,9;11,9
28886;BR Q.CAB MIC/MIN/CAR/TOY/AVI/PRINC;8,39;8,39
28887;BR Q.CAB MUNDO ANIMAL;5,75;5,75
28888;BR Q.CAB O CIRCO 100PC;18,9;18,9
28889;BR Q.CAB PEIXE;11,9;11,9
28890;BR Q.CAB PRAIA 100PC;21,5;21,5
28891;BR Q.CAB PRINCESA 150P R.2863;18,9;18,9
28892;BR Q CAB PRINCESAS DO MAR 30P;13,5;13,5
28893;BR Q.CAB PROGRESSIVO;41,9;41,9
28894;BR Q.CAB QUI BR PROGRESS;10,9;10,9
28895;BR Q.CAB RACE 150PC R.2859;17,5;17,5
28896;BR Q CAB SORT 60PC;9,99;9,99
28897;BR Q.CAB SORT TY12372;3,29;3,29
28898;BR Q.CAB TARTARUGAS NINJA;32,9;32,9
28899;BR Q.CAB VASO;11,9;11,9
28900;BR Q.GELO;94,9;94,9
28901;BR Q.MAGICO COLOR 20.5X15CM;7,25;7,25
28902;BR Q.MAGICO COLOR GALINHA R3142;17,9;17,9
28903;BR Q.MAGICO COLOR LISO R.3141;9,05;9,05
28904;BR Q.MAGICO PPG R.2825;43,9;43,9
28905;BR QUEM PROCURA ACHA;14,5;14,5
28906;BR R/C FABULOSO R.1401;71,5;71,5
28907;BR RACK MADEIRA DEC;7,59;7,59
28908;BR RADICAL RACE R.2601;48,5;48,5
28909;BR RADICAL ROLLERS BELFIX G 38-41;181,5;181,5
28910;BR RADICAL ROLLERS BELFIX M 34-37;181,5;181,5
28911;BR RADICAL ROLLERS BELFIX P/30-33;181,5;181,5
28912;BR RAMPA-EXTREMO RADICAL SORT2238;98,5;98,5
28913;BR RANCHINHO R.1037;119,9;119,9
28914;BR RAQUETE BOLHA SABAO RF94781;17,5;17,5
28915;BR RAQUETE C/BOL DISNEY SP4279;9,99;9,99
28916;BR RAQUETE C/BOL TY125343;20,9;20,9
28917;BR RAQUETE C/BOL/REDE;20,9;20,9
28918;BR RAQUETE FRESCOBOL C/BOL;21,5;21,5
28919;BR RAQUETE NILLO TENIS R.1000;22,9;22,9
28920;BR RAQUETE PIM-PUM R.037;10,9;10,9
28921;BR RAQUETE TENIS CEMAR R.227;5,55;5,55
28922;BR RATO FRIC WBU2164;4,79;4,79
28923;BR REGADOR PRAIA R.6082;17,9;17,9
28924;BR RELOG C/NUMEROS COLOR TY199465;17,5;17,5
28925;BR RELOG MINGONE R.427;1,75;1,75
28926;BR RELOG PULSEIRA C/25;9,75;9,75
28927;BR RETROESCAVADEIRA 0002;5,19;5,19
28928;BR RIBER BRINK BALDINHO MENINA;22,5;22,5
28929;BR RIBER BRINK GOL MANIA;93,9;93,9
28930;BR RIBER BRINK SUPER BALDE GD;48,9;48,9
28931;BR RIBER BRINK SUPER BALDINHO;22,5;22,5
28932;BR RIBER BRINK SUPER BOLICHE;55,5;55,5
28933;BR RIDE STAR ORANGE TOYS RF 456;22,5;22,5
28934;BR RINGUE C/4 BON MASCDOS;70,9;70,9
28935;BR ROAD ROCKIN MINI RUSH RESCUE 2635;67,9;67,9
28936;BR ROBO 0155;8,79;8,79
28937;BR ROBO 19CM C/LUZ;11,9;11,9
28938;BR ROBO 8CM TS49176;11,5;11,5
28939;BR ROBO C/ACESS TS49177;13,5;13,5
28940;BR ROBO C/LUZ R.1162;14,9;14,9
28941;BR ROBO C/MOV LUZ WBU2351;70,9;70,9
28942;BR ROBO CAR CART.TYT519617;18,9;18,9
28943;BR ROBO CAR TS44871;60,9;60,9
28944;BR ROBO DANCARINO 20CM;62,22;62,23
28945;BR ROBO DESLIZANTE C/LUZ SOM;23,04;23,05
28946;BR ROBO GLADIADOR TY118070;57,5;57,5
28947;BR ROBO HERO CAR TRANS;16,9;16,9
28948;BR ROBO HEROI DANCARINO LUZ/SOM;61,27;61,28
28949;BR ROBO MEGA HERO CAR SUPER WB4288;28,5;28,5
28950;BR ROBO SUPER POWER C/2 TS32235;10,9;10,9
28951;BR ROBO SUPER POWER TS23744;4,85;4,85
28952;BR ROBO TRANSFORMAVEL;55,5;55,5
28953;BR ROCKS CONST CARREGADEIRA;64,89;64,89
28954;BR ROMA BEBE MANIA BERCINHO PORTATIL;70,9;70,9
28955;BR ROMA BEBE MANIA CAR BEBE;101,5;101,5
28956;BR ROMA BOB WORKERS;34,5;34,5
28957;BR ROMA BOLICHE;63,5;63,5
28958;BR ROMA BON BABY BALL PRAIA;103,9;103,9
28959;BR ROMA BON BABY BALL XIXI;46,9;46,9
28960;BR ROMA BON BOLITA 100 FRASES;148,9;148,9
28961;BR ROMA BON BOLITA CANCOES;138,9;138,9
28962;BR ROMA BON BOLITA HISTORIAS;165,9;165,9
28963;BR ROMA BON BOLITA SONS BEBE;137,5;137,5
28964;BR ROMA BON MINI BOLITA NEGRA;52,5;52,5
28965;BR ROMA BRUTALE BOMB;82,9;82,9
28966;BR ROMA BUS EXECUTIVE;72,5;72,5
28967;BR ROMA CAR NEXT RACE;34,5;34,5
28968;BR ROMA DOUTOR CIA MALETA GIRLS;76,9;76,9
28969;BR ROMA FOGAO CIA FRIGIDEIRA;40,5;40,5
28970;BR ROMA FOGAO CIA MALETA;66,9;66,9
28971;BR ROMA MINI BEBE MANIA XIXI BCA;89,9;89,9
28972;BR ROMA MINI BEBE MANIA XIXI NEGRA;89,9;89,9
28973;BR ROMA MINI BON BOLITA;69,5;69,5
28974;BR ROMA NEW JETCAR;63,5;63,5
28975;BR ROMA NEW JETCAR DRAGSTER;44,5;44,5
28976;BR ROMA STILL CARREGADEIRA;77,9;77,9
28977;BR ROMA STILL MOTONIVELADORA;81,5;81,5
28978;BR ROMA VOYAGER BOMB;57,9;57,9
28979;BR ROMA WORKERS ESCAVADEIRA;53,9;53,9
28980;BR ROSITA BASQINHO R9203;18,5;18,5
28981;BR ROSITA BILBOQUE R.9202;14,9;14,9
28982;BR ROSITA CONJ BATMAN R.9603;110,9;110,9
