CODIGO_PRODUTO;DESCRICAO_PRODUTO;EMBALAGEM_VENDA;QTD_LOJAS_COM_CUSTO;PRECO_VENDA_NORMAL;PRECO_VENDA_PRATICADO;CUSTO_NF_BRUTO;CUSTO_IPI;CUSTO_ICMS_ST;CUSTO_DESP_NF;CUSTO_DESP_FORA_NF;CREDITO_ICMS;CREDITO_PIS;CREDITO_COFINS;DESCONTO_FORA_NF;DESCONTO_VERBA;CUSTO_LIQUIDO;ALIQ_ICMS_VENDA;ALIQ_PIS_VENDA;ALIQ_COFINS_VENDA;ALIQ_IMPOSTOS_TOTAL;VALOR_IMPOSTOS_VENDA;PRECO_VENDA_LIQUIDO;LUCRO_VALOR;MARGEM_REALIZADA;MARGEM_OBJETIVA;PRECO_SUGERIDO
27097;BR CAR CARTOON CONT REM 7F WB5836;1;0;78,5;78,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;20,6063;57,8938;57,8938;73,75;30;0
27098;BR CAR CHIQUITITAS 7EM1;1;0;35,5;35,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;9,3188;26,1813;26,1813;73,75;30;0
27099;BR CAR CLASSIC FUSKA CCF070;1;0;46,5;46,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;12,2063;34,2938;34,2938;73,75;30;0
27100;BR CAR COL C/15 TY42413;1;0;13,9;13,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,6488;10,2513;10,2513;73,75;30;0
27101;BR CAR COL SORT DMC2429;1;0;6,55;6,55;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,7194;4,8306;4,8306;73,75;30;0
27102;BR CAR COL TY103455;1;0;18,5;18,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;4,8563;13,6438;13,6438;73,75;30;0
27103;BR CAR COL X15 TY110583;1;0;17,5;17,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;4,5938;12,9063;12,9063;73,75;30;0
27104;BR CAR COMPRA 6PC HW30811;1;0;90,9;90,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;23,8613;67,0388;67,0388;73,75;30;0
27105;BR CAR COMPRAS BABY ALIVE;1;0;145,9;145,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;38,2988;107,6013;107,6013;73,75;30;0
27106;BR CAR CONSTRUCAO FRIC R.1201;1;0;6,65;6,65;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,7456;4,9044;4,9044;73,75;30;0
27107;BR CAR CONSTRUCTION PICA PAU RF 3347;1;0;14,5;14,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,8063;10,6938;10,6938;73,75;30;0
27108;BR CAR CONT REM 3 FUNCOES;1;0;36,5;36,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;9,5813;26,9188;26,9188;73,75;30;0
27109;BR CAR CONT REM 3FUNCOES VEL;1;0;34,86;34,86;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;9,1508;25,7093;25,7093;73,75;30;0
27110;BR CAR CONT REM 7F TINDER RF WB3776;1;0;51,5;51,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;13,5188;37,9813;37,9813;73,75;30;0
27111;BR CAR CONT REM 7FUNCOES STR;1;0;129,5;129,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;33,9938;95,5063;95,5063;73,75;30;0
27112;BR CAR CONT REM JIPE WB6728;1;0;70,9;70,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;18,6113;52,2888;52,2888;73,75;30;0
27113;BR CAR CONT REM LUZ 7 FUNCAO;1;0;128,55;128,55;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;33,7444;94,8056;94,8056;73,75;30;0
27114;BR CAR CONT REM S/FIO R.1876;1;0;52,9;52,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;13,8863;39,0138;39,0138;73,75;30;0
27115;BR CAR CONT REM SEM FIO;1;0;51,9;51,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;13,6238;38,2763;38,2763;73,75;30;0
27116;BR CAR CONT REM SEM FIO;1;0;48,9;48,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;12,8363;36,0638;36,0638;73,75;30;0
27117;BR CAR CONT REM TY01010;1;0;7,85;7,85;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;2,0606;5,7894;5,7894;73,75;30;0
27118;BR CAR CORDA C/BOL TY2403;1;0;6,29;6,29;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,6511;4,6389;4,6389;73,75;30;0
27119;BR CAR CORDA R.TY10856;1;0;6,75;6,75;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,7719;4,9781;4,9781;73,75;30;0
27120;BR CAR CORRIDA TY19568;1;0;17,5;17,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;4,5938;12,9063;12,9063;73,75;30;0
27121;BR CAR CORRIDA TY51543;1;0;9,49;9,49;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;2,4911;6,9989;6,9989;73,75;30;0
27122;BR CAR CROSS FRIC TS44104;1;0;48,5;48,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;12,7313;35,7688;35,7688;73,75;30;0
27123;BR CAR CROSS SPRINT 2 DMT1769;1;0;13,5;13,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,5438;9,9563;9,9563;73,75;30;0
27124;BR CAR DASHER CONT TY291027;1;0;88,5;88,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;23,2313;65,2688;65,2688;73,75;30;0
27125;BR CAR DIDADICO 150;1;0;46,9;46,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;12,3113;34,5888;34,5888;73,75;30;0
27126;BR CAR DUO X12 TY249097;1;0;12,9;12,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,3863;9,5138;9,5138;73,75;30;0
27127;BR CAR EDUCATIVO MADEIRA R.15;1;0;7,49;7,49;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,9661;5,5239;5,5239;73,75;30;0
27128;BR CAR EST BOB ESPONJA 96177;1;0;4,75;4,75;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,2469;3,5031;3,5031;73,75;30;0
27129;BR CAR F1 C/2 PC SORT SD3660;1;0;128,5;128,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;33,7313;94,7688;94,7688;73,75;30;0
27130;BR CAR F1 C/PC SORT SD3659;1;0;80,5;80,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;21,1313;59,3688;59,3688;73,75;30;0
27131;BR CAR F1 PLAST PULLBACK SD2875;1;0;38,5;38,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;10,1063;28,3938;28,3938;73,75;30;0
27132;BR CAR FORMA FENIX R.09A;1;0;18,5;18,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;4,8563;13,6438;13,6438;73,75;30;0
27133;BR CAR FORMA FENIX R.33930;1;0;73,9;73,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;19,3988;54,5013;54,5013;73,75;30;0
27134;BR CAR FORMULA 1 FRIC REF WB5777;1;0;35,5;35,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;9,3188;26,1813;26,1813;73,75;30;0
27135;BR CAR FRIC 0430;1;0;22,9;22,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;6,0113;16,8888;16,8888;73,75;30;0
27136;BR CAR FRIC 06 PC PVC SUP CAR;1;0;13,9;13,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,6488;10,2513;10,2513;73,75;30;0
27137;BR CAR FRIC 0767;1;0;8,75;8,75;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;2,2969;6,4531;6,4531;73,75;30;0
27138;BR CAR FRIC 0903;1;0;7,25;7,25;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,9031;5,3469;5,3469;73,75;30;0
27139;BR CAR FRIC 0910;1;0;18,9;18,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;4,9613;13,9388;13,9388;73,75;30;0
27140;BR CAR FRIC 0946;1;0;32,5;32,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;8,5313;23,9688;23,9688;73,75;30;0
27141;BR CAR FRIC 0955;1;0;94,9;94,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;24,9113;69,9888;69,9888;73,75;30;0
27142;BR CAR FRIC 1121;1;0;10,5;10,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;2,7563;7,7438;7,7438;73,75;30;0
27143;BR CAR FRIC 1157;1;0;5,45;5,45;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,4306;4,0194;4,0194;73,75;30;0
27144;BR CAR FRIC 1158;1;0;5,89;5,89;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,5461;4,3439;4,3439;73,75;30;0
27145;BR CAR FRIC 3PC BOX FUN BIBI;1;0;11,9;11,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,1238;8,7763;8,7763;73,75;30;0
27146;BR CAR FRIC 6PC CART MINI;1;0;18,5;18,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;4,8563;13,6438;13,6438;73,75;30;0
27147;BR CAR FRIC ASH-15.1262;1;0;18,5;18,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;4,8563;13,6438;13,6438;73,75;30;0
27148;BR CAR FRIC ASH-15.1554;1;0;35,9;35,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;9,4238;26,4763;26,4763;73,75;30;0
27149;BR CAR FRIC ASH-15.1695;1;0;13,9;13,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,6488;10,2513;10,2513;73,75;30;0
27150;BR CAR FRIC ASH-15.1729;1;0;15,5;15,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;4,0688;11,4313;11,4313;73,75;30;0
27151;BR CAR FRIC ASH-15.1730;1;0;12,5;12,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,2813;9,2188;9,2188;73,75;30;0
27152;BR CAR FRIC C/2 R.1251;1;0;29,5;29,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;7,7438;21,7563;21,7563;73,75;30;0
27153;BR CAR FRIC CITY CRUISER;1;0;44,5;44,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;11,6813;32,8188;32,8188;73,75;30;0
27154;BR CAR FRIC COLOR TS45181;1;0;35,9;35,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;9,4238;26,4763;26,4763;73,75;30;0
27155;BR CAR FRIC COUNTRY POL;1;0;22,5;22,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;5,9063;16,5938;16,5938;73,75;30;0
27156;BR CAR FRIC CROSS FLASH POLI DM1776;1;0;36,9;36,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;9,6863;27,2138;27,2138;73,75;30;0
27157;BR CAR FRIC CROSS SPEED FLAS;1;0;36,9;36,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;9,6863;27,2138;27,2138;73,75;30;0
27158;BR CAR FRIC F1 DMT1499;1;0;32,9;32,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;8,6363;24,2638;24,2638;73,75;30;0
27159;BR CAR FRIC NA BOLHA WB5761;1;0;17,9;17,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;4,6988;13,2013;13,2013;73,75;30;0
27160;BR CAR FRIC R.0898;1;0;4,59;4,59;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,2049;3,3851;3,3851;73,75;30;0
27161;BR CAR FRIC R.0900;1;0;4,59;4,59;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,2049;3,3851;3,3851;73,75;30;0
27162;BR CAR FRIC R.1059;1;0;5,75;5,75;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,5094;4,2406;4,2406;73,75;30;0
27163;BR CAR FRIC R.1115;1;0;12,9;12,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,3863;9,5138;9,5138;73,75;30;0
27164;BR CAR FRIC R.1265;1;0;27,9;27,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;7,3238;20,5763;20,5763;73,75;30;0
27165;BR CAR FRIC R.15.1171;1;0;32,5;32,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;8,5313;23,9688;23,9688;73,75;30;0
27166;BR CAR FRIC R.5968;1;0;15,5;15,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;4,0688;11,4313;11,4313;73,75;30;0
27167;BR CAR FRIC R.90197;1;0;19,5;19,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;5,1188;14,3813;14,3813;73,75;30;0
27168;BR CAR FRIC R.91129;1;0;19,9;19,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;5,2238;14,6763;14,6763;73,75;30;0
27169;BR CAR FRIC R.TY00407;1;0;11,5;11,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,0188;8,4813;8,4813;73,75;30;0
27170;BR CAR FRIC R.TY35424;1;0;19,9;19,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;5,2238;14,6763;14,6763;73,75;30;0
27171;BR CAR FRIC REF.0243;1;0;7,49;7,49;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,9661;5,5239;5,5239;73,75;30;0
27172;BR CAR FRIC REF.0948;1;0;40,9;40,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;10,7363;30,1638;30,1638;73,75;30;0
27173;BR CAR FRIC REF.1064;1;0;11,5;11,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,0188;8,4813;8,4813;73,75;30;0
27174;BR CAR FRIC REF.1598;1;0;2,55;2,55;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;,6694;1,8806;1,8806;73,75;30;0
27175;BR CAR FRIC REF.1598;1;0;2,25;2,25;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;,5906;1,6594;1,6594;73,75;30;0
27176;BR CAR FRIC REF.1646;1;0;3,39;3,39;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;,8899;2,5001;2,5001;73,75;30;0
27177;BR CAR FRIC SPEEDY CAR;1;0;22,5;22,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;5,9063;16,5938;16,5938;73,75;30;0
27178;BR CAR FRIC SPORT CAR DM71766;1;0;9,39;9,39;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;2,4649;6,9251;6,9251;73,75;30;0
27179;BR CAR FRIC TY00177;1;0;4,35;4,35;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,1419;3,2081;3,2081;73,75;30;0
27180;BR CAR FRIC TY00428;1;0;5,75;5,75;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,5094;4,2406;4,2406;73,75;30;0
27181;BR CAR FRIC TY00443;1;0;7,19;7,19;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,8874;5,3026;5,3026;73,75;30;0
27182;BR CAR FRIC TY01112;1;0;7,95;7,95;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;2,0869;5,8631;5,8631;73,75;30;0
27183;BR CAR FRIC TY01530;1;0;5,75;5,75;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,5094;4,2406;4,2406;73,75;30;0
27184;BR CAR FRIC TY01553;1;0;6,75;6,75;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,7719;4,9781;4,9781;73,75;30;0
27185;BR CAR FRIC TY10624;1;0;4,35;4,35;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,1419;3,2081;3,2081;73,75;30;0
27186;BR CAR FRIC TY112592;1;0;12,9;12,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,3863;9,5138;9,5138;73,75;30;0
27187;BR CAR FRIC TY112756;1;0;8,15;8,15;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;2,1394;6,0106;6,0106;73,75;30;0
27188;BR CAR FRIC TY117610;1;0;6,19;6,19;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,6249;4,5651;4,5651;73,75;30;0
27189;BR CAR FRIC TY117988;1;0;3,95;3,95;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,0369;2,9131;2,9131;73,75;30;0
27190;BR CAR FRIC TY118000;1;0;9,75;9,75;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;2,5594;7,1906;7,1906;73,75;30;0
27191;BR CAR FRIC TY37352;1;0;21,9;21,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;5,7488;16,1513;16,1513;73,75;30;0
27192;BR CAR FRIC TY52249;1;0;8,99;8,99;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;2,3599;6,6301;6,6301;73,75;30;0
27193;BR CAR FRIC TY56292;1;0;17,5;17,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;4,5938;12,9063;12,9063;73,75;30;0
27194;BR CAR FRIC TY71879;1;0;7,45;7,45;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,9556;5,4944;5,4944;73,75;30;0
27195;BR CAR FRIC TY78374;1;0;4,89;4,89;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,2836;3,6064;3,6064;73,75;30;0
27196;BR CAR FRIC VPX 100;1;0;27,5;27,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;7,2188;20,2813;20,2813;73,75;30;0
27197;BR CAR FRICCCAO F1 C/3 DMT1875;1;0;35,9;35,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;9,4238;26,4763;26,4763;73,75;30;0
27198;BR CAR FUSCA BOMB;1;0;14,9;14,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,9113;10,9888;10,9888;73,75;30;0
27199;BR CAR FUSCA POL;1;0;14,9;14,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,9113;10,9888;10,9888;73,75;30;0
27200;BR CAR FUSCA TONADO;1;0;14,9;14,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,9113;10,9888;10,9888;73,75;30;0
27201;BR CAR GRANDE R.TY31260;1;0;93,5;93,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;24,5438;68,9563;68,9563;73,75;30;0
27202;BR CAR GUERRA TY112503;1;0;24,5;24,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;6,4313;18,0688;18,0688;73,75;30;0
27203;BR CAR GUINCHO FRIC REF.0954;1;0;12,5;12,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,2813;9,2188;9,2188;73,75;30;0
27204;BR CAR GUINCHO FRIC SORTR.3205;1;0;28,9;28,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;7,5863;21,3138;21,3138;73,75;30;0
27205;BR CAR HOT WEELS MONSTER;1;0;59,9;59,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;15,7238;44,1763;44,1763;73,75;30;0
27206;BR CAR JEEP C/CONTR REM TY129092;1;0;118,9;118,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;31,2113;87,6888;87,6888;73,75;30;0
27207;BR CAR JEEP C/CONTR REM TY129100;1;0;143,5;143,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;37,6688;105,8313;105,8313;73,75;30;0
27208;BR CAR JEEP GRANDE C/LUZ TY129091;1;0;219,5;219,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;57,6188;161,8813;161,8813;73,75;30;0
27209;BR CAR LENDARIOS CONT.REM WBU290;1;0;80,5;80,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;21,1313;59,3688;59,3688;73,75;30;0
27210;BR CAR LOCOMOT.POWER FRIC R3216;1;0;23,5;23,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;6,1688;17,3313;17,3313;73,75;30;0
27211;BR CAR MALUCO PILHA R.2562;1;0;15,5;15,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;4,0688;11,4313;11,4313;73,75;30;0
27212;BR CAR MALUCO PILHA R.2563;1;0;15,5;15,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;4,0688;11,4313;11,4313;73,75;30;0
27213;BR CAR MALUCO PILHA R.2564;1;0;15,5;15,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;4,0688;11,4313;11,4313;73,75;30;0
27214;BR CAR MALUCO PILHA R.2565;1;0;15,5;15,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;4,0688;11,4313;11,4313;73,75;30;0
27215;BR CAR MEK AVENT.SOROCABA RF 142;1;0;23,99;23,99;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;6,2974;17,6926;17,6926;73,75;30;0
27216;BR CAR MERCADO PITICA PLAST;1;0;127,9;127,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;33,5738;94,3263;94,3263;73,75;30;0
27217;BR CAR MILITAR FRIC 0965CA;1;0;16,9;16,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;4,4363;12,4638;12,4638;73,75;30;0
27218;BR CAR MINI PANTHER CAIXA 314;1;0;21,9;21,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;5,7488;16,1513;16,1513;73,75;30;0
27219;BR CAR MOTO CROSS COUNTRY 15.1151;1;0;43,5;43,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;11,4188;32,0813;32,0813;73,75;30;0
27220;BR CAR NITRO LUZ C/CONT 3F R WB3773;1;0;38,5;38,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;10,1063;28,3938;28,3938;73,75;30;0
27221;BR CAR NITRUS JUNIOR SURF R.196;1;0;45,5;45,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;11,9438;33,5563;33,5563;73,75;30;0
27222;BR CAR NITRUS OFF ROAD R 76;1;0;23,9;23,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;6,2738;17,6263;17,6263;73,75;30;0
27223;BR CAR ORANGE TOYS SPORT;1;0;38,5;38,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;10,1063;28,3938;28,3938;73,75;30;0
27224;BR CAR P/MONTAR TY60264;1;0;15,9;15,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;4,1738;11,7263;11,7263;73,75;30;0
27225;BR CAR P/MONTAR TY60265;1;0;13,9;13,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,6488;10,2513;10,2513;73,75;30;0
27226;BR CAR PATRULHAS C.REM WBU2907;1;0;70,5;70,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;18,5063;51,9938;51,9938;73,75;30;0
27227;BR CAR PEDAL SPEED PLAY AZ R.4050;1;0;204,5;204,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;53,6813;150,8188;150,8188;73,75;30;0
27228;BR CAR PEDAL SPEED PLAY LL R.4052;1;0;204,5;204,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;53,6813;150,8188;150,8188;73,75;30;0
27229;BR CAR PEDAL SPEED PLAY VM R.4051;1;0;204,5;204,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;53,6813;150,8188;150,8188;73,75;30;0
27230;BR CAR PHANTON CONT REMOT 7F WB3777;1;0;71,9;71,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;18,8738;53,0263;53,0263;73,75;30;0
27231;BR CAR PICK UP FRIC R.3199;1;0;10,9;10,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;2,8613;8,0388;8,0388;73,75;30;0
27232;BR CAR PICK UPIVERSO CCU030;1;0;52,5;52,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;13,7813;38,7188;38,7188;73,75;30;0
27233;BR CAR PILHA R.ASD-15.1586;1;0;67,9;67,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;17,8238;50,0763;50,0763;73,75;30;0
27234;BR CAR PILHA SHAKE AND GO DMT1745;1;0;15,5;15,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;4,0688;11,4313;11,4313;73,75;30;0
27235;BR CAR PILHA SHAKE AND GO DMT1746;1;0;15,5;15,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;4,0688;11,4313;11,4313;73,75;30;0
27236;BR CAR POL 13CM TRACER FR9K;1;0;4,65;4,65;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,2206;3,4294;3,4294;73,75;30;0
27237;BR CAR POL 16CM SUPER FR9K7;1;0;7,15;7,15;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,8769;5,2731;5,2731;73,75;30;0
27238;BR CAR POL BATE VOLTA WB5713;1;0;30,9;30,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;8,1113;22,7888;22,7888;73,75;30;0
27239;BR CAR POL FRIC 19CM R.2915;1;0;14,5;14,5;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,8063;10,6938;10,6938;73,75;30;0
27240;BR CAR POL FRIC TY112945;1;0;12,9;12,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,3863;9,5138;9,5138;73,75;30;0
27241;BR CAR POL FRIC TY112958;1;0;12,9;12,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,3863;9,5138;9,5138;73,75;30;0
27242;BR CAR POL FRIC TY114783;1;0;7,59;7,59;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,9924;5,5976;5,5976;73,75;30;0
27243;BR CAR POL FRIC TY24104;1;0;5,99;5,99;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;1,5724;4,4176;4,4176;73,75;30;0
