"Código Produto";"Produto";"CGO";"Quantidade";"Valor Bruto";"Valor Liquido"
"37253";"GLADE ODORIZANTE 120ML EUCALIPTO";"800";"31,000";"455,39";"455,39"
"37254";"GLADE ODORIZANTE 120ML LAVANDA";"800";"103,000";"1.513,07";"1.513,07"
"37256";"GLADE ODORIZANTE 120ML LEMBRA INF";"800";"24,000";"352,56";"352,56"
"37257";"GLADE ODORIZANTE 120ML TOQUE MACIEZ";"800";"79,000";"1.160,51";"1.160,51"
"37255";"GLADE ODORIZANTE SPRAY 120ML LAVANDA";"800";"23,000";"406,87";"406,87"
"19204";"GLIC VEGETAL JAY LUC 100ML";"800";"18,000";"173,23";"173,23"
"33764";"GLOSS METALIZADO 5ML";"800";"17,000";"203,83";"203,83"
"11244";"GOIABA KG";"800";"306,963";"4.219,56";"4.219,56"
"2664";"GOIABADA CASCAO ST ANTONIO 500G";"800";"61,000";"1.335,29";"1.333,39"
"2633";"GOIABADA PREDILECTA 1 01KG";"800";"7,000";"75,93";"75,93"
"11245";"GOIABADA STELLA KG";"800";"431,415";"8.536,65";"8.336,30"
"2589";"GOIABADA VAL 1 100KG";"800";"536,000";"6.467,27";"6.465,77"
"2475";"GOIABADA VAL 300G";"800";"2.538,000";"9.958,02";"9.263,82"
"2475";"GOIABADA VAL 300G";"810";"4,000";"13,56";"13,56"
"9598";"GORDURA VEG PRIMOR 500G";"800";"266,000";"4.785,34";"4.785,34"
"19217";"GRAFITE CHEMICOLOR 250ML";"800";"30,000";"380,70";"380,70"
"19218";"GRAFITE EM PO 25G";"800";"15,000";"170,89";"170,89"
"35919";"GRAMPEADOR METAL PEQ 20FLS 12CM";"800";"20,000";"549,80";"549,80"
"19219";"GRAMPO 266 GALVANIZADO C/5000";"800";"20,000";"159,80";"159,80"
"19220";"GRAMPO FLORENCE DOUR C 20 638 BT";"800";"25,000";"255,87";"255,87"
"19221";"GRAMPO FLORENCE DOUR N5 C50 UM 636 BT";"800";"18,000";"239,86";"239,86"
"36870";"GRAMPO GALVANIZADO 26X6 1000UN";"800";"3,000";"6,87";"6,87"
"34930";"GRAMPO GALVANIZADO 26X6 C1000 LYKE";"800";"16,000";"27,04";"27,04"
"34926";"GRAMPO GALVANIZADO 26X6 C5000 LYKE";"800";"21,000";"115,29";"115,29"
"19227";"GRAMPO P CAB FLORENCE N7 C 20 PTO";"800";"26,000";"270,77";"270,77"
"19232";"GRAMPO P FIO C 8 ";"800";"7,000";"53,13";"53,13"
"19226";"GRAMPO P/CAB FLORENCE N5 C/50 PTO";"800";"3,000";"32,97";"32,97"
"3421";"GRANOLA CERELUS 250G CASTANHA";"800";"32,000";"319,68";"319,68"
"3286";"GRANOLA CERELUS 250G MACA CANELA";"800";"42,000";"419,58";"419,58"
"3288";"GRANOLA CERELUS 250G MALTADOS";"800";"32,000";"319,68";"319,68"
"3284";"GRANOLA CERELUS 250G TRAD CROC";"800";"25,000";"249,75";"249,75"
"3518";"GRANOLA CERELUS 500G TRAD";"800";"1,000";"23,99";"23,99"
"3508";"GRANOLA CERELUS 800G CAST DO PARA";"800";"57,000";"922,83";"922,83"
"3503";"GRANOLA CERELUS 800G LIGHT CER MALT";"800";"50,000";"809,50";"809,50"
"3506";"GRANOLA CERELUS 800G TRAD";"800";"70,000";"1.133,30";"1.133,30"
"3432";"GRANOLA CERELUS PREMIUM 200G BANANA";"800";"32,000";"447,68";"447,68"
"3434";"GRANOLA CERELUS PREMIUM 200G ERVAS FINAS";"800";"31,000";"433,69";"433,69"
"3537";"GRANOLA GRANOLUZ 850G TRAD";"800";"83,000";"1.293,97";"1.293,97"
"3498";"GRANOLA JASMINE INT 250G BANANA CANELA";"800";"16,000";"290,30";"290,30"
"3500";"GRANOLA JASMINE INT 250G MACA CANELA";"800";"22,000";"375,52";"348,52"
"3454";"GRANOLA JASMINE SEM GLUTEN 250G BERRIES ACAI";"800";"6,000";"106,14";"106,14"
"3451";"GRANOLA JASMINE SEM GLUTEN 250G CAST CACAU";"800";"1,000";"17,69";"17,69"
"3468";"GRANOLA JASMINE ZERO ACUCAR 250G AMEND ALFARROBA";"800";"4,000";"73,18";"63,18"
"3472";"GRANOLA JASMINE ZERO ACUCAR 250G FR TROP CAST";"800";"13,000";"229,97";"229,97"
"3530";"GRANOLA NATURALE 1KG CER CROC FR LIG";"800";"49,000";"866,81";"859,54"
"3534";"GRANOLA NATURALE 1KG CER CROC FRUTAS";"800";"75,000";"1.326,75";"1.326,75"
"3532";"GRANOLA NATURALE 1KG MUSLI CER FRUT";"800";"33,000";"583,77";"569,23"
"3527";"GRANOLA NATURALE 1KG PASSAS E MEL";"800";"46,000";"813,74";"799,20"
"3281";"GRANOLA NATURALE 250G CEREAIS FRUTAS";"800";"143,000";"813,67";"813,67"
"3278";"GRANOLA NATURALE 250G FRUTAS LIGHT";"800";"132,000";"751,08";"751,08"
"3277";"GRANOLA NATURALE 250G MUSLI CER FRUT";"800";"47,000";"267,43";"267,43"
"3279";"GRANOLA NATURALE 250G PASSAS E MEL";"800";"100,000";"569,00";"569,00"
"6287";"GRANULA HIG PROGATO 1.8KG PINUS ";"800";"11,000";"205,62";"205,62"
"19240";"GRANULADO HIG MADEIRA BIOBRAVA 2 5K";"800";"152,000";"2.430,48";"2.429,48"
"6289";"GRANULADO HIGIENICO ECO CATCATY 2KG";"800";"1,000";"48,70";"48,70"
"6290";"GRANULADO HIGIENICO PIPICAT 4KG FLORAL";"800";"181,000";"4.235,18";"4.224,67"
"6291";"GRANULADO HIGIENICO PROGATO 1.8KG ";"800";"5,000";"118,95";"118,95"
"9600";"GRANULADO JIMO RAT 25G";"800";"160,000";"286,40";"286,40"
"2376";"GRAO DE BICO CBS 400G";"800";"135,000";"1.183,41";"1.183,41"
"2373";"GRAO DE BICO JUREIA 400G";"800";"86,000";"683,99";"655,67"
"2460";"GRAO DE BICO ODERICH LT 220G";"800";"70,000";"578,10";"578,10"
"34581";"GRAO DE BICO SALSARETTI 170G LT";"800";"98,000";"391,02";"391,02"
"19247";"GRAVATA CAIPIRA";"800";"1,000";"5,99";"5,99"
"19248";"GRAVATA CAIPIRA C/ENFEITE";"800";"1,000";"9,90";"9,90"
"38006";"GRAVATA LACO VERDE AMARELO BRASIL";"800";"7,000";"4,13";"4,13"
"19250";"GRELHA MOR PARRILLA NR 2";"800";"13,000";"568,91";"568,91"
"19249";"GRELHA MOR PARRILLA NR1 ";"800";"5,000";"179,95";"179,95"
"19251";"GRELHA MOR SIMPLES 01";"800";"4,000";"139,96";"139,96"
"19252";"GRELHA MOR SIMPLES NR 3 ";"800";"5,000";"302,86";"302,86"
"19253";"GRELHA MOR SUPER GRILL NR 2";"800";"5,000";"214,95";"214,95"
"8536";"GRELHA MOR SUPER GRILL NR 3 ";"800";"2,000";"115,98";"115,98"
"19254";"GUACHE ACRILEX TEMPERA NEON C 6 1006";"800";"18,000";"287,82";"287,82"
"19257";"GUARD ASTORIA CHEF 22X22";"800";"1.960,000";"4.350,00";"4.350,00"
"19258";"GUARD ASTORIA CHEF 30X30";"800";"741,000";"2.851,59";"2.851,58"
"19271";"GUARD NATUPEL PREMIUM 20X20 50FLS";"800";"5.207,000";"6.841,63";"6.785,29"
"19282";"GUARDA CHUVA AUTO METAL POLIES 99X82,5";"800";"4,000";"159,69";"159,69"
"19281";"GUARDA CHUVA AUTO METAL POLIES ACO POLIE 99X82";"800";"53,000";"1.271,47";"1.271,47"
"33269";"GUARDA CHUVA CB HASTE TELESCA PICO";"800";"3,000";"53,97";"53,97"
"19284";"GUARDA CHUVA DUPL METAL POLIEST 57X99X82";"800";"2,000";"79,98";"79,98"
"33268";"GUARDA CHUVA HASTE TELESCOPICO";"800";"25,000";"449,75";"449,75"
"19285";"GUARDA CHUVA INVERTIDO SORT";"800";"3,000";"189,70";"189,70"
"36835";"GUARDANAPO FORFEST AMARELO CANDY";"800";"17,000";"45,73";"45,73"
"37821";"GUARDANAPO FORFEST AZUL CLARO C 50";"800";"14,000";"37,66";"37,66"
"36657";"GUARDANAPO FORFEST DOURADO";"800";"13,000";"38,87";"38,87"
"36759";"GUARDANAPO FORFEST LARANJA CANDY";"800";"7,000";"18,83";"18,83"
"35932";"GUARDANAPO FORFEST PRETO C 50";"800";"13,000";"34,97";"34,97"
"38336";"GUARDANAPO FORFEST ROSA POA C 50";"800";"10,000";"37,90";"37,90"
"36798";"GUARDANAPO FORFEST ROXO";"800";"6,000";"16,14";"16,14"
"37487";"GUARDANAPO FORFEST VERDE CANDY";"800";"16,000";"43,04";"43,04"
"37038";"GUARDANAPO FORFEST VERDE ESCURO C 5";"800";"3,000";"8,07";"8,07"
"6300";"GUARDANAPO GRAND HOTEL 24X24 50UN";"800";"82,000";"558,68";"558,68"
"9585";"GUARDANAPO PAPEL MILI 21X22CM";"800";"1.489,000";"3.707,61";"3.707,61"
"6301";"GUARDANAPO SCOTT PQ 23X22 50UN ";"800";"87,000";"312,33";"312,33"
"19290";"GUIA C PEITEIRA ESTAMP";"800";"1,000";"19,99";"19,99"
"19291";"GUIA C/PEITEIRA FINA";"800";"2,000";"35,98";"35,98"
"11248";"GUISADO RESERVA BOV PRIME";"800";"59,610";"3.061,82";"3.061,82"
"19305";"HAMB EXCELSIOR MISTO 56G";"800";"58.687,000";"75.094,64";"71.672,64"
"19306";"HAMB FRIBOI COSTELA 180G";"800";"993,000";"8.156,87";"7.912,47"
"31184";"HAMBURGUEIRA ISOP JL-1BC 22X14X8 C/25";"800";"1,000";"19,99";"19,99"
"19309";"HAMBURGUEIRA ISOP P-3 BC 21,0X19,5X7 C/20";"800";"1,000";"19,89";"19,89"
"6304";"HAMBURGUER EMPANADO LAR 100G FGO";"800";"192,000";"699,72";"699,72"
"6302";"HAMBURGUER PERDIGAO 56G BOVINO 605794";"800";"526,000";"1.309,74";"1.309,74"
"6307";"HAMBURGUER PERDIGAO 56G FRANGO HFG";"800";"812,000";"2.103,08";"2.103,08"
"6309";"HAMBURGUER PERDIGAO 672G BOVINO HBE";"800";"37,000";"1.115,77";"1.115,77"
"6308";"HAMBURGUER PERDIGAO 90G SUAV 651058";"800";"740,000";"3.322,60";"3.322,60"
"6310";"HAMBURGUER SADIA HBPE 672G BOVINO";"800";"23,000";"818,57";"818,57"
"9606";"HASTES JOHNSON POTE 150UN";"800";"35,000";"804,65";"804,65"
"33867";"HID CARMED LABIAL 10G TORTA MACA";"800";"5,000";"169,95";"169,95"
"19316";"HID DI HELLEN 30G ALFACE";"800";"58,000";"591,02";"591,02"
"19317";"HID DI HELLEN 30G AVEIA";"800";"46,000";"468,74";"468,74"
"19318";"HID DI HELLEN 30G PEPINO";"800";"41,000";"417,79";"417,79"
"33526";"HID LABIAL CARMED 10G AGUA DE COCO";"800";"2,000";"49,98";"49,98"
"33527";"HID LABIAL CARMED 10G AMORA CLARO";"800";"5,000";"69,95";"69,95"
"33528";"HID LABIAL CARMED 10G AMORA ESCURO";"800";"8,000";"111,92";"111,92"
"19319";"HID LABIAL CARMED 10G BEIJINHO 30 FP";"800";"1,000";"13,99";"13,99"
"33529";"HID LABIAL CARMED 10G BRIGADEIRO";"800";"4,000";"66,96";"66,96"
"19320";"HID LABIAL CARMED 10G CEREJA";"800";"5,000";"69,95";"69,95"
"34565";"HID LABIAL CARMED 10G COCA COLA INC";"800";"5,000";"78,95";"78,95"
"34566";"HID LABIAL CARMED 10G COCA COLA MAR";"800";"9,000";"158,51";"158,51"
"34567";"HID LABIAL CARMED 10G COCA COLA VRM";"800";"2,000";"39,78";"39,78"
"6312";"HID LABIAL CARMED 10G FINI BEIJOS";"800";"10,000";"139,90";"139,90"
"6313";"HID LABIAL CARMED 10G FINI DENTADURAS";"800";"5,000";"80,95";"80,95"
"33525";"HID LABIAL CARMED 10G FINI MINHOCAS";"800";"1,000";"24,99";"24,99"
"33524";"HID LABIAL CARMED 10G GLITTER";"800";"1,000";"24,99";"24,99"
"19321";"HID LABIAL CARMED 10G MACA AMOR";"800";"14,000";"195,86";"195,86"
"36868";"HID LABIAL CARMED MELANCIA 10G";"800";"5,000";"69,95";"69,95"
"9754";"HID LEITE PAIXAO 200ML FRAMB NEGRA";"800";"49,000";"777,04";"777,04"
"19323";"HID MONANGE 200ML IOGURTE C AVEIA";"800";"45,000";"720,54";"720,54"
"9607";"HID MONANGE PELE EXTRA SECA 200ML";"800";"55,000";"868,45";"868,45"
"19324";"HID PAIXAO 200ML ONLY YO INSPIR R 785 0";"800";"37,000";"601,99";"601,99"
"19325";"HID PAIXAO 200ML PARI IRRESIS R 1495 0";"800";"34,000";"547,96";"547,96"
"6317";"HOT POCKET SADIA 145G X BACON";"800";"255,000";"2.521,95";"2.521,95"
"6319";"HOT POCKET SADIA 145G X BARBECUE";"800";"149,000";"1.473,61";"1.470,33"
"6320";"HOT POCKET SADIA 145G X BURGUE MAIONESE";"800";"119,000";"1.176,91";"1.176,91"
"6321";"HOT POCKET SADIA 145G X BURGUER";"800";"183,000";"1.809,87";"1.809,87"
"6318";"HOT POCKET SADIA 145G X FRANGO POSF FRANGO POSF";"800";"165,000";"1.320,55";"1.320,55"
"6322";"HOT POCKET SADIA 145G X PICANHA POSP";"800";"242,000";"2.393,38";"2.391,58"
"9608";"HOT POCKET SADIA CHEDDAR 145G ";"800";"204,000";"1.973,56";"1.971,92"
"19328";"HUMUS NUTRIPLAN 2KG REF 209";"800";"13,000";"209,69";"209,69"
"527";"ICE DRINK PET 275ML BLUE";"800";"315,000";"839,35";"839,35"
"603";"ICE DRINK PET 275ML FTAS VRM";"800";"419,000";"1.124,87";"1.124,87"
"528";"ICE DRINK PET 275ML LIMAO";"800";"485,000";"1.301,61";"1.301,61"
"605";"ICE DRINK PET 275ML PINA COLADA";"800";"355,000";"950,77";"950,77"
"540";"ICE SMIRNOFF LN 275ML LIMAO";"800";"180,000";"1.787,54";"1.732,36"
"35635";"ILUMINADOR DUO 7G";"800";"6,000";"83,94";"83,94"
"37041";"ILUMINADOR DUO 8 5G";"800";"7,000";"125,93";"125,93"
"318";"INA BEB A TAL DA CASTANHA 1L ORGAN ORIGINAL";"800";"3,000";"89,97";"37,97"
"25896";"INA BEB POSSIBLE 1L CHOC";"800";"14,000";"241,51";"241,51"
"35128";"INA BEB POSSIBLE 1L MOR";"800";"5,000";"83,75";"83,75"
"13158";"INA BEB POSSIBLE 1L ORIG";"800";"2,000";"34,79";"34,79"
"29652";"INA CERV HEINEKEN LT 473ML PACK C12";"800";"1,000";"72,89";"72,89"
"8992";"INA CHA BAER MATE 350ML ";"800";"6,000";"43,94";"43,94"
"472";"INA ENERG BALY LT 250ML CHAMPANHE";"800";"27,000";"147,88";"147,88"
"35134";"INA ENERG BALY LT 250ML FLORIPA SPRITZ";"800";"31,000";"173,09";"173,09"
"483";"INA ENERG BALY LT 250ML LABELLAMAFIA";"800";"20,000";"111,00";"111,00"
"486";"INA ENERG BALY LT 250ML MACA VERDE";"800";"48,000";"264,72";"264,72"
"489";"INA ENERG BALY LT 250ML MORANGO PESSEGO";"800";"16,000";"89,64";"89,64"
"484";"INA ENERG BALY LT 250ML TRADICIONAL";"800";"38,000";"212,52";"212,52"
"479";"INA ENERG BALY LT 250ML TROPICAL";"800";"20,000";"111,60";"111,60"
"491";"INA ENERG BALY LT 250ML TROPICAL SA";"800";"12,000";"66,48";"66,48"
"425";"INA ENERG BALY PET 2L ABACAXI HORTELA";"800";"77,000";"1.089,97";"1.089,97"
"431";"INA ENERG BALY PET 2L FRUT TROPICAIS";"800";"84,000";"1.187,90";"1.187,90"
"433";"INA ENERG BALY PET 2L MACA VERDE";"800";"120,000";"1.712,47";"1.712,47"
"434";"INA ENERG BALY PET 2L MELANCIA";"800";"64,000";"912,65";"912,65"
"436";"INA ENERG BALY PET 2L MORANGO PESSEGO";"800";"152,000";"2.147,41";"2.147,41"
"439";"INA ENERG BALY PET 2L TRAD S A";"800";"66,000";"936,99";"936,99"
"437";"INA ENERG BALY PET 2L TRADICIONAL";"800";"412,000";"5.866,71";"5.866,71"
"400";"INA ENERG ELEV LT 269ML ENERGY DRINK";"800";"1,000";"4,75";"4,75"
"401";"INA ENERG ELEV LT 269ML MACA VERDE";"800";"1,000";"4,49";"4,49"
"36235";"INA GELADINHO AMERICANO C 10 ZERO ACUCAR";"800";"14,000";"141,96";"141,96"
"24421";"INA SODA SARANDI LT 350ML MACA VERDE";"800";"3,000";"6,99";"6,99"
"24422";"INA SODA SARANDI LT 350ML MOR LIM HORT";"800";"2,000";"4,66";"4,66"
"688";"INA SUCO MISTO DEL GRANO 1 35L PESSEGO MACA";"800";"1,000";"16,99";"16,99"
"721";"INA SUCO MISTO DEL GRANO 1 35L UVA MACA";"800";"6,000";"101,94";"101,94"
"724";"INA SUCO UVA PRECIOSO MISTO VD 1 5L ";"800";"8,000";"103,92";"103,92"
"727";"INA SUCO UVA VALORE INT PET 1 35L ";"800";"21,000";"230,79";"230,79"
"1085";"INABALA FRUIT TELLA MOR CR LEIT 41G ";"800";"269,000";"1.073,31";"1.073,31"
"19993";"INAT LAVA TUDO PLASUTIL";"800";"15,000";"149,85";"149,85"
"25379";"INAT VELA INTERROGACAO BCA";"800";"2,000";"5,18";"5,18"
"25380";"INAT VELA INTERROGACAO ROSA";"800";"4,000";"10,36";"10,36"
"4359";"INATIVO BEB 3 CORACOES 1L AST";"800";"11,000";"179,40";"179,40"
"19334";"INCENSO FLUTE C 8  ALFAZEMA";"800";"2,000";"5,98";"5,98"
"19342";"INCENSO FLUTE C 8  COCO";"800";"2,000";"5,98";"5,98"
"19332";"INCENSO FLUTE C 8 ABRINDO CAMINH";"800";"500,000";"1.495,00";"1.495,00"
"19335";"INCENSO FLUTE C 8 ARRUDA";"800";"455,000";"1.360,45";"1.360,45"
"19336";"INCENSO FLUTE C 8 ARRUDA C SAL G";"800";"390,000";"1.166,10";"1.166,10"
"19337";"INCENSO FLUTE C 8 BEBE CARINHO";"800";"375,000";"1.121,25";"1.121,25"
"19338";"INCENSO FLUTE C 8 CANELA";"800";"390,000";"1.166,10";"1.166,10"
"19339";"INCENSO FLUTE C 8 CHAMA FREGUES";"800";"290,000";"867,10";"867,10"
"19340";"INCENSO FLUTE C 8 CHAMANDO DINHE";"800";"659,000";"1.970,41";"1.970,41"
"19341";"INCENSO FLUTE C 8 CITRONELA";"800";"297,000";"888,03";"888,03"
"19344";"INCENSO FLUTE C 8 CRAVO CANELA";"800";"462,000";"1.381,38";"1.381,38"
"19346";"INCENSO FLUTE C 8 ERVA DOCE";"800";"341,000";"1.019,59";"1.019,59"
"19353";"INCENSO FLUTE C 8 MIL FLORES";"800";"291,000";"870,09";"870,09"
"19355";"INCENSO FLUTE C 8 ROSA VERM";"800";"628,000";"1.877,72";"1.877,72"
"19356";"INCENSO FLUTE C 8 SAL GROSSO";"800";"480,000";"1.435,20";"1.435,20"
"19357";"INCENSO FLUTE C 8 SANDALO";"800";"380,000";"1.136,20";"1.136,20"
"19358";"INCENSO FLUTE C 8 SETE ERVAS";"800";"452,000";"1.351,48";"1.351,48"
"19359";"INCENSO FLUTE C 8 TRES EM UM";"800";"329,000";"983,71";"983,71"
"19360";"INCENSO FLUTE C 8 VERBENA";"800";"522,000";"1.560,78";"1.560,78"
"31199";"INCENSO FLUTE CRAVO C/8";"800";"129,000";"385,71";"385,71"
"6324";"INGRED P FEIJOADA SANTA CLARA 450G";"800";"427,000";"8.322,23";"8.322,23"
"11253";"INHAME";"800";"0,682";"6,81";"6,81"
"6331";"INSET AE SBP LV PG 450ML AEDES AEGY";"800";"2,000";"39,18";"39,18"
"6333";"INSET AER MORTEIN 360ML ACAO TOTAL";"800";"3,000";"73,48";"73,48"
"6334";"INSET AER MORTEIN 360ML MATA BARATA";"800";"2,000";"58,78";"58,78"
"6335";"INSET AERO BAYGON 360ML ACAO TOTAL";"800";"4,000";"83,96";"83,96"
"6336";"INSET AERO BAYGON 360ML ACAO TOTAL EUCA";"800";"11,000";"233,91";"233,91"
"6337";"INSET AERO BAYGON 360ML ULTRA";"800";"11,000";"235,42";"235,42"
"6339";"INSET AERO RAID 420ML BARATA FORMIGA";"800";"185,000";"3.511,30";"3.508,31"
"6340";"INSET AERO RAID 420ML BASE AGUA";"800";"450,000";"8.541,00";"8.529,04"
"6341";"INSET AERO RAID 420ML CITRONELA";"800";"174,000";"3.232,75";"3.193,88"
"6342";"INSET AERO RAID 420ML EUCALIPTO";"800";"382,000";"7.250,36";"7.250,36"
"6343";"INSET AERO RAID 420ML MULTI INS ACQUA";"800";"202,000";"3.774,16";"3.747,25"
"6344";"INSET AERO SBP 360ML ACAO MAGNETICA";"800";"16,000";"352,23";"352,23"
"6345";"INSET AERO SBP 360ML ANTI AEDES SEM CHEIRO";"800";"7,000";"149,73";"149,73"
"6346";"INSET AERO SBP 360ML ULTRA BARREIRA";"800";"14,000";"300,57";"300,57"
"6347";"INSET AERO SBP 380ML MULTI CITRONELA";"800";"21,000";"449,76";"449,76"
"6348";"INSET AERO SBP 380ML MULTI EUCALIPTO";"800";"20,000";"446,79";"446,79"
"6349";"INSET AERO SBP 380ML MULTI INSETICIDA";"800";"60,000";"1.288,95";"1.288,95"
"6350";"INSET AERO SBP LV M PG M 450ML CITRONELA";"800";"4,000";"95,96";"95,96"
"6351";"INSET AERO SBP LV M PG M 450ML EUCALIPTO";"800";"6,000";"148,47";"148,47"
"6352";"INSET AERO SBP LV M PG M 450ML MULTI";"800";"3,000";"71,97";"71,97"
"9612";"INSET DETEFON LIQ 500ML";"800";"4,000";"106,76";"106,76"
"6354";"INSET ISCA RAID 6UN MATA BARATAS";"800";"5,000";"249,37";"249,37"
"9614";"INSET JIMO AERO JATO SECO 400ML";"800";"18,000";"329,22";"329,22"
"19368";"INSET JIMO ANTI INSET AERO TUBO 400ML";"800";"7,000";"117,53";"117,53"
"9616";"INSET JIMO PO 100G ";"800";"90,000";"895,59";"895,59"
"6355";"INSET LIQ SET INSET ELET REFIL 60N";"800";"16,000";"207,84";"207,84"
"19370";"INSET LIQ SET INSET M USO 500ML";"800";"6,000";"122,49";"122,49"
"6356";"INSET MAT INSET KIT VAP 4 CARTOES";"800";"1,000";"32,90";"32,90"
"9620";"INSET MAT INSET MULTI 360ML GT33ML EUCALIPTO";"800";"128,000";"1.986,06";"1.986,06"
"9621";"INSET MAT INSET MULTI PROMO 360ML CITRONELA";"800";"83,000";"1.289,67";"1.289,67"
"9622";"INSET MAT INSET MULTI PROMO 360ML INSETICIDA";"800";"80,000";"1.221,95";"1.221,95"
"9623";"INSET MAT INSET MULTI PROMO 360ML SEM CHEIRO";"800";"21,000";"315,70";"315,70"
"6357";"INSET MAT INSET RF LV12PG10";"800";"327,000";"1.672,55";"1.672,55"
"19372";"INSET NITROCID PO 50G";"800";"28,000";"321,72";"321,72"
"33430";"INSET PROINSET 350ML ACAO TOTAL";"800";"14,000";"165,06";"165,06"
"33429";"INSET PROINSET 350ML CITRONELA";"800";"12,000";"141,48";"141,48"
"33427";"INSET PROINSET 350ML EUCALIPTO";"800";"6,000";"70,74";"70,74"
"33428";"INSET PROINSET 350ML MATA BARATAS";"800";"16,000";"188,64";"188,64"
"33431";"INSET PROINSET 350ML MATA CUPIM";"800";"31,000";"365,49";"365,49"
"33432";"INSET PROINSET 450ML MULTI";"800";"43,000";"455,37";"455,37"
"33433";"INSET PROINSET 450ML SEM CHEIRO";"800";"48,000";"508,32";"508,32"
"19374";"INSET PROINSET ACAO TOT 250ML";"800";"2,000";"17,38";"17,38"
"19378";"INSET PROINSET SUPER ECONOMICO 750ML";"800";"2.171,000";"35.757,29";"33.879,29"
"6358";"INSET RAID 21 9ML 30 NOITES RF";"800";"4,000";"75,96";"75,96"
"19379";"INSET RAID AERO MULTI ESSENCIAL 420ML";"800";"161,000";"2.990,00";"2.951,13"
"9625";"INSET RAID REFIL 12 NOIT PAST PROMO";"800";"4,000";"16,16";"16,16"
"6359";"INSET RAID RF PASTILHA LV12PG10";"800";"3,000";"24,57";"24,57"
"6361";"INSET SBP 35ML RF 50 PCT DESC 2UN SUAVE";"800";"6,000";"230,34";"230,34"
"6362";"INSET SBP RF ELE 45NOI APAR GTS";"800";"3,000";"94,48";"94,48"
"6363";"INSET SBP RF ELETRICO 45 NOITES CITRONELA";"800";"7,000";"179,13";"179,13"
"6364";"INSET SBP RF ELETRICO 45 NOITES REGULAR";"800";"25,000";"628,81";"628,81"
"22814";"INSET SET ELET PAST REFIL L12 P10";"800";"616,000";"1.896,24";"1.896,24"
"19381";"INSET SET INSET ELET C 4 PAST VAP BIV";"800";"16,000";"294,21";"294,21"
"19382";"INSET SET INSET ELET REFIL LIQ 60N VAP";"800";"10,000";"293,90";"293,90"
"34842";"INTERRUPTOR EXTERNO RETANGULAR";"800";"9,000";"161,91";"161,91"
"35863";"INTERRUPTOR FAME 2 SIMPLES SS";"800";"1,000";"18,99";"18,99"
"6377";"IOG BATAVINHO 125G BOB ESPONJA CREME CONFEITOS";"800";"142,000";"824,18";"824,18"
"6378";"IOG BATAVINHO 125G BOB ESPONJA MORANG CONFEITO";"800";"327,000";"1.891,83";"1.891,83"
"37777";"IOG BATAVO 1 150G NAT DESNATADO";"800";"26,000";"538,74";"538,74"
"37792";"IOG BATAVO 1 150G NATURAL";"800";"47,000";"935,53";"935,53"
"6381";"IOG BATAVO 1150G CEREAL";"800";"89,000";"1.638,01";"1.638,01"
"6382";"IOG BATAVO 1150G MORANGO";"800";"92,000";"1.609,38";"1.609,38"
"6383";"IOG BATAVO 170G MORANGO";"800";"463,000";"1.577,97";"1.577,97"
"6385";"IOG BATAVO 170G NATURAL LARAN CEN MEL";"800";"112,000";"406,12";"406,12"
"6387";"IOG BATAVO 450G TRAD INTEGRAL";"800";"153,000";"1.516,47";"1.516,47"
"6376";"IOG BATAVO BOB ESPONJA 120G MORANGO CEREAL";"800";"92,000";"523,48";"523,48"
"36332";"IOG BATAVO DESNATADO 160G";"800";"429,000";"1.701,21";"1.701,21"
"19386";"IOG BATAVO GREGO MOR 100G MOR";"800";"426,000";"1.640,04";"1.640,04"
"6439";"IOG BATAVO GREGO PENSE ZERO 100G MARACUJA";"800";"371,000";"1.434,69";"1.434,69"
"6441";"IOG BATAVO GREGO PENSE ZERO 100G MOR";"800";"535,000";"1.820,85";"1.820,85"
"6442";"IOG BATAVO GREGO PENSE ZERO 100G TRAD";"800";"690,000";"2.237,10";"2.237,10"
"9637";"IOG BATAVO GREGO PENSE ZR 100G COCO";"800";"130,000";"428,40";"428,40"
"19387";"IOG BATAVO NAT 160G INT CREM";"800";"485,000";"1.961,95";"1.961,95"
"19390";"IOG BATAVO NAT DESN 170G MEL";"800";"166,000";"614,44";"614,44"
"36256";"IOG BATAVO NAT INTEGRAL 160G";"800";"661,000";"2.272,69";"2.272,69"
"37794";"IOG BATAVO NATURAL 160G TAN GEG";"800";"17,000";"69,63";"69,63"
"6516";"IOG BATAVO PENSE ZERO 100G MORANGO";"800";"134,000";"459,46";"459,46"
"19391";"IOG BATAVO PENSE ZERO 1150G MAMAO";"800";"144,000";"2.878,56";"2.878,56"
"19392";"IOG BATAVO SURP 100G BOB MOR";"800";"1.532,000";"8.966,38";"8.966,38"
"19393";"IOG BIOLAT NAT 150G DESNATADO";"800";"492,000";"1.528,68";"1.525,98"
"19394";"IOG BIOLAT NAT 150G INTEGRAL";"800";"784,000";"2.340,42";"2.340,42"
"36230";"IOG BIOLAT NAT CEN LAR MEL 150G";"800";"222,000";"694,38";"694,38"
"19395";"IOG CAROLINA 1250G ABA COCO";"800";"157,000";"2.117,93";"2.117,93"
"19412";"IOG CAROLINA 160G LAR CENOURA MEL";"800";"104,000";"381,86";"381,86"
"36170";"IOG CAROLINA 450G PESSEGO";"800";"199,000";"1.977,41";"1.977,41"
