CODIGO_PRODUTO;DESCRICAO_PRODUTO;QTD_INCINERADA;CODIGO_FORNECEDOR;FORNECEDOR
17375;DET LIQ ULTRA 5L CLASS;4;14989;WMS SUPERMERCADOS DO BRASIL LTDA.
1728;MARSHMALLOW FINI 250G PARA ASSAR;4;12104;SANCHEZ CANO LTDA
37633;SALG DORITOS 183G QJO NACHO;4;10124;PEPSICO DO BRASIL LTDA
1452;CHOC KINDER BUENO 39G;4;15318;PODAL IND E COM DE ALIMENTOS LTDA
5273;CR DEN SORRISO 180G;4;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
3581;BEBIDA PARMALAT WHEY 250ML ABACATE;4;9379;LACTALIS BRASIL COM IMP EXP LTDA
183;REFRE PO GLUP 15G LARANJA;4;4968;ENOVA FOODS AS
7355;PAPEL HIG DUETTO 4 UN DE 30M NEUTRO;4;12839;SEPAC-SERRADOS E PASTA DE CELULOSE LTDA.
2206;CAPSULA DOLCE GUSTO 110G C 10 AU LAIT VANILLA;4;15134;NESTLE BRASIL LTDA
22903;REMOV ESM AMAZONIA 80ML;4;8425;AMAZONIA BRASIL COSMETICOS LTDA
24644;TCO P PES AMAZONIA 100G SPORT;4;8425;AMAZONIA BRASIL COSMETICOS LTDA
1507;BISC ISABELA TORTINHAS 140G CHOC C AVELA;4;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
6915;LIMP PES VEJA LV500PG400ML CLORO 2EM1;4;15318;PODAL IND E COM DE ALIMENTOS LTDA
12410;AMACIANTE GIRANDO SOL 500ML AZUL;4;10334;IND COM PROD LIMP GIRANDO SOL LTDA
3155;SALG ELMA CHIPS PINGO DOURO 55G PICANHA;4;10124;PEPSICO DO BRASIL LTDA
3639;GELATINA ROYAL 25G UVA;4;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
7366;PAPEL HIG STYLUS 12 UN DE20M NEUTRO;4;12839;SEPAC-SERRADOS E PASTA DE CELULOSE LTDA.
20023;LEITE COND MOCA SEMIDESNATADO 340G;4;15134;NESTLE BRASIL LTDA
1686;CONFEITO MMS TUBO 38G CHOC AO LEITE;4;9274;DISBAL RS DISTRIBUIDORA BALESTRIN LTDA
1615;BISC SALG CLUB SOCIAL 288G INTEGRAL;4;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
3108;MOSTARDA HELLMANNS 170G;4;17017;ZAFFALON E CIA LTDA
17426;DETERGENTE ZAVASKI CLORADO 1L;4;13663;IND E COM DE SABAO ZAVASKI LTDA
35126;DET PO APYCE MULT SH 800G ROSA;4;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
18760;FRALDA DESC MILI GIGA C 58 XXG C 58 XXG;4;10190;MILI S/A
2514;DOCE STA CLARA 400G FIGO;4;10421;COOP SANTA CLARA LTDA IND DE LATICINIOS
796;REFRIG COCA COLA E FANTA GUARANA 2L;4;15441;SPAL IND BRAS BEBIDAS AS
3586;BEBIDA PARMALAT WHEY 250ML CAPPUCCINO;4;9379;LACTALIS BRASIL COM IMP EXP LTDA
3018;BEBIDA NESTLE 280ML NESTON FAST;4;15134;NESTLE BRASIL LTDA
3561;TEMP OREGANO KITANO 15G;4;3528;FABIANO ZAFFALON E CIA.
8159;SH ANTIC CLEAR L400P330 ICE COOL MENTHO;4;17017;ZAFFALON E CIA LTDA
8182;SH DOVE 350ML BOND INTENSE;4;17017;ZAFFALON E CIA LTDA
9145;COND SEDA GLYCOL VIT C 425ML;4;17017;ZAFFALON E CIA LTDA
3854;ENERG HIPERTENSAO PET 2L MACA VERDE;4;12144;SOPPELL IND E COM BEBIDAS EIRELI
2960;ACHOC TODDY PT 370G ORIGINAL;4;10124;PEPSICO DO BRASIL LTDA
3091;AMEND YOKI JAPONES 150G;4;3528;FABIANO ZAFFALON E CIA.
1701;MARSHMALLOWS FOFS 220G BANANA;4;7493;FLORESTAL ALIMENTOS S.A.
3722;ALHO PICADO ALHOSTIN 200G;4;8583;DAGEMAR ANTONIO DELLAGOSTIN
2932;MOLHO PIMENTA TRISANTI 260G CHIPOTLE;4;16989;SANTI INDUSTRIA E COMERCIO LTDA
1203;BALA GOMA FINI GELATINA 250G MINHOCA CITRICA;4;12104;SANCHEZ CANO LTDA
7422;PEDRA SANIT HARPIC AIR PLUS 25G PLUS CITRUS;4;15318;PODAL IND E COM DE ALIMENTOS LTDA
5308;CR PENT SEDA 300ML LISO PERFEITO;4;17017;ZAFFALON E CIA LTDA
7857;SABAO PO SURF 1 6KG SACO ROSA FLOR;4;17017;ZAFFALON E CIA LTDA
6942;LIMPA CARPETE VANISH 500ML R2000;4;15318;PODAL IND E COM DE ALIMENTOS LTDA
2725;LEITE PO CCGL INTEGRAL SH 1000G;4;12591;COOP CENTRAL GAUCHA LTDA
2174;CAPSULA 3C 110G C 10 CAPPUCCIN CLASS;4;8702;CAFE TRES CORACOES S.A
3310;SALG BOLA CHEETOS 33G QUEIJO SUICO;4;10124;PEPSICO DO BRASIL LTDA
2508;DOCE STA CLARA 400G ABOBORA COCO;4;10421;COOP SANTA CLARA LTDA IND DE LATICINIOS
12608;ARROZ MANINHO INTEG CURTO T1 VAC 500G;4;3475;COMERCIAL DE CEREAIS MANINHO LTDA
36628;BOMBOM LACTA OURO BCO 1KG;4;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
5197;CR DEN COLGATE 180G TRI ACAO MENTA;4;15318;PODAL IND E COM DE ALIMENTOS LTDA
2657;CEREAL MUCILON SH 180G MULTICEREAIS;4;15134;NESTLE BRASIL LTDA
3396;BARRA CEREAL RITTER 25G AVELA CAST CHOC;4;5666;RITTER ALIMENTOS S.A.
6212;DESOD SANIT ADES GOTA LIMPA 41G 7D FRESH;4;14468;BERTOLINI INDUSTRIA QUIMICA LTDA
12136;ABACAXI TRIANGULO RODELA 400G;4;4959;DOCE MINEIRO LTDA
8150;SH ANTIC CLEAR 200ML MEN QUEDA CONTROL;4;17017;ZAFFALON E CIA LTDA
1009;TEMP COMPLETO KITANO 1KG S PIMENTA;4;3528;FABIANO ZAFFALON E CIA.
2263;CAPSULA DOLCE GUSTO 178G C 10 ALPINO TRAD;4;15134;NESTLE BRASIL LTDA
21695;PAPEL HIG NESS FD 30M;4;18272;INDAIAL PAPEL EMBALAGENS LTDA
2163;CAPSULA 3C 110G C 10 LATTE MACCHIATO;4;8702;CAFE TRES CORACOES S.A
7835;DET PO GOTA LIMPA 800G EQUILIBRIO;4;14468;BERTOLINI INDUSTRIA QUIMICA LTDA
520;ENERG RED BULL LT 250ML MORANGO PESSEGO;4;15318;PODAL IND E COM DE ALIMENTOS LTDA
533;ENERG RED BULL LT 355ML;4;15318;PODAL IND E COM DE ALIMENTOS LTDA
7289;PAO BAUDUCCO 390G INTEGRAL;4;15497;PANDURATA ALIMENTOS LTDA
329;BEB ADES TP 200ML LARANJA;4;15441;SPAL IND BRAS BEBIDAS AS
828;DUETO ODERICH ERV MILHO LT 2KG;4;15520;CONSERVAS ODERICH SA
837;ERVILHA ODERICH LT 2KG;4;15520;CONSERVAS ODERICH SA
1445;CHOC NEUGEBAUER STIKADINHO 61 5G;4;6703;VONPAR ALIMENTOS S.A
74;AGUA MIN SARANDI CP 200ML S GAS;4;10181;AGUAS MINERAIS SARANDI LTDA
1191;BALA TOFFANO 600G FORTGURT;4;14838;TOFFANO PRODUTOS ALIMENTICIOS LTDA
2055;CHA REAL MULTIERVAS 18G PRETO;4;6364;MOINHOS UNIDOS BRASIL MATE S.A
615;SUCO DEL VALLE TP 200ML PESSEGO;4;15441;SPAL IND BRAS BEBIDAS AS
9299;DETERG YPE LIQ 5L NEUTRO;4;4434;QUIMICA AMPARO LTDA.
5217;CR DEN COLGATE 90G NAT EXT CARVAO;4;15318;PODAL IND E COM DE ALIMENTOS LTDA
1042;BISC AMANTEIGADO KLAIN CHOC 240G;4;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.
8152;SH ANTIC CLEAR LV200ML PG170ML MEN ICE COOL MENTHO;4;17017;ZAFFALON E CIA LTDA
394;ENERG MONSTER LT 473ML ULTRA VIOLET;4;15441;SPAL IND BRAS BEBIDAS AS
2954;ACHOC PO TODDY SH 700G;4;10124;PEPSICO DO BRASIL LTDA
331;BEB ADES SEEDS TP 1L AMENDOAS BAUNIL;4;15441;SPAL IND BRAS BEBIDAS AS
1730;MARSHMALLOW FINI 250G TORCAO AZUL;4;12104;SANCHEZ CANO LTDA
3054;CEREAL MAT NESTLE CX 200G NEGRESCO CHOCO BAUNILHA;4;15134;NESTLE BRASIL LTDA
2684;FARINHA MILHO SINHA 1KG GROSSA;4;15400;CARAMURU ALIMENTOS LTDA.
1437;BISC RECH GLUB 100G CHOC BCO;4;8565;SAGRA INDE COM DE PROD ALIM LTDA
34526;SALG FANDANGOS 250G PRES;4;10124;PEPSICO DO BRASIL LTDA
2344;ATUM RALADO G COSTA 170G NATURAL;3;10142;KASADOCE DISTRIBUIDORA DE ALIMENTOS LTDA
1351;CHOC TWIX FUN 15G;3;9274;DISBAL RS DISTRIBUIDORA BALESTRIN LTDA
17349;DET LIQ GOTA LIMPA 1L NATURAL;3;14468;BERTOLINI INDUSTRIA QUIMICA LTDA
5505;DESOD AERO AXE 150ML 96G BLACK;3;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
37437;AGUA SANITARIA SUPREMA 2 L;3;22168;SOBEL INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA
8233;SH HEAD SHOULDERS 200ML REMO OLEOSIDA;3;6644;ONIZ DISTRIBUID LTDA SCJ
4176;AMAC DOWNY 1 5L BRISA DE VERAO;3;6644;ONIZ DISTRIBUID LTDA SCJ
17164;DESINF AQUAFAST 5L MARINE;3;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
1413;CHOC STIKADINHO GO NEUGEBAUER 40G;3;6703;VONPAR ALIMENTOS S.A
2664;GOIABADA CASCAO ST ANTONIO 500G;3;9694;D.S.A.INDUSTRIA E COMERCIO LTDA
3103;AMEND ELMA CHIPS 100G S PELE;3;10124;PEPSICO DO BRASIL LTDA
1729;MARSHMALLOW FINI 250G CORACAO;3;12104;SANCHEZ CANO LTDA
12396;AMACIANTE AQUAFAST 5L ENER;3;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
7982;SABONETE PROTEX 85G VITAMINA E;3;15318;PODAL IND E COM DE ALIMENTOS LTDA
996;BISC MUCILON LANCHINHO 35G TOMATE;3;15134;NESTLE BRASIL LTDA
3435;CANJAO GALINHA MAGGI 200G ARROZ LEGUMES;3;15134;NESTLE BRASIL LTDA
15535;CAP DOLCE GUSTO GALAK C 10;3;15134;NESTLE BRASIL LTDA
1492;CHOC KI KAKAU BOLIBOL C 50;3;4591;KI-KAKAU IND E COM DE CHOCOLATES LTDA
2894;MOLHO INGLES KITANO 150ML;3;3528;FABIANO ZAFFALON E CIA.
8382;SH TRESEMME 400ML RECONS E FORCA;3;17017;ZAFFALON E CIA LTDA
3104;MOSTARDA ODERICH PREMIUM 365G AMERICANA;3;15520;CONSERVAS ODERICH SA
15141;CAFE 3C DRIP GOURMET SH 10G PORTINARI;3;8702;CAFE TRES CORACOES S.A
1473;CHOC KINDER TRONKY T1 18G;3;15318;PODAL IND E COM DE ALIMENTOS LTDA
3190;SALG ELMA CHIPS PINGO DOURO 160G BACON;3;10124;PEPSICO DO BRASIL LTDA
3144;SALG TORCIDA 35G CHURRASCO;3;10124;PEPSICO DO BRASIL LTDA
24341;SH PALMOLIVE 650ML NEUTRO LIMP;3;15318;PODAL IND E COM DE ALIMENTOS LTDA
3366;COCO RALADO DUCOCO 100G DESIDRATADO;3;7019;ORCA DISTRIBUIDORA E TRANSPORTES LTDA.
21697;PAPEL HIG NEVE SUPREME FT 20M L12P 11 C 12;3;3527;FABIANO ZAFFALON E CIA LTDA
33282;CERV CERPA EXPORT LN 350ML;3;15441;SPAL IND BRAS BEBIDAS AS
3028;CEREAL MAT NESTLE SH 120G NESCAU;3;15134;NESTLE BRASIL LTDA
8025;SALEIRO PLASUTIL 1KG 2704;3;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA
6695;LAVA ROUPA BRILHANTE 5L;3;17017;ZAFFALON E CIA LTDA
5494;DESOD AERO AXE 152ML 90G URBAN 48H;3;17017;ZAFFALON E CIA LTDA
820;REFRIG FRUKI PET 2L LARANJINHA;3;6424;BEBIDAS FRUKI LTDA
12;AGUA MIN AGUA DA PEDRA PET 1 5L S GAS;3;6424;BEBIDAS FRUKI LTDA
2370;ERVILHA ODERICH LT 200G;3;6979;CONSERVAS ODERICH SA
5753;ENX BUC LISTERINE L500 P350 ZERO COOL MINT;3;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
1333;BISC DOCE ISABELA CRISTAL 414G;3;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
3189;SALG ELMA CHIPS 86G BACONZITOS;3;10124;PEPSICO DO BRASIL LTDA
319;BEB ADES TP 1L ABACAXI;3;15441;SPAL IND BRAS BEBIDAS AS
1207;BALA GOMA FINI GELATINA 250G DENTADURA;3;12104;SANCHEZ CANO LTDA
6682;LAVA ROUPA AQUAFAST 2L MULTIACAO;3;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
34845;ALVEJ BARBAREX 2L S CLORO;3;21220;SENIR EMBALAGENS LTDA
7948;SABON PALMOLIVE NATURALS 150G OLEO ARGAN;3;15318;PODAL IND E COM DE ALIMENTOS LTDA
24988;TOAL UMED COTTONBABY C 50;3;6567;HIGIE-PLUS INDUSTRIA E COM.LTDA
33230;SALG BATATA RUFFLES 65G PIM MEXICANA;3;10124;PEPSICO DO BRASIL LTDA
5517;DESOD AERO BOM AR 360ML LAVANDA ECONO;3;15318;PODAL IND E COM DE ALIMENTOS LTDA
24310;SH COTTONBABY SNOOPY 200ML TOQUE ALGODAO;3;6567;HIGIE-PLUS INDUSTRIA E COM.LTDA
8290;SH PANTENE 175ML HIDRATACAO;3;6644;ONIZ DISTRIBUID LTDA SCJ
8838;AMAC AQUAFAST 2L ROSA JARD FLORI;3;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
33941;DET PO GIRANDO SOL SH 800G COCO BAUN;3;10334;IND COM PROD LIMP GIRANDO SOL LTDA
135;CERV BADEN WITBIER GF 600ML;3;14469;CARLOS CANCIAN E CIA LTDA
19717;KIT KAT CELEBREAK SORT 185 6G;3;15134;NESTLE BRASIL LTDA
22147;PORTA CHUP LUD DEC MENINO 05;3;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA
7544;PROT DIARIO ALWAYS LV80 PG60 REG;3;6644;ONIZ DISTRIBUID LTDA SCJ
1549;BISC SALG SALKIM 90G TRAD;3;8565;SAGRA INDE COM DE PROD ALIM LTDA
6694;LAVA ROUPA BRILHANTE 3L HIGIENE TOTAL;3;17017;ZAFFALON E CIA LTDA
7949;SABON PALMOLIVE NATURALS 150G OLEO NUTRITIVO;3;15318;PODAL IND E COM DE ALIMENTOS LTDA
36367;BALA MASTIGAVEL SABORES 500G;3;10;SUPERMERCADO BAKLIZI LTDA
6043;EVITA MOFO LIMPPANO 230G LAVANDA;3;14954;LIMPPANO S A
16853;CR DEN COLGATE WHITENING 180G;3;15318;PODAL IND E COM DE ALIMENTOS LTDA
22706;RACAO DODOG PREMIUM POWER MIX 5KG;3;17077;NUTRISUL ALIMENTOS LTDA
8442;SILICONE DESTAQUE AERO 400ML LAVANDA;3;2763;CENTRALSUL IND E COM PROD QUIMICOS LTDA
4625;CERV PATAGONIA IPA LT 473ML;3;9638;CRBS AS CDD PELOTAS
7381;PASSADOR PASSE BEM REFIL 500ML;3;15318;PODAL IND E COM DE ALIMENTOS LTDA
4219;AMAC YPE 2L TERNURA;3;4434;QUIMICA AMPARO LTDA.
23114;SAB PALMOLIVE 85G TANGERINA ALEC;3;15318;PODAL IND E COM DE ALIMENTOS LTDA
3573;BEBIDA PARMALAT WHEY 250ML COCO;3;9379;LACTALIS BRASIL COM IMP EXP LTDA
1829;BALA GOMA DOCILE 250G DENTE VAMPIRO;3;10648;DOCILE ALIMENTOS LTDA
33673;CHOC BARRA LACTA 145G LAKA OREO;3;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
3433;SOPA CARNE MAGGI 63G CONCHINHAS;3;15134;NESTLE BRASIL LTDA
6886;LIMP MULTI CIF 500ML ANTIBAC;3;17017;ZAFFALON E CIA LTDA
5760;ENX BUC PLAX COLGATE LV500PG350ML ICE;3;15318;PODAL IND E COM DE ALIMENTOS LTDA
1695;MARSHMALLOWS FOFS 220G TWIST COLORIDO;3;7493;FLORESTAL ALIMENTOS S.A.
13655;BOLA VOLEI PRAIA COLORS WINN N 5;3;10872;WELLMIX IMP.DE UTILIDADES EIRELI
19271;GUARD NATUPEL PREMIUM 20X20 50FLS;3;8305;NATURAPEL IND DE PAPEIS LTDA
7826;SABAO PO GIRANDO SOL 4KG AZUL;3;10334;IND COM PROD LIMP GIRANDO SOL LTDA
24309;SH COTTONBABY SNOOPY 200ML GOTAS CAMOMILA;3;6567;HIGIE-PLUS INDUSTRIA E COM.LTDA
1715;PIPOCA DOCE STO ANTONIO 100G;3;9694;D.S.A.INDUSTRIA E COMERCIO LTDA
3136;SALG TORCIDA 35G PIMENTA MEXICAN;3;10124;PEPSICO DO BRASIL LTDA
5433;DESINF AQUAFAST HARMONIA 5L PAIXAO;3;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
3074;FARINHA DE ARROZ MANINHO 1KG INT;3;3475;COMERCIAL DE CEREAIS MANINHO LTDA
35225;REFRIG GUARANA FRUKI PET 600ML ZERO;3;6424;BEBIDAS FRUKI LTDA
3316;SALG DORITOS DINAMITA 60G PIM MEXICANA;3;10124;PEPSICO DO BRASIL LTDA
1673;WAFER BAUDUCCO 104G MAXI CHOCOLATE;3;15497;PANDURATA ALIMENTOS LTDA
2916;ACHOC LIQ NESQUIK 180ML MORANGO;3;15134;NESTLE BRASIL LTDA
5343;CR TRAT PENTEAR VINI LADY 900G LISO INTENSO;3;6857;SGM INDUSTRIA DE COSMETICOS LTDA
983;MOSTARDA ODERICH 7G SH 140U;3;15520;CONSERVAS ODERICH SA
16874;CR DEN SORRISO 120G TRIPLA LIMPEZA COMPLETA;3;15318;PODAL IND E COM DE ALIMENTOS LTDA
2552;EXT TOM ELEFANTE PT 300G;3;15139;CARGIL AGRICOLA S A GOIANI
4181;AMAC DOWNY 1L REGULAR BRISA SUAVE;3;6644;ONIZ DISTRIBUID LTDA SCJ
6348;INSET AERO SBP 380ML MULTI EUCALIPTO;3;15318;PODAL IND E COM DE ALIMENTOS LTDA
2721;CREME NUTELLA FERRERO 350G AVELA C CACAU;3;15318;PODAL IND E COM DE ALIMENTOS LTDA
3177;SALG ELMA CHIPS STIKSY 160G;3;10124;PEPSICO DO BRASIL LTDA
1513;CHOC JAZAM DUCREM 480G C 48 AVELA;3;18979;POMPEIA SA INDUSTRIA E COMERCIO
8806;AGUA SANIT GIRANDO SOL 2L;3;10334;IND COM PROD LIMP GIRANDO SOL LTDA
24342;SH PALMOLIVE 650ML NUTRICAO EXTRA;3;15318;PODAL IND E COM DE ALIMENTOS LTDA
18077;ESMALTE IMPALA 7 5ML RECOMECOS;3;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
17157;DESINF APYCE 2L LAVANDA;3;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
2673;LEITE PO NINHO SEMIDES AD LT 350G;3;15134;NESTLE BRASIL LTDA
517;ENERG RED BULL LT 250ML;3;15318;PODAL IND E COM DE ALIMENTOS LTDA
12404;AMACIANTE DOWNY 1 5L BRISA SUAVE;3;6644;ONIZ DISTRIBUID LTDA SCJ
876;MAIONESE ODERICH SH 7G C 140;3;15520;CONSERVAS ODERICH SA
22693;RACAO CANISTER ORIG CAO FILHOTE 1KG;3;13063;DALI PET DIST ALIM E ACESS PEQ ANIM LTDA
17660;ENX BUCAL COLGATE PLAX L500P350ML FRESH MINT;3;15318;PODAL IND E COM DE ALIMENTOS LTDA
2888;MOLHO FUGINI 4 QUEIJOS SH 290G;3;5791;FUGINI ALIMENTOS LTDA
2152;CAFE SOL IGUACU VD 200G CLASSICO CLASSICO;3;8702;CAFE TRES CORACOES S.A
3115;AMEND TOR STO ANTONIO 500G;3;9694;D.S.A.INDUSTRIA E COMERCIO LTDA
1528;BISC RECH ISABELA MOUSSE 130G CHOC AO LEITE;3;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
3255;SALG ELMA CHIPS 45G CEBOLITOS;3;10124;PEPSICO DO BRASIL LTDA
388;ENERG MONSTER LT 473ML DRAGON LIMAO;3;15441;SPAL IND BRAS BEBIDAS AS
4215;AMAC YPE 2L CARINHO;3;4434;QUIMICA AMPARO LTDA.
9740;LAVA ROUPA PO TIXAN GT80G 800G PRIMAVERA;3;4435;QUIMICA AMPARO LTDA
30333;DOCE S CLARA PESSEGO 400G;2;14322;COOPERATIVA SANTA CLARA LTDA
5491;DESINF YPE 500ML BAK LAVANDA;2;4434;QUIMICA AMPARO LTDA.
37433;AGUA SANITARIA SUPREMA 1 L;2;22168;SOBEL INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA
13403;BISC DOCE NESTLE CHOCO TRIO 90G PRESTIGIO;2;15134;NESTLE BRASIL LTDA
4119;ALVEJ VANISH SH 500ML ROSA;2;15318;PODAL IND E COM DE ALIMENTOS LTDA
6861;LIMP DESTAC 750ML CERAMICA;2;15318;PODAL IND E COM DE ALIMENTOS LTDA
3309;SALG CHEETOS 36G MIX DE QUEIJO;2;10124;PEPSICO DO BRASIL LTDA
33881;DET LIQ OMO CICLO RAPIDO 1 4 L CUIDADO;2;17017;ZAFFALON E CIA LTDA
12387;ALVEJ GOTA LIMPA MULT 2L S CLORO;2;14468;BERTOLINI INDUSTRIA QUIMICA LTDA
17651;ENX BUCAL COLGATE 500ML CLEAN MINT;2;15318;PODAL IND E COM DE ALIMENTOS LTDA
22426;PT ORGAN GIRE/TRAVE 350ML;2;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA
23022;SAB LIQ BELEZA AMAZONIA 370ML FLORES CAMPO;2;8425;AMAZONIA BRASIL COSMETICOS LTDA
3889;ABS C ABAS ALWAYS LV16PG14 NOT SUAV;2;6644;ONIZ DISTRIBUID LTDA SCJ
18812;FRALDA PAMPERS SUPERSEQUINHA C 50 XXG;2;6644;ONIZ DISTRIBUID LTDA SCJ
5329;CR PENT VINI LADY 290G LISO INTENSO;2;6857;SGM INDUSTRIA DE COSMETICOS LTDA
34497;ENERG ELEV LT 473ML PINK LIMONADE;2;6424;BEBIDAS FRUKI LTDA
3665;MOEDOR PIMENTA REINO EQUIL SAUD 50G;2;9648;EQUILIBRIO SAUDAVEL PROD NATURAIS EIRELI
17187;DESINF GOTA LIMPA 5L PINHO;2;14468;BERTOLINI INDUSTRIA QUIMICA LTDA
35762;TINTA C GLITER SPRAY CABELO 150ML PINK;2;21141;FESTA BRASIL LTDA
12395;AMACIANTE AQUAFAST 2L VERM SED;2;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
13704;BOMBOM GAROTO SERENATA AMOR 20G UN;2;15134;NESTLE BRASIL LTDA
37753;BISC ISABELA TORTINHAS CROSTATA 80G FRUT VERMELHAS;2;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
19984;LAVA AUTO HOT ROD C CERA 500ML;2;2763;CENTRALSUL IND E COM PROD QUIMICOS LTDA
3347;SALG FANDANGOS 160G QUEIJO;2;10124;PEPSICO DO BRASIL LTDA
4601;CERV PRAYA LAGER PREMIUM LN 355ML;2;14469;CARLOS CANCIAN E CIA LTDA
3874;BOMBOM AMOR CARIOCA 200G;2;6703;VONPAR ALIMENTOS S.A
2958;ACHOC PO NESCAU SH 730G ACTIV GO;2;15134;NESTLE BRASIL LTDA
21679;PAPEL HIG MAXPEL PREMIUM FS 60M L12P11;2;8305;NATURAPEL IND DE PAPEIS LTDA
23384;SALG MAIS KRO REQ 100G;2;4879;SEMALO IND E COMERCIO ALIMENTOS LTDA
645;SUCO DEL VALLE FRUT PET 1 5L LARANJA;2;15441;SPAL IND BRAS BEBIDAS AS
5438;DESINF GIRANDO SOL 2L TALCO;2;10334;IND COM PROD LIMP GIRANDO SOL LTDA
8793;ABS SEMPRE LIVRE NOT C ABAS L16P14;2;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
5663;DESOD ROLLON VINI LADY 50G SENSIVE;2;6857;SGM INDUSTRIA DE COSMETICOS LTDA
2501;KETCHUP ELEFANTE SQ 350G TRAD;2;15139;CARGIL AGRICOLA S A GOIANI
1446;BISC DOCE NESTLE CHOCO TRIO 90G AMEND;2;15134;NESTLE BRASIL LTDA
8267;SHAMPOO PALMOLIVE 350ML COCO CACHOS;2;15318;PODAL IND E COM DE ALIMENTOS LTDA
15991;CHOC KINDER BUENO WHITE 39G;2;15318;PODAL IND E COM DE ALIMENTOS LTDA
3320;SALG DORITOS 32G QUEIJO NACHO;2;10124;PEPSICO DO BRASIL LTDA
1732;MARSHMALLOW FINI 250G TORCAO ROSA;2;12104;SANCHEZ CANO LTDA
293;CERV STELLA ARTOIS LN 330ML;2;9638;CRBS AS CDD PELOTAS
7868;SABAO PO TIXAN 800G MACIEZ;2;4434;QUIMICA AMPARO LTDA.
17327;DET LIQ AQUAFAST 3L GLICERINA;2;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
33423;DET PO AQUAFAST FLORES BAUNILH 800G;2;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
7801;SABAO BARRA YPE 900G M ATI PERF AZ;2;4434;QUIMICA AMPARO LTDA.
5229;CR DEN COLGATE L180 P140 TRI MENTA;2;15318;PODAL IND E COM DE ALIMENTOS LTDA
13437;BISC RECH NESTLE BONO 90G COCO;2;15134;NESTLE BRASIL LTDA
35992;PAPEL TOALHA SIRIUS CHEF 02UN;2;17035;ESTRELA INDUSTRIA DE PAPEL LTDA
37600;SALG ELMA CHIPS 36G BACONZITOS;2;10124;PEPSICO DO BRASIL LTDA
21320;ODORIZ GENIAL PET 140ML CITRONELA;2;14683;GENIAL QUIMICA VETERINARIA
4180;AMAC DOWNY 1L REGULAR INTENSO BRISA;2;6644;ONIZ DISTRIBUID LTDA SCJ
363;CERV HEINEKEN PILSEN BARRIL 5L;2;14469;CARLOS CANCIAN E CIA LTDA
5340;CR TRAT PENTEAR VINI LADY 900G COCO;2;6857;SGM INDUSTRIA DE COSMETICOS LTDA
21119;MOLHO TOM TARANTELLA TRAD 1 7KG;2;15139;CARGIL AGRICOLA S A GOIANI
566;REPOS POWERADE 500ML FTAS TROPICAIS;2;15441;SPAL IND BRAS BEBIDAS AS
6925;LIMP TIRA LIM CIF 500ML CLORO SPRAY;2;17017;ZAFFALON E CIA LTDA
334;BEB ADES SEEDS TP 1L COCO;2;15441;SPAL IND BRAS BEBIDAS AS
3589;BEBIDA PARMALAT WHEY 250ML CHOC;2;9379;LACTALIS BRASIL COM IMP EXP LTDA
37838;PIRULITO SABORES 500G;2;10;SUPERMERCADO BAKLIZI LTDA
1672;WAFER NESTLE 110G PRESTIGIO;2;15134;NESTLE BRASIL LTDA
6731;LAVA ROUPA OMO 900ML LAV PERF DOYP;2;17017;ZAFFALON E CIA LTDA
413;AGUARD KIKANA PET 790ML;2;14395;ENGARRAFADORA BRAMBILA LTDA
592;SUCO COM TEM TP 200ML UVA E MACA;2;6424;BEBIDAS FRUKI LTDA
12397;AMACIANTE AQUAFAST 5L F MAN;2;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
