ORIGEM;EMPRESA;TITULO;PEDIDO;COD_FORNECEDOR;FORNECEDOR;COMPRADOR;DATA_EMISSAO;DATA_PREV_ENTREGA;PRAZO_PAGAMENTO_DIAS;PARCELA;DATA_VENCIMENTO;STATUS_PEDIDO;VALOR_PROJETADO
1-TITULO_REAL;2;721973/0-1;;12142;LATICINIOS BIO LTDA;SANDRO;19/05/2026;;45;1;03/07/2026;FATURADO;977,52
1-TITULO_REAL;11;721980/0-1;;12142;LATICINIOS BIO LTDA;SANDRO;19/05/2026;;45;1;03/07/2026;FATURADO;2573,52
1-TITULO_REAL;1;721972/0-1;;12142;LATICINIOS BIO LTDA;SANDRO;19/05/2026;;45;1;03/07/2026;FATURADO;2197,26
1-TITULO_REAL;14;721982/0-1;;12142;LATICINIOS BIO LTDA;SANDRO;19/05/2026;;45;1;03/07/2026;FATURADO;1872,18
1-TITULO_REAL;13;721981/0-1;;12142;LATICINIOS BIO LTDA;SANDRO;19/05/2026;;45;1;03/07/2026;FATURADO;722,52
1-TITULO_REAL;3;721974/0-1;;12142;LATICINIOS BIO LTDA;SANDRO;19/05/2026;;45;1;03/07/2026;FATURADO;744,9
1-TITULO_REAL;5;721976/0-1;;12142;LATICINIOS BIO LTDA;SANDRO;19/05/2026;;45;1;03/07/2026;FATURADO;557,52
1-TITULO_REAL;4;721975/0-1;;12142;LATICINIOS BIO LTDA;SANDRO;19/05/2026;;45;1;03/07/2026;FATURADO;1363,08
1-TITULO_REAL;17;547645/3-1;;6894;MADRUGADA ALIMENTOS LTDA;NIDAL;03/06/2026;;30;1;03/07/2026;FATURADO;1398
1-TITULO_REAL;15;29453/1-2;;6252;MATEVEL ERVA MATE VERDINHA LTDA;NIDAL;05/06/2026;;28;2;03/07/2026;FATURADO;3260
1-TITULO_REAL;17;67310982/890-1;;5126;MAURICIO VARGAS PEDRINI;SANDRO;03/06/2026;;30;1;03/07/2026;FATURADO;714
1-TITULO_REAL;17;67310982/890-1;;5126;MAURICIO VARGAS PEDRINI;LAURINDO;03/06/2026;;30;1;03/07/2026;FATURADO;714
1-TITULO_REAL;15;3358308/1-3;;15134;NESTLE BRASIL LTDA;WERTER;29/05/2026;;35;3;03/07/2026;FATURADO;7150,6
1-TITULO_REAL;18;181930/1-1;;16654;NOP IND E COM DE ALIMENTOS LTDA EPP;SANDRO;03/06/2026;;30;1;03/07/2026;FATURADO;1647,22
1-TITULO_REAL;4;181919/1-1;;16654;NOP IND E COM DE ALIMENTOS LTDA EPP;SANDRO;03/06/2026;;30;1;03/07/2026;FATURADO;2419,15
1-TITULO_REAL;5;44101/1-2;;10111;PANIFICIO PANINE LTDA;WERTER;29/05/2026;;35;2;03/07/2026;FATURADO;313,39
1-TITULO_REAL;6;44102/1-2;;10111;PANIFICIO PANINE LTDA;WERTER;29/05/2026;;35;2;03/07/2026;FATURADO;606,73
1-TITULO_REAL;14;44097/1-2;;10111;PANIFICIO PANINE LTDA;WERTER;29/05/2026;;35;2;03/07/2026;FATURADO;535,37
1-TITULO_REAL;17;44108/1-2;;10111;PANIFICIO PANINE LTDA;WERTER;29/05/2026;;35;2;03/07/2026;FATURADO;730,1
1-TITULO_REAL;2;44098/1-2;;10111;PANIFICIO PANINE LTDA;WERTER;29/05/2026;;35;2;03/07/2026;FATURADO;766,69
1-TITULO_REAL;8;44104/1-2;;10111;PANIFICIO PANINE LTDA;WERTER;29/05/2026;;35;2;03/07/2026;FATURADO;359,73
1-TITULO_REAL;3;44099/1-2;;10111;PANIFICIO PANINE LTDA;WERTER;29/05/2026;;35;2;03/07/2026;FATURADO;2522,11
1-TITULO_REAL;13;44107/1-2;;10111;PANIFICIO PANINE LTDA;WERTER;29/05/2026;;35;2;03/07/2026;FATURADO;437,54
1-TITULO_REAL;12;44106/1-2;;10111;PANIFICIO PANINE LTDA;WERTER;29/05/2026;;35;2;03/07/2026;FATURADO;571,03
1-TITULO_REAL;17;44110/1-2;;10111;PANIFICIO PANINE LTDA;WERTER;29/05/2026;;35;2;03/07/2026;FATURADO;730,1
1-TITULO_REAL;4;44100/1-2;;10111;PANIFICIO PANINE LTDA;WERTER;29/05/2026;;35;2;03/07/2026;FATURADO;548,89
1-TITULO_REAL;15;9199864/1-1;;10780;REVAL ATACADO DE PAPELARIA LTDA;NUJUD;03/06/2026;;30;1;03/07/2026;FATURADO;32750
1-TITULO_REAL;15;791549/1-2;;9969;RICLAN S.A;WERTER;10/06/2026;;23;2;03/07/2026;FATURADO;3309,97
1-TITULO_REAL;3;506240/001-1;;10505;ROLESUL PEÇAS LTDA;MODELO;03/07/2026;;0;1;03/07/2026;FATURADO;996
1-TITULO_REAL;15;458075/2-1;;12104;SANCHEZ CANO LTDA;WERTER;27/05/2026;;37;1;03/07/2026;FATURADO;10395,93
1-TITULO_REAL;15;547800/2-2;;12822;SANDERO-FAB. VELAS SAO JUDAS TADEU LTDA;BATISTA;29/05/2026;;35;2;03/07/2026;FATURADO;9579,6
1-TITULO_REAL;15;841248/1-1;;12839;SEPAC-SERRADOS E PASTA DE CELULOSE LTDA.;BATISTA;05/06/2026;;28;1;03/07/2026;FATURADO;14887,51
1-TITULO_REAL;18;1301499/329-1;;13559;SOUZA CRUZ SA;WERTER;12/06/2026;;21;1;03/07/2026;FATURADO;2585,79
1-TITULO_REAL;3;1300819/329-1;;13559;SOUZA CRUZ SA;WERTER;12/06/2026;;21;1;03/07/2026;FATURADO;13491,16
1-TITULO_REAL;14;1307047/329-1;;13559;SOUZA CRUZ SA;WERTER;23/06/2026;;10;1;03/07/2026;FATURADO;1202,25
1-TITULO_REAL;15;2434824/2-1;;15441;SPAL IND BRAS BEBIDAS AS;NICOLAS;02/06/2026;;31;1;03/07/2026;FATURADO;26503,2
1-TITULO_REAL;15;2434822/2-1;;15441;SPAL IND BRAS BEBIDAS AS;NICOLAS;02/06/2026;;31;1;03/07/2026;FATURADO;26503,2
1-TITULO_REAL;17;2435875/2-1;;15441;SPAL IND BRAS BEBIDAS AS;NICOLAS;03/06/2026;;30;1;03/07/2026;FATURADO;51,65
1-TITULO_REAL;18;1583489/4-1;;4748;SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S.A;NICOLAS;02/06/2026;;31;1;03/07/2026;FATURADO;3466,67
1-TITULO_REAL;18;1583432/4-1;;4748;SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S.A;NICOLAS;02/06/2026;;31;1;03/07/2026;FATURADO;3875,51
1-TITULO_REAL;18;1583472/4-1;;4748;SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S.A;NICOLAS;02/06/2026;;31;1;03/07/2026;FATURADO;1254,04
1-TITULO_REAL;13;157/1-1;;11690;TIAGO MACHADO ZIANI;MODELO;03/06/2026;;30;1;03/07/2026;FATURADO;1860
1-TITULO_REAL;15;17014/10-1;;21622;TONDO S A;WERTER;20/05/2026;;44;1;03/07/2026;FATURADO;12699,8
1-TITULO_REAL;12;1087166/2-1;;2881;TOZZO ALIMENTOS LTDA;BATISTA;03/06/2026;;30;1;03/07/2026;FATURADO;1911,2
1-TITULO_REAL;3;1087165/2-1;;2881;TOZZO ALIMENTOS LTDA;BATISTA;03/06/2026;;30;1;03/07/2026;FATURADO;5166,2
1-TITULO_REAL;3;1087627/2-1;;2881;TOZZO ALIMENTOS LTDA;BATISTA;05/06/2026;;28;1;03/07/2026;FATURADO;7815,5
1-TITULO_REAL;14;1087163/2-1;;2881;TOZZO ALIMENTOS LTDA;BATISTA;03/06/2026;;30;1;03/07/2026;FATURADO;985,4
1-TITULO_REAL;17;1087164/2-1;;2881;TOZZO ALIMENTOS LTDA;BATISTA;03/06/2026;;30;1;03/07/2026;FATURADO;1303,8
1-TITULO_REAL;15;48495/0-1;;7422;VINICOLA GRUTINHA LTDA;NICOLAS;03/06/2026;;30;1;03/07/2026;FATURADO;34886,04
1-TITULO_REAL;15;227993/2-3;;17017;ZAFFALON E CIA LTDA;BATISTA;29/05/2026;;35;3;03/07/2026;FATURADO;20384,96
1-TITULO_REAL;15;229774/2-1;;17017;ZAFFALON E CIA LTDA;BATISTA;12/06/2026;;21;1;03/07/2026;FATURADO;10376
1-TITULO_REAL;15;227994/2-3;;17017;ZAFFALON E CIA LTDA;BATISTA;29/05/2026;;35;3;03/07/2026;FATURADO;4241,88
2-PROJECAO_PEDIDO;12;;74405;6394;ERVATEIRA SEIVA PURA LTDA;NIDAL;01/06/2026;03/06/2026;30;1;03/07/2026;SALDO RESIDUAL;6960
2-PROJECAO_PEDIDO;2;;79402;10124;PEPSICO DO BRASIL LTDA;WERTER;11/06/2026;12/06/2026;21;1;03/07/2026;SALDO RESIDUAL;11698,99
2-PROJECAO_PEDIDO;12;;79405;10124;PEPSICO DO BRASIL LTDA;WERTER;11/06/2026;12/06/2026;21;1;03/07/2026;PENDENTE INTEGRAL;3167,38
2-PROJECAO_PEDIDO;4;;79403;10124;PEPSICO DO BRASIL LTDA;WERTER;11/06/2026;12/06/2026;21;1;03/07/2026;PENDENTE INTEGRAL;2313,41
2-PROJECAO_PEDIDO;7;;79404;10124;PEPSICO DO BRASIL LTDA;WERTER;11/06/2026;12/06/2026;21;1;03/07/2026;PENDENTE INTEGRAL;1781,46
1-TITULO_REAL;5;2698/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;3425
1-TITULO_REAL;4;2671/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;17525
1-TITULO_REAL;5;2685/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;3450
1-TITULO_REAL;4;2697/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;4662
1-TITULO_REAL;8;2701/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;2310
1-TITULO_REAL;8;2675/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;7427
1-TITULO_REAL;8;2688/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;1013
1-TITULO_REAL;3;2670/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;52117
1-TITULO_REAL;3;2683/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;3436
1-TITULO_REAL;3;2683/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;3436
1-TITULO_REAL;3;2696/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;15049
1-TITULO_REAL;7;2674/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;18444
1-TITULO_REAL;11;2691/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;5152
1-TITULO_REAL;11;2704/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;5485
1-TITULO_REAL;11;2678/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;21006
1-TITULO_REAL;7;2700/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;5455
1-TITULO_REAL;7;2687/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;2002
1-TITULO_REAL;2;2669/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;20829
1-TITULO_REAL;2;2695/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;6349
1-TITULO_REAL;2;2682/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;2616
1-TITULO_REAL;12;2679/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;18841
1-TITULO_REAL;12;2692/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;2500
1-TITULO_REAL;12;2705/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;4855
1-TITULO_REAL;18;2681/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;5370
1-TITULO_REAL;18;2694/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;3153
1-TITULO_REAL;18;2707/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;1104
1-TITULO_REAL;17;2690/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;1158
1-TITULO_REAL;17;2703/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;2617
1-TITULO_REAL;6;2686/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;2853
1-TITULO_REAL;6;2686/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;2853
1-TITULO_REAL;17;2677/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;18504
1-TITULO_REAL;6;2673/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;21302
1-TITULO_REAL;6;2699/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;5592
1-TITULO_REAL;14;2676/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;11587
1-TITULO_REAL;14;2702/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;2177
1-TITULO_REAL;14;2689/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;1674
1-TITULO_REAL;13;2693/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;4645
1-TITULO_REAL;13;2680/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;14023
1-TITULO_REAL;13;2706/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;3312
1-TITULO_REAL;4;2684/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;2428
1-TITULO_REAL;5;2672/6-1;;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;LAURINDO;04/06/2026;;30;1;04/07/2026;FATURADO;16955
1-TITULO_REAL;15;733073/1-1;;8702;CAFE TRES CORACOES S.A;WERTER;30/05/2026;;35;1;04/07/2026;FATURADO;12202,88
1-TITULO_REAL;1;25519/1-2;;9622;DU DIGO DESCARTAVEIS LTDA;NUJUD;23/04/2026;;72;2;04/07/2026;FATURADO;0
1-TITULO_REAL;12;67529559/700-1;;2298;EVALDO LUIZ GLASS MORARI;LAURINDO;19/06/2026;;15;1;04/07/2026;FATURADO;4223,22
1-TITULO_REAL;3;10735/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;20/06/2026;;14;1;04/07/2026;FATURADO;24340
1-TITULO_REAL;14;10741/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;20/06/2026;;14;1;04/07/2026;FATURADO;5430
1-TITULO_REAL;7;10739/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;20/06/2026;;14;1;04/07/2026;FATURADO;7812
1-TITULO_REAL;13;10740/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;20/06/2026;;14;1;04/07/2026;FATURADO;10726
1-TITULO_REAL;5;10737/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;20/06/2026;;14;1;04/07/2026;FATURADO;8640
1-TITULO_REAL;17;10742/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;20/06/2026;;14;1;04/07/2026;FATURADO;20184
1-TITULO_REAL;2;10734/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;20/06/2026;;14;1;04/07/2026;FATURADO;11056
1-TITULO_REAL;18;10743/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;20/06/2026;;14;1;04/07/2026;FATURADO;14446
1-TITULO_REAL;4;10736/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;20/06/2026;;14;1;04/07/2026;FATURADO;5626
1-TITULO_REAL;6;10738/2-1;;7477;GRANJA AVICOLA PETRY LTDA;LAURINDO;20/06/2026;;14;1;04/07/2026;FATURADO;10712
1-TITULO_REAL;17;14974/21-1;;5714;IND E COMERCIO DE MASSA ROMENA LTDA;WERTER;05/05/2026;;60;1;04/07/2026;FATURADO;2704,99
1-TITULO_REAL;13;20561/25-1;;5714;IND E COMERCIO DE MASSA ROMENA LTDA;WERTER;05/05/2026;;60;1;04/07/2026;FATURADO;2427,28
1-TITULO_REAL;13;20561/25-1;;5714;IND E COMERCIO DE MASSA ROMENA LTDA;SANDRO;05/05/2026;;60;1;04/07/2026;FATURADO;2427,28
1-TITULO_REAL;17;14974/21-1;;5714;IND E COMERCIO DE MASSA ROMENA LTDA;SANDRO;05/05/2026;;60;1;04/07/2026;FATURADO;2704,99
1-TITULO_REAL;12;4146/42-1;;5714;IND E COMERCIO DE MASSA ROMENA LTDA;SANDRO;05/05/2026;;60;1;04/07/2026;FATURADO;2614,98
1-TITULO_REAL;3;532021/700-1;;1792;MILTON R.MARQUES/A.PERES/J ROS;WERTER;19/06/2026;;15;1;04/07/2026;FATURADO;805,65
1-TITULO_REAL;14;532006/700-1;;1792;MILTON R.MARQUES/A.PERES/J ROS;WERTER;19/06/2026;;15;1;04/07/2026;FATURADO;299,54
1-TITULO_REAL;14;714675/700-1;;1792;MILTON R.MARQUES/A.PERES/J ROS;WERTER;19/06/2026;;15;1;04/07/2026;FATURADO;185,92
1-TITULO_REAL;15;1877769/1-1;;3266;NILO TOZZO DISTRIBUIDORA LTDA;BATISTA;20/05/2026;;45;1;04/07/2026;FATURADO;28585,97
1-TITULO_REAL;12;1512166/1-1;;16353;SEARA ALIMENTOS LTDA;SANDRO;03/06/2026;;31;1;04/07/2026;FATURADO;1071,97
1-TITULO_REAL;13;151/1-1;;11690;TIAGO MACHADO ZIANI;MODELO;20/05/2026;;45;1;04/07/2026;FATURADO;1860
1-TITULO_REAL;15;136696/1-1;;9543;CARGNELUTTI COM DE GAS LTDA;MODELO;21/05/2026;;45;1;05/07/2026;FATURADO;660
1-TITULO_REAL;50;210872/2-3;;22557;CATAVENTO DISTRIBUIDORA DE LIVROS LTDA;NUJUD;06/05/2026;;60;3;05/07/2026;FATURADO;17873,5
1-TITULO_REAL;3;5373/001-1;;10288;DEFENSUL SISTEMA ELETRONICO DE SEGURANÇA;MODELO;05/07/2026;;0;1;05/07/2026;FATURADO;6583,5
1-TITULO_REAL;11;186156/1-1;;6394;ERVATEIRA SEIVA PURA LTDA;NIDAL;05/06/2026;;30;1;05/07/2026;FATURADO;3806
1-TITULO_REAL;18;186091/1-1;;6394;ERVATEIRA SEIVA PURA LTDA;NIDAL;05/06/2026;;30;1;05/07/2026;FATURADO;7910
1-TITULO_REAL;18;65127/1-1;;17048;ERVATEIRA TOMELERO LTDA;NIDAL;05/06/2026;;30;1;05/07/2026;FATURADO;2395
1-TITULO_REAL;14;14977/21-1;;5714;IND E COMERCIO DE MASSA ROMENA LTDA;WERTER;06/05/2026;;60;1;05/07/2026;FATURADO;166,9
1-TITULO_REAL;8;14976/21-1;;5714;IND E COMERCIO DE MASSA ROMENA LTDA;SANDRO;06/05/2026;;60;1;05/07/2026;FATURADO;1503,82
1-TITULO_REAL;14;14977/21-1;;5714;IND E COMERCIO DE MASSA ROMENA LTDA;SANDRO;06/05/2026;;60;1;05/07/2026;FATURADO;166,9
1-TITULO_REAL;5;181920/1-1;;16654;NOP IND E COM DE ALIMENTOS LTDA EPP;SANDRO;03/06/2026;;32;1;05/07/2026;FATURADO;1692,15
1-TITULO_REAL;8;181918/1-1;;16654;NOP IND E COM DE ALIMENTOS LTDA EPP;SANDRO;03/06/2026;;32;1;05/07/2026;FATURADO;1172,1
1-TITULO_REAL;3;181921/1-1;;16654;NOP IND E COM DE ALIMENTOS LTDA EPP;SANDRO;03/06/2026;;32;1;05/07/2026;FATURADO;1231
1-TITULO_REAL;12;2454277/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;1307,32
1-TITULO_REAL;12;2454275/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;975,04
1-TITULO_REAL;17;2454070/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;3974,82
1-TITULO_REAL;17;2454067/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;3601,98
1-TITULO_REAL;8;2454055/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;687,28
1-TITULO_REAL;4;2454050/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;1465,74
1-TITULO_REAL;14;2454152/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;1689,52
1-TITULO_REAL;2;2454047/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;1689,58
1-TITULO_REAL;18;2456673/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;30/05/2026;;36;1;05/07/2026;FATURADO;113,2
1-TITULO_REAL;12;2456462/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;30/05/2026;;36;1;05/07/2026;FATURADO;113,2
1-TITULO_REAL;6;2456455/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;30/05/2026;;36;1;05/07/2026;FATURADO;113,2
1-TITULO_REAL;17;2456452/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;30/05/2026;;36;1;05/07/2026;FATURADO;112,2
1-TITULO_REAL;14;2456456/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;30/05/2026;;36;1;05/07/2026;FATURADO;113,2
1-TITULO_REAL;3;2454043/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;3353,98
1-TITULO_REAL;3;2454045/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;3022,96
1-TITULO_REAL;5;2454051/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;661,96
1-TITULO_REAL;6;2454053/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;914,56
1-TITULO_REAL;6;2454052/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;662,2
1-TITULO_REAL;7;2454054/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;787,72
1-TITULO_REAL;11;2454211/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;1044,46
1-TITULO_REAL;11;2454213/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;799,24
1-TITULO_REAL;18;2454006/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;1210,6
1-TITULO_REAL;18;2454004/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;1919,92
1-TITULO_REAL;13;2454075/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;1547,2
1-TITULO_REAL;13;2454077/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;1093,72
1-TITULO_REAL;14;2454150/1-1;;15318;PODAL IND E COM DE ALIMENTOS LTDA;BATISTA;29/05/2026;;37;1;05/07/2026;FATURADO;1193,68
1-TITULO_REAL;12;67255408/700-1;;4383;POMAR POLO SUL FRUTAS LTDA;LAURINDO;05/06/2026;;30;1;05/07/2026;FATURADO;983,7
1-TITULO_REAL;15;139074/1-2;;9605;PONCHE VERDE INDL. DO MATE LTDA.;NIDAL;21/05/2026;;45;2;05/07/2026;FATURADO;44655
2-PROJECAO_PEDIDO;8;;73238;9648;EQUILIBRIO SAUDAVEL PROD NATURAIS EIRELI;WERTER;28/05/2026;07/06/2026;28;1;05/07/2026;PENDENTE INTEGRAL;600
2-PROJECAO_PEDIDO;11;;73239;9648;EQUILIBRIO SAUDAVEL PROD NATURAIS EIRELI;WERTER;28/05/2026;07/06/2026;28;1;05/07/2026;PENDENTE INTEGRAL;600
2-PROJECAO_PEDIDO;18;;73244;9648;EQUILIBRIO SAUDAVEL PROD NATURAIS EIRELI;WERTER;28/05/2026;07/06/2026;28;1;05/07/2026;PENDENTE INTEGRAL;71,7
2-PROJECAO_PEDIDO;6;;73237;9648;EQUILIBRIO SAUDAVEL PROD NATURAIS EIRELI;WERTER;28/05/2026;07/06/2026;28;1;05/07/2026;PENDENTE INTEGRAL;652,2
