DEPARTAMENTO;COMPRADOR;CODIGO_EMPRESA;CODIGO_PRODUTO;DESCRICAO_PRODUTO;STATUS_COMPRA;EMBL_COMPRA;EMBL_TRANSFERENCIA;QUANTIDADE_DISPONIVEL;QTD_PEND_PEDCOMPRA;QTD_VENDIDA_30D;QUANTIDADE_ESTOQUE_MINIMO;QUANTIDADE_ESTOQUE_MAXIMO
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5187;COTONETE JOHNSON 75UN;Ativo;1;60;27;24;14;24;36
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;35200;CP 360 NATURE C ALCA 250ML F;Ativo;6;6;0;0;0;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;35201;CP 360 NATURE C ALCA 250ML M;Ativo;6;6;0;0;0;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16718;CP LOLLY ANTIVAZ C ALCA 250ML AZUL;Ativo;6;6;1;0;0;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16719;CP LOLLY ANTIVAZ C ALCA 250ML ROSA;Ativo;6;6;3;0;1;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16908;CR COTTONBABY 45G PREV ASSADURAS;Ativo;12;12;12;0;2;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5192;CR DEN COLGATE 140G NAT EXTR CARVAO ATIVADO;Ativo;48;48;2;0;28;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5197;CR DEN COLGATE 180G TRI ACAO MENTA;Ativo;72;72;-56;450;109;54;126
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5203;CR DEN COLGATE 70G LUMIN WHITE GLOW;Ativo;12;12;0;0;0;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5216;CR DEN COLGATE 90G CARVAO ATIVADO;Ativo;48;48;63;0;11;36;84
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5220;CR DEN COLGATE 90G MPA;Ativo;72;72;131;216;326;108;252
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5217;CR DEN COLGATE 90G NAT EXT CARVAO;Ativo;48;48;12;144;34;36;84
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16841;CR DEN COLGATE 90G SENS PRO ALIVIO;Ativo;48;48;59;0;2;36;84
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5229;CR DEN COLGATE L180 P140 TRI MENTA;Ativo;72;72;121;144;45;54;126
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5191;CR DEN COLGATE LUMIN WHITE 140G CARVAO ATIVADO;Ativo;48;48;30;0;19;36;84
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5204;CR DEN COLGATE LUMIN WHITE 70G BRILLIANT MINT;Ativo;48;48;84;0;17;36;84
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5206;CR DEN COLGATE LUMIN WHITE 70G CARVAO ATIVADO;Ativo;48;48;77;0;19;36;84
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5196;CR DEN COLGATE MPA 180G;Ativo;72;72;68;0;95;54;126
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16842;CR DEN COLGATE SENS XTREME 140G;Ativo;48;48;107;0;3;36;84
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16848;CR DEN COLGATE T 12 180G GENG REFOR;Ativo;48;48;23;48;13;36;84
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16844;CR DEN COLGATE T ACAO XTRA 120G WHITE;Ativo;72;72;107;0;76;54;126
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5215;CR DEN COLGATE T ACAO XTRA 70G WHITE;Ativo;12;12;85;84;59;108;252
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16846;CR DEN COLGATE TT12 180G ANTI TARTARO;Ativo;12;12;0;0;0;36;84
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;33779;CR DEN COLGATE TT12 180G ORIG MINT;Ativo;12;12;147;0;6;36;84
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16851;CR DEN COLGATE TT12 220G MINT;Ativo;48;48;0;0;0;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5222;CR DEN COLGATE TT12 90G ADVAN FRESH;Ativo;12;12;38;0;10;36;84
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5223;CR DEN COLGATE TT12 90G WHITENING;Ativo;48;48;67;0;13;36;84
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16853;CR DEN COLGATE WHITENING 180G;Ativo;48;48;21;48;14;36;84
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5235;CR DEN ORAL B 70G 3D WHIT BRI FRESH;Ativo;12;12;0;0;0;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5239;CR DEN SENSODYNE 90G LIMPEZA PROFUND;Ativo;1;60;59;0;5;7;10
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16874;CR DEN SORRISO 120G TRIPLA LIMPEZA COMPLETA;Ativo;72;72;572;0;70;54;126
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5273;CR DEN SORRISO 180G;Ativo;12;12;34;12;35;54;126
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5244;CR DEN SORRISO 70G TRIPLA LIMPEZA COMPLETA;Ativo;12;12;1258;0;106;108;252
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5246;CR DEN SORRISO 90G CARVAO ATIVADO;Ativo;12;12;44;0;25;54;126
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5249;CR DENT CLOSE UP 70G PROT BIOATIVA;Ativo;72;72;70;0;79;54;126
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5250;CR DENT CLOSE UP 70G TRIPLE HORTELA;Ativo;72;72;541;0;102;54;126
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5251;CR DENT CLOSE UP 70G TRIPLE MENTA;Ativo;72;72;-23;0;22;54;126
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5252;CR DENT CLOSE UP 70G TRIPLE MENTA AMER;Ativo;72;72;357;0;226;54;126
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16827;CR DENT COLGATE 180G CARVAO;Ativo;48;48;94;0;6;36;84
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16830;CR DENT COLGATE MPA 120G;Ativo;72;72;64;144;90;54;126
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;34568;CR DENT COLGATE NATURALS 90G BIC E HORTELA;Ativo;12;12;0;0;0;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5225;CR DENT COLGATE T ACAO 90G HORTELA;Ativo;72;72;7;0;1;108;252
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5226;CR DENT COLGATE T ACAO 90G ORIG;Ativo;72;72;52;288;276;72;144
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16857;CR DENT ORAL-B DETOX ANTI 130G;Ativo;1;1;0;0;0;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5238;CR DENT SENSODYNE 50G BRA EXT FRESH;Ativo;12;12;72;0;0;28;64
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5241;CR DENT SENSODYNE 90G BRANQ EXTRA FRE;Ativo;1;60;56;0;1;28;64
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5242;CR DENT SENSODYNE 90G PROTECAO COMP;Ativo;1;60;74;36;4;7;10
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5243;CR DENT SENSODYNE 90G RAPIDO ALIVIO;Ativo;1;60;35;0;3;28;64
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16865;CR DENT SENSODYNE SENS GENGIVAS 100G;Ativo;12;12;40;24;2;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16870;CR DENT SORRISO 120G DENTES BCOS;Ativo;72;72;464;0;43;72;216
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16866;CR DENT SORRISO 2 EM 1 120G;Ativo;72;72;79;0;21;54;126
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5247;CR DENT SORRISO 90G DENTES BCOS;Ativo;12;12;132;0;64;108;252
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;34301;CR DENT SORRISO 90G KOLYNOS;Ativo;144;144;343;0;27;7;10
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5253;CR DENTAL CLOSE UP 100G LIQUIFRESH ICE;Ativo;12;12;46;24;49;54;126
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5254;CR DENTAL CLOSE UP 100G LIQUIFRESH RED HOT;Ativo;12;12;22;0;12;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5257;CR DENTAL CLOSE UP 70G BIO ANTI CAR;Ativo;1;1;0;0;0;54;126
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5258;CR DENTAL CLOSE UP 85G CARVAO ADIV;Ativo;12;12;0;0;0;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5269;CR DENTAL ORAL B 123 70G;Ativo;108;108;-117;1404;224;250;300
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;7243;CR DENTAL ORAL B 175G 100;Ativo;24;24;0;0;0;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;37116;CR DENTAL ORAL B 3D WHITE 140G;Ativo;24;24;0;0;0;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5263;CR DENTAL ORAL B 50G KIDS MICKEY;Ativo;24;24;14;24;13;18;42
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5271;CR DENTAL ORAL B 70G EXTRA BRANCO;Ativo;48;48;7;48;77;36;84
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5272;CR DENTAL ORAL B 70G EXTRA FRESH;Ativo;48;48;77;0;11;36;84
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;37119;CR DENTAL ORAL B EXTRA BCO 180GR;Ativo;24;24;0;0;0;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5260;CR DENTAL ORAL-B 102G DETOX ANTITAR;Ativo;1;1;14;0;1;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5267;CR DENTAL ORAL-B 70G 4 EM 1;Ativo;48;48;36;48;39;72;84
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;9207;CR DENTAL SENSODYNE RAP ALIVIO 50G;Ativo;12;12;57;0;10;28;64
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5275;CR DENTAL TANDY 50G MORANGO;Ativo;12;12;13;0;20;54;126
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5276;CR DENTAL TANDY 50G TUTTI FRUTI;Ativo;12;12;73;0;12;54;126
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5277;CR DENTAL TANDY 50G UVA;Ativo;12;12;0;0;0;50;122
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;9215;CR DI HELLEN CUID ESP COLAGENO 120G;Ativo;12;12;13;0;3;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16877;CR DI HELLEN HIDRATANTE FACIAL 50G;Ativo;12;12;3;24;0;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16878;CR DI HELLEN P RESSECADOS 120G;Ativo;12;12;4;12;5;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16879;CR FACIAL NIVEA ANTISSINAIS 100G;Ativo;1;1;0;0;0;7;10
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;9218;CR HID VEG AQUAGEL CLOY 200ML;Ativo;1;12;7;0;0;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;9220;CR MASSAGEM DAGUA PIMENTA NEGRA650G;Ativo;1;1;9;0;0;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16897;CR MASSAGEM HIDRAMAIS 500G NEUTRO;Ativo;1;1;4;0;0;7;10
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16903;CR NIVEA LT 56G;Ativo;1;1;0;0;0;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16914;CR P PENT NIELY H AGUA COCO 250G;Ativo;12;12;9;12;0;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16915;CR P/PENT NIELY HID MAX 280G;Ativo;1;1;0;0;0;12;24
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5279;CR PENT DOVE 200ML RECONSTRUCAO;Ativo;1;12;0;0;0;12;24
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5280;CR PENT DOVE 355ML TEXT REAIS CACHEADO;Ativo;1;12;0;0;0;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5283;CR PENT ELSEVE 250ML CACHOS DOS SONH;Ativo;12;12;20;0;2;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5284;CR PENT ELSEVE 250ML GLYCOLIC GLOSS;Ativo;12;12;21;0;1;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5285;CR PENT ELSEVE 250ML HIALURONICO;Ativo;12;12;0;0;0;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5287;CR PENT ELSEVE 250ML LISO SONHOS E;Ativo;12;12;21;0;3;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5288;CR PENT ELSEVE 250ML LONGO DOS SONHO;Ativo;12;12;14;0;0;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5290;CR PENT ELSEVE 250ML RT5+REPARACAO;Ativo;12;12;0;0;0;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;36185;CR PENT ELSEVE COLLAGEN 250ML;Ativo;12;12;0;0;0;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5291;CR PENT MONANGE 300ML CACHOS QUE TAL;Ativo;12;12;12;0;8;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5292;CR PENT MONANGE 300ML HIDRATA C/PODER;Ativo;12;12;2;0;3;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5293;CR PENT MONANGE 300ML LISOS TE QUERO;Ativo;12;12;19;0;4;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5294;CR PENT MONANGE 300ML QUIMICA S/DRAMA;Ativo;12;12;19;0;10;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5295;CR PENT PANTENE 240G BAMBU;Ativo;12;12;16;0;4;12;24
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5296;CR PENT PANTENE 240G BIOTINAMINA;Ativo;12;12;27;0;1;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5297;CR PENT PANTENE 240G HIDRATACAO;Ativo;12;12;19;0;1;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5301;CR PENT SEDA 300ML BABOSA/OLEOS;Ativo;12;12;17;0;5;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5302;CR PENT SEDA 300ML CACH DEFINIDOS;Ativo;12;12;14;0;22;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5303;CR PENT SEDA 300ML COLAGENO E VIT;Ativo;12;12;16;0;13;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5304;CR PENT SEDA 300ML HIDRAT ANTI NOS;Ativo;12;12;9;0;2;12;24
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5305;CR PENT SEDA 300ML JUNTINHOS CACHOS;Ativo;12;12;18;0;4;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5307;CR PENT SEDA 300ML JUNTINHOS TODOS OS TIPOS;Ativo;12;12;-3;0;16;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5308;CR PENT SEDA 300ML LISO PERFEITO;Ativo;12;12;8;12;16;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5309;CR PENT SEDA 300ML LUMINOUS UV;Ativo;12;12;20;0;2;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5312;CR PENT SEDA 300ML PREBIO/BIOTINA;Ativo;12;12;0;0;0;12;24
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5313;CR PENT SEDA 300ML PRETO LUMINOSO;Ativo;12;12;-1;0;15;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5314;CR PENT SEDA 300ML SOS CERAMIDAS;Ativo;12;12;5;0;19;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5316;CR PENT SEDA 350ML BOOM DEFINICAO FLEXI;Ativo;12;12;20;0;8;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5317;CR PENT SEDA 350ML BOOM DEFINICAO INTEN;Ativo;12;12;10;0;1;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5319;CR PENT SEDA 350ML BOOM VOLUME MAXIMO;Ativo;12;12;11;0;9;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5327;CR PENT VINI LADY 290G BRILHO INTENSO;Ativo;24;24;9;0;9;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5328;CR PENT VINI LADY 290G COCO;Ativo;24;24;24;0;6;18;42
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5329;CR PENT VINI LADY 290G LISO INTENSO;Ativo;24;24;17;24;8;24;48
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5331;CR PENT VINI LADY 290G REPARA TOTAL;Ativo;24;24;24;0;5;18;42
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16930;CR TRAT CAPILAR HEDERA BABOSA 960G;Ativo;6;6;10;12;9;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;36186;CR TRAT ELSEVE COLLAGEN 300G;Ativo;6;6;12;0;0;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16935;CR TRAT HEDERA 960G CERAMIDAS;Ativo;6;6;2;12;10;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16936;CR TRAT HEDERA 960G LISS PERFEITO;Ativo;6;6;8;12;14;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16937;CR TRAT HEDERA 960G OLEO D ARGAN;Ativo;6;6;8;12;4;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16939;CR TRAT HEDERA SH 960G BABOSA;Ativo;6;6;9;0;1;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16940;CR TRAT HEDERA SH 960G BOMBA;Ativo;6;6;10;0;2;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16941;CR TRAT HEDERA SH 960G CER.;Ativo;6;6;13;0;2;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16942;CR TRAT HEDERA SH 960G LIS PERF;Ativo;6;6;10;0;2;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16947;CR TRAT PANTENE 270ML HIDRATACAO;Ativo;12;12;1;24;0;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5338;CR TRAT PENTEAR VINI LADY 900G ABACATE E TAMAR;Ativo;6;6;-1;0;0;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5339;CR TRAT PENTEAR VINI LADY 900G BRILHO INTENSO;Ativo;6;6;5;6;9;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5340;CR TRAT PENTEAR VINI LADY 900G COCO;Ativo;6;6;0;0;8;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5343;CR TRAT PENTEAR VINI LADY 900G LISO INTENSO;Ativo;6;6;11;0;6;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5346;CR TRAT PENTEAR VINI LADY 900G PRETO ABSOLUTO;Ativo;6;6;5;6;10;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5347;CR TRAT PENTEAR VINI LADY 900G REPARACAO TOTAL;Ativo;6;6;6;0;4;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;9229;CR TRAT VINI LADY SC 700G BRILHO INTENSO;Ativo;12;12;14;0;5;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;9231;CR TRAT VINI LADY SC 700G COCO NUTRICAO;Ativo;12;12;2;12;6;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;9232;CR TRAT VINI LADY SC 700G HIDRAT INTENSA;Ativo;12;12;14;0;7;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;9233;CR TRAT VINI LADY SC 700G LISO INTENSO;Ativo;12;12;1;0;9;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;9234;CR TRAT VINI LADY SC 700G ONDAS E CACHOS;Ativo;12;12;8;12;5;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;9236;CR TRAT VINI LADY SC 700G REPARACAO TOTAL;Ativo;12;12;8;0;4;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5355;CREME BARBA BOZZANO 65G ALOE VERA;Ativo;1;1;0;0;5;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5356;CREME BARBA BOZZANO 65G MENTOLADO;Ativo;1;1;2;0;6;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5357;CREME BARBA BOZZANO 65G PELE SENS;Ativo;1;1;11;0;7;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;33778;CREME DEN COLGATE 90G ORIG MINT;Ativo;12;12;95;0;24;36;84
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;36650;CREME DEN COLGATE 90G ORIG MINT C 3;Ativo;12;12;0;108;0;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;33895;CREME DENT CLOSE UP 100G CARVAO ATIVADO;Ativo;12;12;2;0;1;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;33894;CREME DENT CLOSE UP 128G CARVAO ATIVADO;Ativo;36;36;0;0;0;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;36397;CREME DENT COLGATE LUM COLOR 70G;Ativo;24;24;-47;0;33;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;36345;CREME DENT COLGATE T A ORIG 90G C 3;Ativo;1;1;0;0;0;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;35601;CREME DENT COLGATE TRIP ACAO 90G ORIG;Ativo;72;72;0;0;0;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5364;CREME HIDR CLOY 200G CORPORAL VITAMINA A;Ativo;12;12;10;0;1;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5365;CREME HIDR CLOY 200G CORPORAL VITAMINA B;Ativo;12;12;1;0;0;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5366;CREME HIDR CLOY 200G CORPORAL VITAMINA C;Ativo;12;12;9;0;1;10;22
PERFUMARIA E LIMPEZA;NJOUD HASSAN ZITAWI;2;34564;CREME JOAO E MARIA 40G P ASSADURA;Ativo;60;60;33;0;9;8;20
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5367;CREME MASSAGEM DAGUA 650G NEUTRO;Ativo;1;1;6;0;3;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;35581;CREME P PENT SEDA 300ML TOQUE DE SEDA;Ativo;12;12;22;0;6;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5368;CREME PANTENE 170G 3 MINUTOS HIDRATACAO;Ativo;12;12;20;0;1;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5370;CREME PANTENE 170G 3 MINUTOS NUT UMECTANTE;Ativo;12;12;5;12;0;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5371;CREME PANTENE 170G 3 MINUTOS RESTAURACAO;Ativo;12;12;9;12;1;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;33959;CREME PENT SEDA 1KG DEFINICAO FLEX;Ativo;6;6;0;0;0;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5394;CREME PENT SEDA 1KG SUPER HIDRAT;Ativo;6;6;0;12;7;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5372;CREME PREV HIPOGLOS 40G AMENDOAS;Ativo;1;12;3;0;1;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;33362;CREME REP DOVE LEAVE IN BOND 50ML;Ativo;6;6;0;0;0;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5381;CREME TRAT ELSEVE 300G CACHOS DOS SONH;Ativo;6;6;11;0;0;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5383;CREME TRAT ELSEVE 300G GLYCOLIC GLOSS;Ativo;6;6;11;0;1;6;9
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5384;CREME TRAT ELSEVE 300G HIALURONICO;Ativo;6;6;8;0;1;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5382;CREME TRAT ELSEVE 300G LONGO DOS SONHO;Ativo;6;6;10;0;2;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5389;CREME TRAT ELSEVE 300G RT5 REPARACAO;Ativo;6;6;14;0;0;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5393;CREME TRAT PANTENE 550ML COLAGENO;Ativo;1;6;0;36;4;6;12
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;34847;CREME TRATAMENTO ELSEVE 300G LISO SONHOS;Ativo;6;6;0;0;0;0;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5395;CREME VINI LADY 100G MAOS UNHA;Ativo;24;24;9;0;0;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5396;CREME VINI LADY 100G RESSECADO;Ativo;12;12;11;0;3;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16958;CREOLINA VD 50ML;Ativo;1;1;0;0;0;12;24
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;16960;CRUZWALDINA 500ML;Ativo;1;1;1;0;5;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;5405;CURATIVO BAND AID 40UN TRANS;Ativo;12;12;35;24;2;18;24
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;17025;CURATIVO COTTONBABY 10UN TRAD;Ativo;36;36;21;36;15;36;48
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;17026;CURATIVO COTTONBABY 35UN TRAD;Ativo;36;36;24;36;8;36;48
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;9260;DES AERO MONANGE 150ML DETOX FRESH;Ativo;1;12;0;0;6;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;4463;DES SANIT CX AC HARPIC DESC 50 PCT LAVANDA 02UN;Ativo;12;12;36;0;0;12;24
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;9269;DES SANIT GOTA LIMPA CX ACOP 50G MARINE;Ativo;12;12;28;0;5;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;9270;DES SANIT GOTA LIMPA CX ACOP 50G PINHO;Ativo;12;12;23;0;4;16;24
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;17106;DES SANIT HIGISOL FRESH BLIST FL UND;Ativo;12;12;19;0;4;12;24
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;17107;DES SANIT HIGISOL GEL ADES CITRICO;Ativo;12;12;33;0;5;10;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;17108;DES SANIT HIGISOLPAST AD LAV 9G C 4 PROM;Ativo;24;24;8;24;16;18;42
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;34593;DES SANIT PATO C6 PASTILHA ADES;Ativo;24;24;20;0;3;18;42
