SEQTITULO;NROEMPRESAMAE;CODESPECIE;TIPOESPECIE;NROBANCO;SEQAGENCIA;SEQDEPOSITARIO;NROEMPRESA;SEQGERENTE;SEQVENDEDOR;SEQPESSOA;VERSAOPESSOA;OBRIGDIREITO;NROTITULO;SERIETITULO;NROPARCELA;QTDPARCELA;NRODOCUMENTO;SERIEDOC;ORIGEMDOC;VLRORIGINAL;VLRNOMINAL;VLRPAGO;VLRTARIFA;VLRJUROMORA;PERJUROMORA;PERMULTA;VLRMULTA;DTAVENCIMENTO;TIPOVENCORIGINAL;DTAPROGRAMADA;DTAEMISSAO;DTAINCLUSAO;DTAQUITACAO;DTAMOVIMENTO;QTDCOBRANCA;PROVENIENCIA;ORDENACARGA;NROCARGA;DTACARGA;ACERTADACARGA;ABERTOQUITADO;SITUACAO;SITJURIDICA;OBSERVACAO;GEROUOCRATRASO;GEROUAGENDACOBR;VLRJUROSNEGOC;VLRMULTANEGOC;GERADOSCI;VLRDESCCOMERCIAL;DTAALTERACAO;USUALTERACAO;SEQPESSOANOTA;VERSAOPESSOANOTA;PAGCHEQUEVINC;LOTEPAGTO;PERCADMINISTRACAO;VLRADMINISTRACAO;IMPRIMIUFATURA;IMPRIMIUDUPLICATA;GERADOSCICANCEL;GEROUSERASA;IMPRIMIUBOLETO;LINKERP;NROALTDEPOSITARIO;SEQMOTORISTA;DTAVALNEGOCIACAO;USUNEGOCIACAO;DTANEGOCIACAO;DTAPROMESSANEGOC;USUCOBRANCA;APPORIGEM;GERADOPFIN;EXCLUIDOPFIN;GERANEGSCI;NROAUTELETRONICA;SEQGERACAOSCI;QTDCUPONS;TAXACUPOM;SEQTALAO;ULTSEQMODCARTCOBR;ULTIMAORDEMCARCOBR;DTABASECOBRANCA;DTAGERADOPEFIN;DTAEXCLUIDOPEFIN;DTAVENCIMENTOORIG;MOTIVOALTVENCTOORIG;NROGIFTCARD;NUMERONFSE;INDCONTROLASALDO;NRONSU;SEQEXPFLUXOCAIXA;SEQMOTIVOSUSPLIB;SUSPLIB;DTAALTERACAOSUSPLIB;USUALTERACAOSUSPLIB;IDSESSION;GERAESOCIAL;VLRTARCONVENIO;SEQIDENTIFICADOR;DTAHORAULTENVIOEMAIL;NROPROCIMPORTACAO;SERIENFSE
675640;3;DUPP;T;900;1;2;900;;;8976;0;O;108190;IMP;1;1;108190;0;INTE;16736,62;16736,62;0;0;0;0;0;0;2026-02-18-00.00.00.000000;P;2026-02-18-00.00.00.000000;2026-01-02-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;8976;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675676;3;DUPP;T;900;1;2;15;;;17035;0;O;150741;IMP;3;1;150741;3;INTE;16921,96;16921,96;0;0;0;0;0;0;2026-02-12-00.00.00.000000;P;2026-02-12-00.00.00.000000;2026-01-08-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;17035;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4083;;;;;;;;;;;
675679;3;DUPP;T;900;1;2;15;;;17035;0;O;150741;IMP;1;1;150741;3;INTE;16921,97;16921,97;0;0;0;0;0;0;2026-01-29-00.00.00.000000;P;2026-01-29-00.00.00.000000;2026-01-08-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;17035;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675682;3;DUPP;T;900;1;2;15;;;17035;0;O;150741;IMP;2;1;150741;3;INTE;16921,97;16921,97;0;0;0;0;0;0;2026-02-05-00.00.00.000000;P;2026-02-05-00.00.00.000000;2026-01-08-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;17035;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675685;3;DUPP;T;900;1;2;11;;;3894;0;O;6542;IMP;1;1;6542;1;INTE;16940;16940;16940;0;0;0;0;0;2026-02-02-00.00.00.000000;P;2026-02-02-00.00.00.000000;2026-01-12-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-01-31-00.00.00.000000;0;S;;;;;Q;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;3894;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5031;;;;;;;;;;;
675688;3;DUPP;T;900;1;2;18;;;4748;0;O;1442149;IMP;1;1;1442149;4;INTE;16944;16944;0;0;0;0;0;0;2026-02-18-00.00.00.000000;P;2026-02-18-00.00.00.000000;2026-01-15-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;4748;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675694;3;DUPP;T;900;1;2;17;;;7477;0;O;8621;IMP;1;1;8621;2;INTE;16974;16974;0;0;0;0;0;0;2026-02-04-00.00.00.000000;P;2026-02-04-00.00.00.000000;2026-01-03-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;7477;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675697;3;DUPP;T;900;1;2;11;;;10124;0;O;201394;IMP;1;1;201394;1;INTE;16984,31;16984,31;0;0;0;0;0;0;2026-02-05-00.00.00.000000;P;2026-02-05-00.00.00.000000;2026-01-15-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;10124;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675700;3;DUPP;T;900;1;2;15;;;12257;0;O;772718;IMP;3;1;772718;16;INTE;16995,2;16995,2;0;0;0;0;0;0;2026-02-13-00.00.00.000000;P;2026-02-13-00.00.00.000000;2025-12-13-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;12257;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675706;3;DUPP;T;900;1;2;15;;;16062;0;O;291206;IMP;1;1;291206;1;INTE;16998,9;16998,9;0;0;0;0;0;0;2026-02-16-00.00.00.000000;P;2026-02-16-00.00.00.000000;2026-01-02-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;16062;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14326;;;;;;;;;;;
675724;3;DUPP;T;900;1;2;15;;;6169;0;O;65842;IMP;5;1;65842;1;INTE;17126,4;17126,4;0;0;0;0;0;0;2026-02-06-00.00.00.000000;P;2026-02-06-00.00.00.000000;2025-11-28-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;6169;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675727;3;DUPP;T;900;1;2;15;;;6169;0;O;66462;IMP;1;1;66462;1;INTE;17126,4;17126,4;17126,4;0;0;0;0;0;2026-02-10-00.00.00.000000;P;2026-02-10-00.00.00.000000;2025-12-30-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-10-00.00.00.000000;2026-01-31-00.00.00.000000;0;S;;;;;Q;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;6169;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3245;;;;;;;;;;;
675757;3;DUPP;T;900;1;2;3;;;7477;0;O;8688;IMP;1;1;8688;2;INTE;17196;17196;0;0;0;0;0;0;2026-02-04-00.00.00.000000;P;2026-02-04-00.00.00.000000;2026-01-07-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;7477;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675769;3;DUPP;T;900;1;2;13;;;10124;0;O;201351;IMP;1;1;201351;1;INTE;17292,19;17292,19;0;0;0;0;0;0;2026-02-04-00.00.00.000000;P;2026-02-04-00.00.00.000000;2026-01-14-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;10124;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675793;3;DUPP;T;900;1;2;17;;;10124;0;O;201640;IMP;1;1;201640;1;INTE;17527,93;17527,93;0;0;0;0;0;0;2026-02-17-00.00.00.000000;P;2026-02-18-00.00.00.000000;2026-01-27-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;10124;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5356;;;;;;;;;;;
675805;3;DUPP;T;900;1;2;50;;;12663;0;O;2026286;IMP;1;1;2026286;890;INTE;17600;17600;0;0;0;0;0;0;2025-04-28-00.00.00.000000;P;2025-04-28-00.00.00.000000;2025-03-18-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;12663;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675820;3;DUPP;T;900;1;2;50;;;5431;0;O;4320;IMP;1;1;4320;1;INTE;17925;17925;0;0;0;0;0;0;2026-01-16-00.00.00.000000;P;2026-01-16-00.00.00.000000;2026-01-15-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;5431;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675823;3;DUPP;T;900;1;2;50;;;5431;0;O;32741;IMP;2;1;32741;1;INTE;17925;17925;0;0;0;0;0;0;2026-01-28-00.00.00.000000;P;2026-01-28-00.00.00.000000;2025-12-19-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;5431;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675826;3;DUPP;T;900;1;2;15;;;6560;0;O;843952;IMP;1;1;843952;1;INTE;17971,2;17971,2;0;0;0;0;0;0;2025-06-03-00.00.00.000000;P;2025-06-03-00.00.00.000000;2025-05-07-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;6560;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675829;3;DUPP;T;900;1;2;15;;;6560;0;O;843952;IMP;2;1;843952;1;INTE;17971,2;17971,2;0;0;0;0;0;0;2025-06-04-00.00.00.000000;P;2025-06-04-00.00.00.000000;2025-05-07-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;6560;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675832;3;DUPP;T;900;1;2;15;;;6560;0;O;843952;IMP;3;1;843952;1;INTE;17971,2;17971,2;0;0;0;0;0;0;2025-06-11-00.00.00.000000;P;2025-06-11-00.00.00.000000;2025-05-07-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;6560;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675838;3;DUPP;T;900;1;2;20;;;4804;0;O;20457;IMP;1;1;20457;1;INTE;18000;18000;0;0;0;0;0;0;2025-12-08-00.00.00.000000;P;2025-12-08-00.00.00.000000;2025-11-07-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;4804;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675904;3;DUPP;T;900;1;2;50;;;14297;0;O;10645;IMP;3;1;10645;1;INTE;18505,76;18505,76;0;0;0;0;0;0;2025-11-27-00.00.00.000000;P;2025-11-27-00.00.00.000000;2025-08-29-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;14297;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675910;3;DUPP;T;900;1;2;17;;;5894;0;O;382172;IMP;1;1;382172;1;INTE;18570,36;18570,36;0;0;0;0;0;0;2026-02-11-00.00.00.000000;P;2026-02-11-00.00.00.000000;2026-01-21-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;5894;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675916;3;DUPP;T;900;1;2;900;;;13756;0;O;10499;IMP;1;1;10499;0;INTE;18581,85;18581,85;0;0;0;0;0;0;2026-01-28-00.00.00.000000;P;2026-01-28-00.00.00.000000;2025-12-30-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;13756;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675925;3;DUPP;T;900;1;2;15;;;7473;0;O;420520;IMP;1;1;420520;1;INTE;18633,46;18633,46;18633,46;0;0;0;0;0;2026-02-07-00.00.00.000000;P;2026-02-09-00.00.00.000000;2026-01-08-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-09-00.00.00.000000;2026-01-31-00.00.00.000000;0;S;;;;;Q;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;7473;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2772;;;;;;;;;;;
675949;3;DUPP;T;900;1;2;15;;;13663;0;O;278175;IMP;1;1;278175;5;INTE;18861,07;18861,07;0;0;0;0;0;0;2026-02-27-00.00.00.000000;P;2026-02-27-00.00.00.000000;2026-01-13-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;13663;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675958;3;DUPP;T;900;1;2;15;;;8661;0;O;664071;IMP;1;1;664071;1;INTE;19060,79;19060,79;0;0;0;0;0;0;2026-01-27-00.00.00.000000;P;2026-01-27-00.00.00.000000;2026-01-09-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;8661;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675973;3;DUPP;T;900;1;2;12;;;8755;0;O;3913;IMP;1;1;3913;2;INTE;19439;19439;0;0;0;0;0;0;2025-11-27-00.00.00.000000;P;2025-11-27-00.00.00.000000;2024-08-24-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;8755;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
675988;3;DUPP;T;900;1;2;900;;;13756;0;O;10580;IMP;1;1;10580;0;INTE;19474,07;19474,07;0;0;0;0;0;0;2026-03-14-00.00.00.000000;P;2026-03-16-00.00.00.000000;2026-01-23-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;13756;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
676051;3;DUPP;T;900;1;2;15;;;9095;0;O;6840;IMP;1;1;6840;2;INTE;20223;20223;0;0;0;0;0;0;2026-02-16-00.00.00.000000;P;2026-02-16-00.00.00.000000;2026-01-19-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;9095;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14326;;;;;;;;;;;
676060;3;DUPP;T;900;1;2;15;;;9095;0;O;6840;IMP;4;1;6840;2;INTE;20223;20223;0;0;0;0;0;0;2026-03-09-00.00.00.000000;P;2026-03-09-00.00.00.000000;2026-01-19-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-03-05-10.14.42.000000;INTEGRACAO;9095;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25517;;;;;;;;;;;
676066;3;DUPP;T;900;1;2;17;;;8714;0;O;601940;IMP;1;1;601940;1;INTE;20283,97;20283,97;20283,97;0;0;0;0;0;2026-02-02-00.00.00.000000;P;2026-02-02-00.00.00.000000;2025-12-29-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-02-00.00.00.000000;2026-01-31-00.00.00.000000;0;S;;;;;Q;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;8714;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;598;;;;;;;;;;;
676078;3;DUPP;T;900;1;2;20;;;14039;0;O;439061;IMP;1;1;439061;1;INTE;20400;20400;0;0;0;0;0;0;2025-12-07-00.00.00.000000;P;2025-12-08-00.00.00.000000;2025-11-07-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;14039;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
676120;3;DUPP;T;900;1;2;15;;;4968;0;O;315958;IMP;2;1;315958;1;INTE;20773,31;20773,31;0;0;0;0;0;0;2026-01-29-00.00.00.000000;P;2026-01-29-00.00.00.000000;2025-12-18-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;4968;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
676123;3;DUPP;T;900;1;2;15;;;4968;0;O;315958;IMP;3;1;315958;1;INTE;20779,55;20779,55;0;0;0;0;0;0;2026-02-05-00.00.00.000000;P;2026-02-05-00.00.00.000000;2025-12-18-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;4968;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
676150;3;DUPP;T;900;1;2;15;;;6798;1;O;227029;IMP;1;1;227029;2;INTE;21034,2;21034,2;0;0;0;0;0;0;2026-02-06-00.00.00.000000;P;2026-02-06-00.00.00.000000;2026-01-09-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;6798;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
676156;3;DUPP;T;900;1;2;15;;;8661;0;O;664062;IMP;1;1;664062;1;INTE;21067,2;21067,2;0;0;0;0;0;0;2026-01-27-00.00.00.000000;P;2026-01-27-00.00.00.000000;2026-01-09-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;8661;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
676186;3;DUPP;T;900;1;2;20;;;7737;0;O;2098;IMP;1;1;2098;1;INTE;21554;21554;0;0;0;0;0;0;2026-01-07-00.00.00.000000;P;2026-01-07-00.00.00.000000;2025-11-28-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;7737;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
676192;3;DUPP;T;900;1;2;900;;;8976;0;O;71221;IMP;1;1;71221;0;INTE;21665,79;21665,79;0;0;0;0;0;0;2025-03-13-00.00.00.000000;P;2025-03-13-00.00.00.000000;2024-12-16-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;8976;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
676201;3;DUPP;T;900;1;2;15;;;3266;0;O;1844685;IMP;1;1;1844685;1;INTE;21714,94;21714,94;0;0;0;0;0;0;2026-02-06-00.00.00.000000;P;2026-02-06-00.00.00.000000;2025-12-23-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;3266;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
676234;3;DUPP;T;900;1;2;15;;;15441;0;O;2330638;IMP;1;1;2330638;2;INTE;21940,49;21940,49;0;0;0;0;0;0;2026-02-04-00.00.00.000000;P;2026-02-04-00.00.00.000000;2026-01-04-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;15441;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
676240;3;DUPP;T;900;1;2;15;;;15441;0;O;2330637;IMP;1;1;2330637;2;INTE;21979,52;21979,52;0;0;0;0;0;0;2026-02-04-00.00.00.000000;P;2026-02-04-00.00.00.000000;2026-01-04-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;15441;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
676258;3;DUPP;T;900;1;2;8;;;3357;0;O;142613693;IMP;1;1;142613693;0;INTE;22100,53;22100,53;0;0;0;0;0;0;2026-01-28-00.00.00.000000;P;2026-01-28-00.00.00.000000;2026-01-09-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;3357;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
676273;3;DUPP;T;900;1;2;12;;;7477;0;O;8695;IMP;1;1;8695;2;INTE;22192;22192;0;0;0;0;0;0;2026-02-04-00.00.00.000000;P;2026-02-04-00.00.00.000000;2026-01-07-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;7477;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
676294;3;DUPP;T;900;1;2;7;;;3357;0;O;142613694;IMP;1;1;142613694;0;INTE;22510,32;22510,32;0;0;0;0;0;0;2026-01-28-00.00.00.000000;P;2026-01-28-00.00.00.000000;2026-01-09-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;3357;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
676321;3;DUPP;T;900;1;2;50;;;3474;0;O;29358;IMP;1;1;29358;1;INTE;22991,63;22991,63;0;0;0;0;0;0;2025-05-09-00.00.00.000000;P;2025-05-09-00.00.00.000000;2025-04-25-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;3474;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
676330;3;DUPP;T;900;1;2;16;;;16727;0;O;243374;IMP;1;1;243374;1;INTE;23288,45;23288,45;23288,45;0;0;0;0;0;2026-02-09-00.00.00.000000;P;2026-02-09-00.00.00.000000;2026-01-12-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-09-00.00.00.000000;2026-01-31-00.00.00.000000;0;S;;;;;Q;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;16727;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2776;;;;;;;;;;;
676339;3;DUPP;T;900;1;2;15;;;8661;0;O;664072;IMP;1;1;664072;1;INTE;23347,2;23347,2;0;0;0;0;0;0;2026-01-27-00.00.00.000000;P;2026-01-27-00.00.00.000000;2026-01-09-00.00.00.000000;2026-02-02-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;8661;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;
676342;3;DUPP;T;900;1;2;15;;;6424;0;O;2575482;IMP;3;1;2575482;2;INTE;23410,12;23410,12;23410,12;0;0;0;0;0;2026-02-09-00.00.00.000000;P;2026-02-09-00.00.00.000000;2025-12-11-00.00.00.000000;2026-02-02-00.00.00.000000;2026-02-09-00.00.00.000000;2026-01-31-00.00.00.000000;0;S;;;;;Q;N;N;;;;;;;;2026-02-02-00.00.00.000000;INTEGRACAO;6424;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2777;;;;;;;;;;;
