SEQFAMILIA;SEQCATEGORIA;NRODIVISAO;STATUS;INDREPLICACAO;INDGEROUREPLICACAO;DTABASEEXPORTACAO;NROBASEEXPORTACAO;DATAHORAALTERACAO;DATAHORAINTEGRAECOMMERCE;USUARIOALTERACAO;SEQCORRESPONDENCIA;NROBASEEXPORTACAOERP
410;1;1;I;S;;2026-06-11-16.05.56.000000;5483615;2026-06-11-16.05.56.000000;;JORSALDA;;0
410;2;1;I;S;;2026-06-11-16.05.56.000000;5483615;2026-06-11-16.05.56.000000;;JORSALDA;;0
410;3;1;A;S;;2024-10-05-10.17.27.000000;1758491;2024-10-05-10.17.27.000000;;LUSENA;;
410;4;1;A;S;;2024-10-05-10.17.27.000000;1758491;2024-10-05-10.17.27.000000;;LUSENA;;
410;5;1;A;S;;2024-10-05-10.17.27.000000;1758491;2024-10-05-10.17.27.000000;;LUSENA;;
410;6;1;A;S;;2024-10-05-10.17.27.000000;1758491;2024-10-05-10.17.27.000000;;LUSENA;;
411;1;1;I;S;;2026-06-11-16.07.30.000000;5483617;2026-06-11-16.07.30.000000;;JORSALDA;;0
411;2;1;I;S;;2026-06-11-16.07.30.000000;5483617;2026-06-11-16.07.30.000000;;JORSALDA;;0
411;3;1;A;S;;2024-10-05-10.26.35.000000;1758600;2024-10-05-10.26.35.000000;;LUSENA;;
411;4;1;A;S;;2024-10-05-10.26.35.000000;1758600;2024-10-05-10.26.35.000000;;LUSENA;;
411;5;1;A;S;;2024-10-05-10.26.35.000000;1758600;2024-10-05-10.26.35.000000;;LUSENA;;
411;6;1;A;S;;2024-10-05-10.26.35.000000;1758600;2024-10-05-10.26.35.000000;;LUSENA;;
412;1;1;I;S;;2026-06-12-15.33.17.000000;5485615;2026-06-12-15.33.17.000000;;JORSALDA;;0
412;2;1;I;S;;2026-06-12-15.33.17.000000;5485615;2026-06-12-15.33.17.000000;;JORSALDA;;0
412;3;1;A;S;;2024-10-05-10.56.05.000000;1758950;2024-10-05-10.56.05.000000;;LUSENA;;
412;4;1;A;S;;2024-10-05-10.56.05.000000;1758950;2024-10-05-10.56.05.000000;;LUSENA;;
412;5;1;A;S;;2024-10-05-10.56.05.000000;1758950;2024-10-05-10.56.05.000000;;LUSENA;;
412;6;1;A;S;;2024-10-05-10.56.05.000000;1758950;2024-10-05-10.56.05.000000;;LUSENA;;
413;1;1;I;S;;2026-05-29-17.14.19.000000;5455331;2026-05-29-17.14.19.000000;;JORSALDA;;0
413;2;1;I;S;;2026-05-29-17.14.19.000000;5455331;2026-05-29-17.14.19.000000;;JORSALDA;;0
413;3;1;A;S;;2024-10-05-11.19.57.000000;1759234;2024-10-05-11.19.57.000000;;LUSENA;;
413;4;1;A;S;;2024-10-05-11.19.57.000000;1759234;2024-10-05-11.19.57.000000;;LUSENA;;
413;5;1;A;S;;2024-10-05-11.19.57.000000;1759234;2024-10-05-11.19.57.000000;;LUSENA;;
413;6;1;A;S;;2024-10-05-11.19.57.000000;1759234;2024-10-05-11.19.57.000000;;LUSENA;;
401;2187;1;I;S;;2026-06-10-08.58.17.000000;5480873;2026-06-10-08.58.17.000000;;LUSENA;;0
401;2123;1;A;S;;2026-06-10-08.58.17.000000;5480873;2026-06-10-08.58.17.000000;;LUSENA;;0
401;2118;1;A;S;;2026-06-10-08.58.17.000000;5480873;2026-06-10-08.58.17.000000;;LUSENA;;0
401;2117;1;A;S;;2026-06-10-08.58.17.000000;5480873;2026-06-10-08.58.17.000000;;LUSENA;;0
401;2114;1;A;S;;2026-06-10-08.58.17.000000;5480873;2026-06-10-08.58.17.000000;;LUSENA;;0
396;2187;1;I;S;;2026-06-10-08.59.40.000000;5480875;2026-06-10-08.59.40.000000;;LUSENA;;0
396;2123;1;A;S;;2026-06-10-08.59.41.000000;5480875;2026-06-10-08.59.41.000000;;LUSENA;;0
396;2118;1;A;S;;2026-06-10-08.59.41.000000;5480875;2026-06-10-08.59.41.000000;;LUSENA;;0
396;2117;1;A;S;;2026-06-10-08.59.41.000000;5480875;2026-06-10-08.59.41.000000;;LUSENA;;0
396;2114;1;A;S;;2026-06-10-08.59.41.000000;5480875;2026-06-10-08.59.41.000000;;LUSENA;;0
398;2187;1;I;S;;2026-06-10-08.58.18.000000;5480873;2026-06-10-08.58.18.000000;;LUSENA;;0
398;2123;1;A;S;;2026-06-10-08.58.18.000000;5480873;2026-06-10-08.58.18.000000;;LUSENA;;0
398;2118;1;A;S;;2026-06-10-08.58.18.000000;5480873;2026-06-10-08.58.18.000000;;LUSENA;;0
398;2117;1;A;S;;2026-06-10-08.58.18.000000;5480873;2026-06-10-08.58.18.000000;;LUSENA;;0
398;2114;1;A;S;;2026-06-10-08.58.18.000000;5480873;2026-06-10-08.58.18.000000;;LUSENA;;0
406;2187;1;I;S;;2026-05-29-14.49.38.000000;5455139;2026-05-29-14.49.38.000000;;JORSALDA;;0
406;2123;1;A;S;;2026-05-29-14.49.38.000000;5455139;2026-05-29-14.49.38.000000;;JORSALDA;;0
406;2118;1;A;S;;2026-05-29-14.49.38.000000;5455139;2026-05-29-14.49.38.000000;;JORSALDA;;0
406;2117;1;A;S;;2026-05-29-14.49.38.000000;5455139;2026-05-29-14.49.38.000000;;JORSALDA;;0
406;2114;1;A;S;;2026-05-29-14.49.38.000000;5455139;2026-05-29-14.49.38.000000;;JORSALDA;;0
404;2187;1;I;S;;2026-05-29-14.49.55.000000;5455141;2026-05-29-14.49.55.000000;;JORSALDA;;0
404;2123;1;A;S;;2026-05-29-14.49.56.000000;5455141;2026-05-29-14.49.56.000000;;JORSALDA;;0
404;2118;1;A;S;;2026-05-29-14.49.56.000000;5455141;2026-05-29-14.49.56.000000;;JORSALDA;;0
404;2117;1;A;S;;2026-05-29-14.49.56.000000;5455141;2026-05-29-14.49.56.000000;;JORSALDA;;0
404;2114;1;A;S;;2026-05-29-14.49.56.000000;5455141;2026-05-29-14.49.56.000000;;JORSALDA;;0
410;2161;1;I;S;;2026-06-11-16.05.56.000000;5483615;2026-06-11-16.05.56.000000;;JORSALDA;;0
410;2123;1;I;S;;2026-06-11-16.05.56.000000;5483615;2026-06-11-16.05.56.000000;;JORSALDA;;0
410;2118;1;I;S;;2026-06-11-16.05.56.000000;5483615;2026-06-11-16.05.56.000000;;JORSALDA;;0
410;2117;1;I;S;;2026-06-11-16.05.56.000000;5483615;2026-06-11-16.05.56.000000;;JORSALDA;;0
410;2114;1;I;S;;2026-06-11-16.05.56.000000;5483615;2026-06-11-16.05.56.000000;;JORSALDA;;0
411;2161;1;I;S;;2026-06-11-16.07.30.000000;5483617;2026-06-11-16.07.30.000000;;JORSALDA;;0
411;2123;1;I;S;;2026-06-11-16.07.30.000000;5483617;2026-06-11-16.07.30.000000;;JORSALDA;;0
411;2118;1;I;S;;2026-06-11-16.07.30.000000;5483617;2026-06-11-16.07.30.000000;;JORSALDA;;0
411;2117;1;I;S;;2026-06-11-16.07.30.000000;5483617;2026-06-11-16.07.30.000000;;JORSALDA;;0
411;2114;1;I;S;;2026-06-11-16.07.30.000000;5483617;2026-06-11-16.07.30.000000;;JORSALDA;;0
412;2161;1;I;S;;2026-06-12-15.33.17.000000;5485615;2026-06-12-15.33.17.000000;;JORSALDA;;0
412;2123;1;I;S;;2026-06-12-15.33.17.000000;5485615;2026-06-12-15.33.17.000000;;JORSALDA;;0
412;2118;1;I;S;;2026-06-12-15.33.17.000000;5485615;2026-06-12-15.33.17.000000;;JORSALDA;;0
412;2117;1;I;S;;2026-06-12-15.33.17.000000;5485615;2026-06-12-15.33.17.000000;;JORSALDA;;0
412;2114;1;I;S;;2026-06-12-15.33.17.000000;5485615;2026-06-12-15.33.17.000000;;JORSALDA;;0
413;2161;1;I;S;;2026-05-29-17.14.19.000000;5455331;2026-05-29-17.14.19.000000;;JORSALDA;;0
413;2123;1;I;S;;2026-05-29-17.14.19.000000;5455331;2026-05-29-17.14.19.000000;;JORSALDA;;0
413;2118;1;A;S;;2026-05-29-17.14.20.000000;5455331;2026-05-29-17.14.20.000000;;JORSALDA;;0
413;2117;1;A;S;;2026-05-29-17.14.20.000000;5455331;2026-05-29-17.14.20.000000;;JORSALDA;;0
413;2114;1;A;S;;2026-05-29-17.14.20.000000;5455331;2026-05-29-17.14.20.000000;;JORSALDA;;0
409;2161;1;I;S;;2026-05-29-17.15.05.000000;5455333;2026-05-29-17.15.05.000000;;JORSALDA;;0
409;2123;1;I;S;;2026-05-29-17.15.06.000000;5455333;2026-05-29-17.15.06.000000;;JORSALDA;;0
409;2118;1;A;S;;2026-05-29-17.15.10.000000;5455333;2026-05-29-17.15.10.000000;;JORSALDA;;0
409;2117;1;A;S;;2026-05-29-17.15.11.000000;5455333;2026-05-29-17.15.11.000000;;JORSALDA;;0
409;2114;1;A;S;;2026-05-29-17.15.12.000000;5455333;2026-05-29-17.15.12.000000;;JORSALDA;;0
502;3;1;A;S;;2024-10-14-15.06.21.000000;1915662;2024-10-14-15.06.21.000000;;LUSENA;;
502;4;1;A;S;;2024-10-14-15.06.21.000000;1915662;2024-10-14-15.06.21.000000;;LUSENA;;
502;5;1;A;S;;2024-10-14-15.06.21.000000;1915662;2024-10-14-15.06.21.000000;;LUSENA;;
502;6;1;A;S;;2024-10-14-15.06.21.000000;1915662;2024-10-14-15.06.21.000000;;LUSENA;;
503;1;1;I;S;;2024-10-14-15.32.54.000000;1915977;2024-10-14-15.32.54.000000;;CARIOS;;
503;2;1;I;S;;2024-10-14-15.32.54.000000;1915977;2024-10-14-15.32.54.000000;;CARIOS;;
503;3;1;A;S;;2024-10-14-15.32.23.000000;1915971;2024-10-14-15.32.23.000000;;CARIOS;;
503;4;1;A;S;;2024-10-14-15.32.23.000000;1915971;2024-10-14-15.32.23.000000;;CARIOS;;
503;5;1;A;S;;2024-10-14-15.32.23.000000;1915971;2024-10-14-15.32.23.000000;;CARIOS;;
503;6;1;A;S;;2024-10-14-15.32.23.000000;1915971;2024-10-14-15.32.23.000000;;CARIOS;;
501;2139;1;A;S;;2024-10-14-15.32.54.000000;1915977;2024-10-14-15.32.54.000000;;CARIOS;;
501;2125;1;A;S;;2024-10-14-15.32.54.000000;1915977;2024-10-14-15.32.54.000000;;CARIOS;;
501;2118;1;A;S;;2024-10-14-15.32.54.000000;1915977;2024-10-14-15.32.54.000000;;CARIOS;;
501;2117;1;A;S;;2024-10-14-15.32.54.000000;1915977;2024-10-14-15.32.54.000000;;CARIOS;;
501;2114;1;A;S;;2024-10-14-15.32.54.000000;1915977;2024-10-14-15.32.54.000000;;CARIOS;;
503;2139;1;A;S;;2024-10-14-15.32.54.000000;1915977;2024-10-14-15.32.54.000000;;CARIOS;;
503;2125;1;A;S;;2024-10-14-15.32.54.000000;1915977;2024-10-14-15.32.54.000000;;CARIOS;;
503;2118;1;A;S;;2024-10-14-15.32.54.000000;1915977;2024-10-14-15.32.54.000000;;CARIOS;;
503;2117;1;A;S;;2024-10-14-15.32.54.000000;1915977;2024-10-14-15.32.54.000000;;CARIOS;;
503;2114;1;A;S;;2024-10-14-15.32.54.000000;1915977;2024-10-14-15.32.54.000000;;CARIOS;;
504;1;1;I;S;;2026-06-10-09.01.43.000000;5480877;2026-06-10-09.01.43.000000;;LUSENA;;0
504;2;1;I;S;;2026-06-10-09.01.43.000000;5480877;2026-06-10-09.01.43.000000;;LUSENA;;0
504;3;1;A;S;;2024-10-14-15.50.48.000000;1916190;2024-10-14-15.50.48.000000;;LUSENA;;
504;4;1;A;S;;2024-10-14-15.50.48.000000;1916190;2024-10-14-15.50.48.000000;;LUSENA;;
504;5;1;A;S;;2024-10-14-15.50.48.000000;1916190;2024-10-14-15.50.48.000000;;LUSENA;;
504;6;1;A;S;;2024-10-14-15.50.48.000000;1916190;2024-10-14-15.50.48.000000;;LUSENA;;
505;1;1;I;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
505;2;1;I;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
505;3;1;A;S;;2024-10-14-15.53.42.000000;1916225;2024-10-14-15.53.42.000000;;CARIOS;;
505;4;1;A;S;;2024-10-14-15.53.42.000000;1916225;2024-10-14-15.53.42.000000;;CARIOS;;
505;5;1;A;S;;2024-10-14-15.53.42.000000;1916225;2024-10-14-15.53.42.000000;;CARIOS;;
505;6;1;A;S;;2024-10-14-15.53.42.000000;1916225;2024-10-14-15.53.42.000000;;CARIOS;;
506;1;1;I;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
506;2;1;I;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
506;3;1;A;S;;2024-10-14-16.00.22.000000;1916304;2024-10-14-16.00.22.000000;;CARIOS;;
506;4;1;A;S;;2024-10-14-16.00.22.000000;1916304;2024-10-14-16.00.22.000000;;CARIOS;;
506;5;1;A;S;;2024-10-14-16.00.22.000000;1916304;2024-10-14-16.00.22.000000;;CARIOS;;
506;6;1;A;S;;2024-10-14-16.00.22.000000;1916304;2024-10-14-16.00.22.000000;;CARIOS;;
507;1;1;I;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
507;2;1;I;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
507;3;1;A;S;;2024-10-14-16.11.42.000000;1916439;2024-10-14-16.11.42.000000;;CARIOS;;
507;4;1;A;S;;2024-10-14-16.11.42.000000;1916439;2024-10-14-16.11.42.000000;;CARIOS;;
507;5;1;A;S;;2024-10-14-16.11.42.000000;1916439;2024-10-14-16.11.42.000000;;CARIOS;;
507;6;1;A;S;;2024-10-14-16.11.42.000000;1916439;2024-10-14-16.11.42.000000;;CARIOS;;
505;2139;1;A;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
505;2125;1;A;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
505;2118;1;A;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
505;2117;1;A;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
505;2114;1;A;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
506;2139;1;A;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
506;2125;1;A;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
506;2118;1;A;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
506;2117;1;A;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
506;2114;1;A;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
507;2139;1;A;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
507;2125;1;A;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
507;2118;1;A;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
507;2117;1;A;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
507;2114;1;A;S;;2024-10-14-16.12.06.000000;1916443;2024-10-14-16.12.06.000000;;CARIOS;;
508;1;1;I;S;;2024-10-14-16.34.48.000000;1916713;2024-10-14-16.34.48.000000;;CARIOS;;
508;2;1;I;S;;2024-10-14-16.34.48.000000;1916713;2024-10-14-16.34.48.000000;;CARIOS;;
508;3;1;A;S;;2024-10-14-16.22.05.000000;1916562;2024-10-14-16.22.05.000000;;CARIOS;;
508;4;1;A;S;;2024-10-14-16.22.05.000000;1916562;2024-10-14-16.22.05.000000;;CARIOS;;
294;1;1;I;S;;2024-09-30-14.26.10.000000;1676016;2024-09-30-14.26.10.000000;;LUSENA;;
294;2;1;I;S;;2024-09-30-14.26.10.000000;1676016;2024-09-30-14.26.10.000000;;LUSENA;;
294;3;1;A;S;;2024-09-28-08.42.36.000000;1637753;2024-09-28-08.42.36.000000;;LUSENA;;
294;4;1;A;S;;2024-09-28-08.42.36.000000;1637753;2024-09-28-08.42.36.000000;;LUSENA;;
294;5;1;A;S;;2024-09-28-08.42.36.000000;1637753;2024-09-28-08.42.36.000000;;LUSENA;;
294;6;1;A;S;;2024-09-28-08.42.36.000000;1637753;2024-09-28-08.42.36.000000;;LUSENA;;
296;1;1;I;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
296;2;1;I;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
296;3;1;A;S;;2024-09-28-09.05.04.000000;1638020;2024-09-28-09.05.04.000000;;LUSENA;;
296;4;1;A;S;;2024-09-28-09.05.04.000000;1638020;2024-09-28-09.05.04.000000;;LUSENA;;
296;5;1;A;S;;2024-09-28-09.05.04.000000;1638020;2024-09-28-09.05.04.000000;;LUSENA;;
296;6;1;A;S;;2024-09-28-09.05.04.000000;1638020;2024-09-28-09.05.04.000000;;LUSENA;;
298;1;1;I;S;;2024-09-30-14.26.10.000000;1676016;2024-09-30-14.26.10.000000;;LUSENA;;
298;2;1;I;S;;2024-09-30-14.26.10.000000;1676016;2024-09-30-14.26.10.000000;;LUSENA;;
298;3;1;A;S;;2024-09-28-09.28.43.000000;1638302;2024-09-28-09.28.43.000000;;LUSENA;;
298;4;1;A;S;;2024-09-28-09.28.43.000000;1638302;2024-09-28-09.28.43.000000;;LUSENA;;
298;5;1;A;S;;2024-09-28-09.28.43.000000;1638302;2024-09-28-09.28.43.000000;;LUSENA;;
298;6;1;A;S;;2024-09-28-09.28.43.000000;1638302;2024-09-28-09.28.43.000000;;LUSENA;;
299;1;1;I;S;;2024-09-30-14.26.10.000000;1676016;2024-09-30-14.26.10.000000;;LUSENA;;
299;2;1;I;S;;2024-09-30-14.26.10.000000;1676016;2024-09-30-14.26.10.000000;;LUSENA;;
299;3;1;A;S;;2024-09-28-09.35.22.000000;1638381;2024-09-28-09.35.22.000000;;LUSENA;;
299;4;1;A;S;;2024-09-28-09.35.22.000000;1638381;2024-09-28-09.35.22.000000;;LUSENA;;
299;5;1;A;S;;2024-09-28-09.35.22.000000;1638381;2024-09-28-09.35.22.000000;;LUSENA;;
299;6;1;A;S;;2024-09-28-09.35.22.000000;1638381;2024-09-28-09.35.22.000000;;LUSENA;;
301;1;1;I;S;;2024-09-30-14.26.10.000000;1676016;2024-09-30-14.26.10.000000;;LUSENA;;
301;2;1;I;S;;2024-09-30-14.26.10.000000;1676016;2024-09-30-14.26.10.000000;;LUSENA;;
301;3;1;A;S;;2024-09-28-09.53.02.000000;1638591;2024-09-28-09.53.02.000000;;LUSENA;;
301;4;1;A;S;;2024-09-28-09.53.02.000000;1638591;2024-09-28-09.53.02.000000;;LUSENA;;
301;5;1;A;S;;2024-09-28-09.53.02.000000;1638591;2024-09-28-09.53.02.000000;;LUSENA;;
301;6;1;A;S;;2024-09-28-09.53.02.000000;1638591;2024-09-28-09.53.02.000000;;LUSENA;;
303;1;1;I;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
303;2;1;I;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
303;3;1;A;S;;2024-09-28-11.42.29.000000;1639892;2024-09-28-11.42.29.000000;;LUSENA;;
303;4;1;A;S;;2024-09-28-11.42.29.000000;1639892;2024-09-28-11.42.29.000000;;LUSENA;;
303;5;1;A;S;;2024-09-28-11.42.29.000000;1639892;2024-09-28-11.42.29.000000;;LUSENA;;
303;6;1;A;S;;2024-09-28-11.42.29.000000;1639892;2024-09-28-11.42.29.000000;;LUSENA;;
304;1;1;I;S;;2024-09-30-14.26.39.000000;1676022;2024-09-30-14.26.39.000000;;LUSENA;;
304;2;1;I;S;;2024-09-30-14.26.39.000000;1676022;2024-09-30-14.26.39.000000;;LUSENA;;
304;3;1;A;S;;2024-09-30-09.04.38.000000;1672194;2024-09-30-09.04.38.000000;;LUSENA;;
304;4;1;A;S;;2024-09-30-09.04.38.000000;1672194;2024-09-30-09.04.38.000000;;LUSENA;;
304;5;1;A;S;;2024-09-30-09.04.38.000000;1672194;2024-09-30-09.04.38.000000;;LUSENA;;
304;6;1;A;S;;2024-09-30-09.04.38.000000;1672194;2024-09-30-09.04.38.000000;;LUSENA;;
306;1;1;I;S;;2024-09-30-14.26.39.000000;1676022;2024-09-30-14.26.39.000000;;LUSENA;;
306;2;1;I;S;;2024-09-30-14.26.39.000000;1676022;2024-09-30-14.26.39.000000;;LUSENA;;
306;3;1;A;S;;2024-09-30-09.14.49.000000;1672315;2024-09-30-09.14.49.000000;;LUSENA;;
306;4;1;A;S;;2024-09-30-09.14.49.000000;1672315;2024-09-30-09.14.49.000000;;LUSENA;;
306;5;1;A;S;;2024-09-30-09.14.49.000000;1672315;2024-09-30-09.14.49.000000;;LUSENA;;
306;6;1;A;S;;2024-09-30-09.14.49.000000;1672315;2024-09-30-09.14.49.000000;;LUSENA;;
308;1;1;I;S;;2024-09-30-14.26.10.000000;1676016;2024-09-30-14.26.10.000000;;LUSENA;;
308;2;1;I;S;;2024-09-30-14.26.10.000000;1676016;2024-09-30-14.26.10.000000;;LUSENA;;
308;3;1;A;S;;2024-09-30-09.33.36.000000;1672538;2024-09-30-09.33.36.000000;;LUSENA;;
308;4;1;A;S;;2024-09-30-09.33.36.000000;1672538;2024-09-30-09.33.36.000000;;LUSENA;;
308;5;1;A;S;;2024-09-30-09.33.36.000000;1672538;2024-09-30-09.33.36.000000;;LUSENA;;
308;6;1;A;S;;2024-09-30-09.33.36.000000;1672538;2024-09-30-09.33.36.000000;;LUSENA;;
309;1;1;I;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
309;2;1;I;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
309;3;1;A;S;;2024-09-30-09.43.00.000000;1672650;2024-09-30-09.43.00.000000;;LUSENA;;
309;4;1;A;S;;2024-09-30-09.43.00.000000;1672650;2024-09-30-09.43.00.000000;;LUSENA;;
309;5;1;A;S;;2024-09-30-09.43.00.000000;1672650;2024-09-30-09.43.00.000000;;LUSENA;;
309;6;1;A;S;;2024-09-30-09.43.00.000000;1672650;2024-09-30-09.43.00.000000;;LUSENA;;
312;1;1;I;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
312;2;1;I;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
312;3;1;A;S;;2024-09-30-09.56.44.000000;1672813;2024-09-30-09.56.44.000000;;LUSENA;;
312;4;1;A;S;;2024-09-30-09.56.44.000000;1672813;2024-09-30-09.56.44.000000;;LUSENA;;
312;5;1;A;S;;2024-09-30-09.56.44.000000;1672813;2024-09-30-09.56.44.000000;;LUSENA;;
312;6;1;A;S;;2024-09-30-09.56.44.000000;1672813;2024-09-30-09.56.44.000000;;LUSENA;;
314;1;1;I;S;;2024-09-30-14.25.49.000000;1676012;2024-09-30-14.25.49.000000;;LUSENA;;
314;2;1;I;S;;2024-09-30-14.25.49.000000;1676012;2024-09-30-14.25.49.000000;;LUSENA;;
314;3;1;A;S;;2024-09-30-10.24.47.000000;1673147;2024-09-30-10.24.47.000000;;LUSENA;;
314;4;1;A;S;;2024-09-30-10.24.47.000000;1673147;2024-09-30-10.24.47.000000;;LUSENA;;
314;5;1;A;S;;2024-09-30-10.24.47.000000;1673147;2024-09-30-10.24.47.000000;;LUSENA;;
314;6;1;A;S;;2024-09-30-10.24.47.000000;1673147;2024-09-30-10.24.47.000000;;LUSENA;;
317;1;1;I;S;;2024-09-30-14.26.11.000000;1676016;2024-09-30-14.26.11.000000;;LUSENA;;
317;2;1;I;S;;2024-09-30-14.26.11.000000;1676016;2024-09-30-14.26.11.000000;;LUSENA;;
317;3;1;A;S;;2024-09-30-11.03.36.000000;1673608;2024-09-30-11.03.36.000000;;LUSENA;;
317;4;1;A;S;;2024-09-30-11.03.36.000000;1673608;2024-09-30-11.03.36.000000;;LUSENA;;
317;5;1;A;S;;2024-09-30-11.03.36.000000;1673608;2024-09-30-11.03.36.000000;;LUSENA;;
317;6;1;A;S;;2024-09-30-11.03.36.000000;1673608;2024-09-30-11.03.36.000000;;LUSENA;;
318;1;1;I;S;;2024-09-30-14.26.11.000000;1676016;2024-09-30-14.26.11.000000;;LUSENA;;
318;2;1;I;S;;2024-09-30-14.26.11.000000;1676016;2024-09-30-14.26.11.000000;;LUSENA;;
318;3;1;A;S;;2024-09-30-11.48.35.000000;1674143;2024-09-30-11.48.35.000000;;LUSENA;;
318;4;1;A;S;;2024-09-30-11.48.35.000000;1674143;2024-09-30-11.48.35.000000;;LUSENA;;
318;5;1;A;S;;2024-09-30-11.48.35.000000;1674143;2024-09-30-11.48.35.000000;;LUSENA;;
318;6;1;A;S;;2024-09-30-11.48.35.000000;1674143;2024-09-30-11.48.35.000000;;LUSENA;;
320;1;1;I;S;;2024-09-30-14.26.11.000000;1676016;2024-09-30-14.26.11.000000;;LUSENA;;
320;2;1;I;S;;2024-09-30-14.26.11.000000;1676016;2024-09-30-14.26.11.000000;;LUSENA;;
320;3;1;A;S;;2024-09-30-14.15.46.000000;1675892;2024-09-30-14.15.46.000000;;LUSENA;;
320;4;1;A;S;;2024-09-30-14.15.46.000000;1675892;2024-09-30-14.15.46.000000;;LUSENA;;
320;5;1;A;S;;2024-09-30-14.15.46.000000;1675892;2024-09-30-14.15.46.000000;;LUSENA;;
320;6;1;A;S;;2024-09-30-14.15.46.000000;1675892;2024-09-30-14.15.46.000000;;LUSENA;;
288;2183;1;A;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
288;2130;1;A;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
288;2118;1;A;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
288;2117;1;A;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
288;2114;1;A;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
296;2183;1;A;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
296;2130;1;A;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
296;2118;1;A;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
296;2117;1;A;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
296;2114;1;A;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
303;2183;1;A;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
303;2130;1;A;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
303;2118;1;A;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
303;2117;1;A;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
303;2114;1;A;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
309;2183;1;A;S;;2024-09-30-14.25.20.000000;1676006;2024-09-30-14.25.20.000000;;LUSENA;;
